obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,chamber
42,42,1679605813,297,20230323 16:10:13,16:10:13,5,bou_cur32_t4_ch5,stan,1679605811,0.000665941,0.665940545,18.32864412,649.2331054,-106.1467868,-9.540611044,58.35391461,0.039382275,4.156944826,0.039176167,0.024503532,321.5200787,20.612943,19.98413333,2.344308419,37.38311533,0.843545475,2.256487902,1.500762944,-29.36797803,-137.8346341,-6.644462621,147.6730039,94.04484718,0.663056317,18.32864412,683.7211278,662.1023818,3.361402387,64.60661014,0.665940545,9.186202623,9.385511748,-1.40E-05,98.62585121,0,0,1,0,48820,2000.025556,1681.221467,0.840599992,0.160757985,1.51,0.5,0: Broadleaf,2,TRUE,1679605811,649.2331111,677.7618889,9.385105556,9.186761111,652.1358889,9.591101111,500.0485556,89.78133333,0.099965267,19.3691,19.98413333,999.9,0,0,10009.71111,0,13.265,-28.52901111,655.3836667,684.0461111,0.198345222,677.7618889,9.186761111,0.842607444,0.824799778,4.446098889,4.141431111,2000.025556,0.980002,0.0199978,0,2.336211111,0,2663.076667,16749.7,36.937,38.201,37.28444444,37.125,35.625,1960.025556,40,0,1679605820,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.42751707,-0.879409756,0.103423206,0,0.198977366,-0.005891624,0.000800047,1,1,2,2-Jan,2.98182,2.7157,0.129586,0.131745,0.0541249,0.0519288,27577.5,27632.5,29452.2,29436.6,36917.1,37116.1,41475.5,41948.2,1.96535,1.82442,0.00724196,0,19.8567,999.9,50.2,31.9,26.5483,62.4059,33.0329,1,0.0239101,6.00824,20.2416,5.21969,12.0159,4.98995,3.28858,9999,9999,9999,999.9,1.86748,1.86647,1.866,1.86588,1.86768,1.87026,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.92,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.3,1168.2,1.53687,2.22534,1.39648,2.34863,1.49536,2.47559,36.5523,24.0437,18,532.641,401.159,13.4394,27.4313,30,27.4329,27.3817,30.8191,58.7145,0,13.456,707.292,9.25173,100.702,100.745,5
43,43,1679605818,302,20230323 16:10:18,16:10:18,5,bou_cur32_t4_ch5,stan,1679605815,0.000653996,0.65399621,17.6813786,664.9122945,-77.42537456,-6.95884054,59.76101061,0.038694087,4.159627668,0.038495228,0.024077299,321.5161596,20.61452202,19.97732,2.343319374,37.37858895,0.843449636,2.256504752,1.499869738,-28.84123287,-136.3687643,-6.569333396,149.7368291,94.05570998,0.657856479,17.6813786,700.5466142,679.0018788,3.38744,64.60661014,0.65399621,9.187494848,9.383177552,-7.03E-06,98.62585121,0,0,1,0,48740,2000.001,1681.20084,0.8406,0.160757999,1.51,0.5,0: Broadleaf,2,TRUE,1679605815,664.9123,693.446,9.38438,9.187594,667.8473,9.590379,500.0565,89.77806,0.09997519,19.36922,19.97732,999.9,0,0,10018.75,0,13.265,-28.53378,671.211,699.8761,0.1967862,693.446,9.187594,0.8425117,0.8248444,4.444473,4.142203,2000.001,0.9800017,0.0199981,0,2.39918,0,2662.936,16749.48,36.937,38.187,37.2562,37.125,35.625,1960.001,40,0,1679605825,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.47533171,-0.471,0.071456794,0,0.198479415,-0.008578432,0.001020149,1,1,2,2-Jan,2.98215,2.71593,0.131838,0.133954,0.0541187,0.0519303,27506.1,27562.1,29452.1,29436.5,36917.2,37115.9,41475.3,41947.9,1.96555,1.8245,0.00733882,0,19.8561,999.9,50.2,31.9,26.5507,62.3859,32.7123,1,0.0238872,5.94642,20.244,5.21939,12.0159,4.98965,3.28858,9999,9999,9999,999.9,1.86746,1.86647,1.866,1.86587,1.86768,1.87026,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.954,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.3,1168.3,1.56494,2.22778,1.39648,2.35107,1.49536,2.53784,36.5523,24.0437,18,532.775,401.202,13.4539,27.4313,30,27.4329,27.3817,31.3725,58.4415,0,13.4707,720.718,9.25477,100.702,100.744,5
44,44,1679605823,307,20230323 16:10:23,16:10:23,5,bou_cur32_t4_ch5,stan,1679605821,0.000658132,0.658131668,17.62700043,682.7013279,-53.39857198,-4.799350628,61.35975037,0.038937094,4.158180559,0.038735666,0.024227802,321.5158227,20.61519281,19.97857778,2.343501929,37.37936551,0.843521512,2.256650162,1.499980417,-29.02360654,-136.3711393,-6.571811321,149.5492655,93.881648,0.60238795,17.62700043,717.4185648,695.9252485,3.380134439,64.60661014,0.658131668,9.190563149,9.387435245,-6.17E-07,98.62585121,0,0,1,0,48756,1999.998889,1681.199067,0.8406,0.160758001,1.51,0.5,0: Broadleaf,2,TRUE,1679605821,682.7013333,711.1745556,9.385195556,9.205002222,685.6726667,9.591188889,500.0567778,89.7779,0.099983433,19.37025556,19.97857778,999.9,0,0,10014.08889,0,13.265,-28.47301111,689.1693333,717.7815556,0.180191667,711.1745556,9.205002222,0.842583111,0.826405778,4.445685556,4.169131111,1999.998889,0.980001333,0.019998467,0,2.216644444,0,2663.028889,16749.45556,36.937,38.201,37.27755556,37.125,35.625,1959.998889,40,0,1679605831,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.5019122,-0.105121254,0.08164606,0,0.193917585,-0.063699889,0.009446422,1,1,2,2-Jan,2.98217,2.7156,0.134071,0.136098,0.0541424,0.052135,27435.5,27493.7,29452.2,29436.4,36916.2,37107.6,41475.2,41947.6,1.965,1.82477,0.00733882,0,19.855,999.9,50.2,31.9,26.547,62.3659,32.6723,1,0.0238796,5.90192,20.2457,5.21774,12.0159,4.98925,3.28833,9999,9999,9999,999.9,1.86743,1.86646,1.866,1.86586,1.86768,1.87025,1.86886,1.87026,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-2.988,-0.206,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.4,1168.3,1.5979,2.22534,1.39648,2.34985,1.49536,2.50977,36.5523,24.035,18,532.407,401.357,13.4704,27.4313,30,27.4329,27.3817,32.0141,58.4415,0,13.4857,741.017,9.25074,100.702,100.744,5
45,45,1679605828,312,20230323 16:10:28,16:10:28,5,bou_cur32_t4_ch5,stan,1679605825,0.000564925,0.564925261,18.55402796,698.3802943,-200.2398864,-17.99767125,62.7708054,0.033413336,4.157357779,0.033264859,0.020803822,321.513606,20.63124235,19.98309,2.344156942,37.44108487,0.844826214,2.256414889,1.499330728,-24.913204,-137.7310312,-6.638755628,152.2306152,94.86758919,0.521322265,18.55402796,734.745035,712.8366121,3.407489278,64.60661014,0.564925261,9.241797635,9.410032937,0.000104033,98.62585121,0,0,1,0,48788,1999.985,1681.1874,0.840600005,0.160758009,1.51,0.5,0: Broadleaf,2,TRUE,1679605825,698.3803,727.1387,9.399433,9.243482,701.3833,9.605363,500.0272,89.78067,0.09988063,19.36858,19.98309,999.9,0,0,10011.12,0,13.265,-28.75839,705.007,733.9228,0.1559517,727.1387,9.243482,0.8438875,0.8298858,4.467777,4.22904,1999.985,0.9800014,0.0199984,0,2.44986,0,2662.888,16749.34,36.9246,38.187,37.25,37.125,35.625,1959.985,40,0,1679605835,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.56919024,-0.567263415,0.145830877,0,0.185371317,-0.155529073,0.017912183,0,0,2,0/2,2.98205,2.71576,0.136277,0.138254,0.0542391,0.0521958,27366,27425.5,29452.7,29436.8,36913.1,37105.8,41475.9,41948.2,1.9657,1.82458,0.00923872,0,19.855,999.9,50.2,31.9,26.5504,62.5259,32.7324,1,0.0238338,5.87622,20.2461,5.21774,12.0159,4.9894,3.28835,9999,9999,9999,999.9,1.86747,1.86646,1.866,1.86586,1.8677,1.87027,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.023,-0.2059,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.5,1168.4,1.62476,2.22656,1.39648,2.34985,1.49536,2.51465,36.5523,24.035,18,532.876,401.251,13.4893,27.4313,30,27.4329,27.3826,32.5498,58.4415,0,13.5016,754.39,9.24121,100.704,100.745,5
46,46,1679605833,317,20230323 16:10:33,16:10:33,5,bou_cur32_t4_ch5,stan,1679605831,0.000612544,0.612543985,19.17532134,716.0792163,-143.5025584,-12.89778324,64.36006869,0.03616775,4.15882824,0.035993914,0.022511745,321.5083747,20.6215663,20.01565556,2.348889051,37.5172282,0.846528988,2.256374015,1.502360063,-27.01318974,-145.1465646,-6.994874855,142.3537455,93.89141253,0.562270291,19.17532134,751.0635586,729.4819576,3.29920227,64.60661014,0.612543985,9.24982963,9.423858252,0.001265118,98.62585121,0,0,1,0,48794,1999.952222,1681.159867,0.840600014,0.160758028,1.51,0.5,0: Broadleaf,2,TRUE,1679605831,716.0792222,744.5553333,9.418601111,9.250398889,719.1181111,9.624441111,500.0121111,89.77844444,0.099975744,19.36828889,20.01565556,999.9,0,0,10016.12222,0,13.265,-28.47608889,722.8876667,751.5068889,0.168205,744.5553333,9.250398889,0.845587444,0.830486222,4.496526667,4.239347778,1999.952222,0.980001,0.0199988,0,2.537455556,0,2662.885556,16749.06667,36.90944444,38.187,37.25,37.125,35.611,1959.952222,40,0,1679605840,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.56413171,-0.273641812,0.172747074,0,0.175946341,-0.132471679,0.017045062,0,0,2,0/2,2.98226,2.71581,0.13841,0.140372,0.054298,0.0522053,27298.1,27358.3,29452.3,29437,36910.7,37105.5,41475.7,41948.3,1.96532,1.8246,0.00924617,0,19.855,999.9,50.2,31.9,26.5487,62.5059,32.5321,1,0.0238465,6.00387,20.2414,5.21744,12.0159,4.9893,3.28825,9999,9999,9999,999.9,1.86741,1.86646,1.866,1.86586,1.86768,1.87027,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.055,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.6,1168.5,1.65527,2.22656,1.39648,2.34985,1.49536,2.49878,36.5759,24.035,18,532.624,401.258,13.4998,27.4313,30,27.4329,27.3817,33.183,58.4415,0,13.4767,774.443,9.24838,100.703,100.746,5
47,47,1679605838,322,20230323 16:10:38,16:10:38,5,bou_cur32_t4_ch5,stan,1679605835,0.000604046,0.604045659,18.7112669,731.6912942,-117.9767654,-10.60379696,65.76469439,0.035729384,4.15891261,0.035559729,0.022240006,321.5102544,20.61857874,20.00263,2.346995301,37.56415415,0.847346869,2.255732595,1.499648431,-26.63841355,-143.2533952,-6.902876872,144.7155688,96.05512271,0.586602761,18.7112669,768.6658624,746.5562061,3.440035808,64.60661014,0.604045659,9.251556814,9.430023077,0.000303204,98.62585121,0,0,1,0,48676,1999.964,1681.16976,0.840600011,0.160758021,1.51,0.5,0: Broadleaf,2,TRUE,1679605835,731.6913,760.8251,9.427495,9.252038,734.7619,9.633291,500.0767,89.7803,0.10008386,19.36372,20.00263,999.9,0,0,10016.188,0,13.265,-29.1339,738.6549,767.93,0.175455,760.8251,9.252038,0.8464031,0.8306508,4.510305,4.242172,1999.964,0.9800011,0.0199987,0,2.33694,0,2662.985,16749.15,36.9184,38.187,37.25,37.125,35.5809,1959.964,40,0,1679605846,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.703365,-1.848493058,0.293179685,0,0.170559,-0.025045148,0.012583002,1,1,2,2-Jan,2.98201,2.71576,0.140589,0.142532,0.0543217,0.052215,27228.8,27289.6,29452,29437.1,36909.1,37105.4,41474.9,41948.5,1.9651,1.8247,0.00831485,0,19.855,999.9,50.2,31.9,26.5453,62.3959,32.6963,1,0.0237449,6.0573,20.2397,5.21969,12.0159,4.98995,3.28865,9999,9999,9999,999.9,1.86744,1.86648,1.866,1.86585,1.86768,1.87027,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.09,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.7,1168.6,1.68213,2.23145,1.39648,2.35107,1.49536,2.39502,36.5759,24.0262,18,532.474,401.315,13.4818,27.4313,30,27.4329,27.3817,33.7192,58.4415,0,13.4666,787.807,9.24838,100.701,100.746,5
48,48,1679605843,327,20230323 16:10:43,16:10:43,5,bou_cur32_t4_ch5,stan,1679605841,0.000609344,0.609343618,18.49523079,749.6863276,-82.41259534,-7.407532441,67.38443037,0.036103002,4.154939833,0.035929625,0.022471523,321.5204333,20.62081718,19.98984444,2.345137745,37.58150262,0.847846179,2.256019904,1.497291565,-26.87205355,-139.7941189,-6.742255925,148.112005,95.40548116,0.597354346,18.49523079,785.543208,763.6409636,3.410191227,64.60661014,0.609343618,9.253847833,9.435434406,9.25E-05,98.62585121,0,0,1,0,48688,2000.027778,1681.223333,0.840599992,0.160757984,1.51,0.5,0: Broadleaf,2,TRUE,1679605841,749.6863333,778.63,9.432723333,9.254048889,752.7935556,9.638497778,500.0696667,89.78342222,0.1000769,19.36576667,19.98984444,999.9,0,0,10002.99778,0,13.265,-28.94341111,756.8254444,785.9026667,0.178673889,778.63,9.254048889,0.846902333,0.830860111,4.518724444,4.245767778,2000.027778,0.980001,0.0199988,0,2.339744444,0,2663.18,16749.67778,36.89566667,38.187,37.25,37.118,35.562,1960.027778,40,0,1679605850,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.82930244,-1.637878746,0.295128712,0,0.169020098,0.090204794,0.009281903,1,1,2,2-Jan,2.98196,2.7155,0.142734,0.144571,0.0543465,0.0522191,27160.2,27224.8,29451.4,29437.1,36907.2,37105.3,41473.9,41948.6,1.96535,1.82472,0.00851601,0,19.855,999.9,50.2,31.9,26.5495,62.5259,32.7284,1,0.0238974,6.00726,20.2414,5.21834,12.0159,4.98935,3.28838,9999,9999,9999,999.9,1.86742,1.86646,1.866,1.86584,1.8677,1.87026,1.86889,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.124,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.8,1168.7,1.71387,2.229,1.39648,2.34985,1.49536,2.3938,36.5759,24.035,18,532.642,401.329,13.4701,27.4304,30,27.4329,27.3817,34.3413,58.4415,0,13.4758,807.842,9.24838,100.699,100.746,5
49,49,1679605848,332,20230323 16:10:48,16:10:48,5,bou_cur32_t4_ch5,stan,1679605845,0.000607238,0.60723762,19.12337177,765.4073941,-97.05400252,-8.723454614,68.79671616,0.036000959,4.156476684,0.035828621,0.022408303,321.5182344,20.61787553,19.98469,2.344389243,37.5985784,0.848079056,2.255614686,1.496310187,-26.77917905,-139.337654,-6.717478973,148.6839224,95.56458477,0.606784617,19.12337177,802.5398576,780.5077333,3.396967919,64.60661014,0.60723762,9.253640559,9.435248951,4.69E-06,98.62585121,0,0,1,0,48840,2000.014,1681.21176,0.840599996,0.160757992,1.51,0.5,0: Broadleaf,2,TRUE,1679605845,765.4074,794.4061,9.435421,9.253914,768.5462,9.641183,500.0356,89.78257,0.09991179,19.36288,19.98469,999.9,0,0,10008.06,0,13.265,-28.99873,772.6981,801.8263,0.1815079,794.4061,9.253914,0.8471364,0.8308399,4.522676,4.245421,2000.014,0.9800014,0.0199984,0,2.39357,0,2663.423,16749.58,36.8812,38.187,37.25,37.1187,35.562,1960.014,40,0,1679605855,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-28.88699756,-1.507793728,0.280206723,0,0.174368902,0.064715624,0.006744145,1,1,2,2-Jan,2.98206,2.71567,0.144834,0.146633,0.0543418,0.0522205,27093.8,27159.3,29451.4,29437.3,36907.4,37105.6,41473.9,41948.9,1.96565,1.825,0.00730902,0,19.855,999.9,50.2,31.9,26.5509,62.4159,32.524,1,0.0236687,5.97135,20.2428,5.21939,12.0159,4.9895,3.28848,9999,9999,9999,999.9,1.86742,1.86647,1.866,1.86584,1.86769,1.87026,1.8689,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.158,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.8,1168.8,1.74072,2.229,1.39771,2.34985,1.49536,2.41699,36.5759,24.035,18,532.843,401.484,13.4741,27.429,30.0001,27.4329,27.3817,34.8771,58.4415,0,13.4815,821.236,9.24838,100.699,100.747,5
50,50,1679605853,337,20230323 16:10:53,16:10:53,5,bou_cur32_t4_ch5,stan,1679605851,0.000606984,0.606984265,19.31572346,783.1458829,-88.51245373,-7.955473051,70.38891934,0.035990181,4.15536417,0.0358179,0.022401598,321.5110347,20.61550131,19.98295556,2.344137423,37.60357487,0.848048553,2.255233859,1.49608887,-26.76800609,-139.5196538,-6.727900669,148.4954741,95.46045973,0.604050854,19.31572346,819.3426677,797.3573212,3.375009549,64.60661014,0.606984265,9.254735537,9.436372098,-9.97E-06,98.62585121,0,0,1,0,48649,1999.968889,1681.173867,0.840600009,0.160758018,1.51,0.5,0: Broadleaf,2,TRUE,1679605851,783.1458889,812.1153333,9.435373333,9.254686667,786.3204444,9.641137778,500.0427778,89.77975556,0.099947422,19.36016667,19.98295556,999.9,0,0,10004.77778,0,13.265,-28.96951111,790.6053333,819.7013333,0.180689667,812.1153333,9.254686667,0.847105556,0.830883333,4.522157778,4.246162222,1999.968889,0.980000667,0.019999133,0,2.3774,0,2663.568889,16749.18889,36.875,38.187,37.25,37.083,35.562,1959.968889,40,0,1679605861,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-29.01889,0.403130206,0.134364284,0,0.1788301,0.024158792,0.002687172,1,1,2,2-Jan,2.98204,2.71554,0.146906,0.148645,0.0543481,0.0522187,27028.8,27095.1,29452.1,29437.1,36908.1,37105.3,41474.9,41948.4,1.96555,1.82505,0.00861287,0,19.8535,999.9,50.2,31.9,26.5496,62.3959,32.7003,1,0.0234654,5.91335,20.245,5.21894,12.0159,4.9897,3.28842,9999,9999,9999,999.9,1.86743,1.86646,1.866,1.86586,1.8677,1.87026,1.86888,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.191,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1168.9,1168.8,1.77124,2.22534,1.39648,2.35229,1.49536,2.41211,36.5759,24.0262,18,532.77,401.513,13.4823,27.429,30.0001,27.4324,27.3817,35.4953,58.4415,0,13.4973,841.276,9.24838,100.701,100.746,5
51,51,1679605858,342,20230323 16:10:58,16:10:58,5,bou_cur32_t4_ch5,stan,1679605855,0.000605828,0.60582824,19.86709814,798.8498938,-100.7904732,-9.059019944,71.80040824,0.035856176,4.150342547,0.035684967,0.022318418,321.5185536,20.62226022,20.00173,2.346864502,37.59336548,0.848085485,2.255944564,1.498779016,-26.71702537,-142.4189547,-6.876860318,145.5057132,95.9585822,0.604831774,19.86709814,836.4180556,814.2345515,3.381592353,64.60661014,0.60582824,9.254692854,9.436188322,-3.92E-05,98.62585121,0,0,1,0,48508,2000.016,1681.21344,0.840599995,0.160757991,1.51,0.5,0: Broadleaf,2,TRUE,1679605855,798.8499,827.9715,9.435782,9.25487,802.056,9.641543,500.0654,89.77967,0.10005434,19.36523,20.00173,999.9,0,0,9988.561,0,13.265,-29.12177,806.4595,835.7057,0.1809134,827.9715,9.25487,0.8471414,0.8308991,4.522763,4.246433,2000.016,0.9800014,0.0199984,0,2.42836,0,2663.465,16749.58,36.875,38.187,37.2437,37.0935,35.562,1960.016,40,0,1679605865,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-29.020055,-0.288186867,0.118271998,0,0.1802926,0.009242814,0.001546752,1,1,2,2-Jan,2.98223,2.71545,0.148961,0.150665,0.0543458,0.0522205,26963.1,27030.5,29451.5,29436.8,36907.7,37104.9,41474.3,41948.1,1.96545,1.82498,0.00943989,0,19.8522,999.9,50.2,31.9,26.547,62.3759,32.4559,1,0.0233994,5.90818,20.2454,5.21879,12.0159,4.98955,3.28845,9999,9999,9999,999.9,1.86748,1.86647,1.866,1.86585,1.86768,1.87026,1.86887,1.87027,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.225,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1169,1168.9,1.7981,2.22412,1.39771,2.34985,1.49536,2.42554,36.5759,24.035,18,532.7,401.47,13.4964,27.429,30,27.4321,27.3817,36.0236,58.4415,0,13.502,854.646,9.24838,100.7,100.745,5
52,52,1679605863,347,20230323 16:11:03,16:11:03,5,bou_cur32_t4_ch5,stan,1679605861,0.000602506,0.602506018,19.68978575,816.5907717,-80.59709234,-7.243920598,73.39369869,0.035654365,4.146975294,0.035484936,0.022193241,321.51866,20.62173091,20.0028,2.347020008,37.5983266,0.848084987,2.255645567,1.498935021,-26.57051539,-143.018837,-6.911396229,145.0179114,95.88674088,0.601035283,19.68978575,853.2357394,831.1257758,3.377356002,64.60661014,0.602506018,9.255765765,9.436101678,-1.55E-05,98.62585121,0,0,1,0,48665,2000.016667,1681.214,0.840599995,0.16075799,1.51,0.5,0: Broadleaf,2,TRUE,1679605861,816.5907778,845.6941111,9.435937778,9.256154444,819.8323333,9.641697778,500.0461111,89.77815556,0.1000322,19.3631,20.0028,999.9,0,0,9977.853333,0,13.265,-29.1036,824.3694444,853.5952222,0.179781667,845.6941111,9.256154444,0.847141111,0.831000333,4.522755556,4.248172222,2000.016667,0.980001333,0.019998467,0,2.300144444,0,2663.798889,16749.58889,36.875,38.18011111,37.243,37.076,35.562,1960.016667,40,0,1679605870,0,0,--:--:--,1679535718,1679535723,0,-0.148,0.019,-1.284,-0.029,418,24,0.54,0.15,-29.0440125,-0.655250657,0.093401751,0,0.180789875,-0.00522582,0.000825771,1,1,2,2-Jan,2.98221,2.71552,0.150992,0.152643,0.0543448,0.0522253,26899.1,26967.9,29451.9,29437.1,36908.5,37104.9,41475.1,41948.3,1.96575,1.82525,0.00808388,0,19.8516,999.9,50.2,31.9,26.5523,62.1159,32.4599,1,0.0235899,5.98027,20.2428,5.21804,12.0159,4.9894,3.28838,9999,9999,9999,999.9,1.86745,1.86647,1.866,1.86584,1.86769,1.87027,1.8689,1.87025,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-3.259,-0.2058,-1.454491418,-0.002482763,5.24E-07,-1.89E-10,-0.169925993,-0.01425007,0.001313896,-2.30E-05,5,2359,1,26,1169.1,1169,1.82861,2.22534,1.39771,2.35107,1.49536,2.46094,36.5759,24.035,18,532.905,401.626,13.5009,27.429,30.0001,27.4324,27.3817,36.6336,58.4415,0,13.488,874.683,9.24838,100.701,100.746,5
