,ID,species,ps_pathway,chamber,trt,tray_number,planting.date,germination_date,Thinning_date,measurment_date,growth_co2,growth_temp,common.temp,leaf.biomass,leaf.13c.mass.mg.,leaf.d13c,leaf.d15NAir,focal.area,vcmax20,vpmax20,jmax20,tpu20,rd20,amaxLA20,vpmaxLA20,vcmax27.5,vpmax27.5,jmax27.5,tpu27.5,rd27.5,amaxLA27.5,vpmaxLA27.5,vcmax35,vpmax35,jmax35,tpu35,rd35,amaxLA35,vpmaxLA35
83,sch_sco27_t2_ch5,Schizachyrium Scoparium,C4,5,EC+LT,2,12/26/22,,NA,NA,1000,20,27.5,no growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,sch_sco28_t2_ch5,Schizachyrium Scoparium,C4,5,EC+LT,2,12/26/22,,NA,NA,1000,20,27.5,0.01,NA,NA,NA,4.059,43.4826682,34.33441949,NA,NA,2.802225016,35.06351424,31.15705952,251.4406588,35.94993772,157.733017,NA,1.539673561,138.9816702,101.0127953,NA,NA,NA,NA,NA,NA,NA
85,sch_sco29_t3_ch5,Schizachyrium Scoparium,C4,5,EC+LT,3,12/26/22,,NA,NA,1000,20,27.5,0.01,2.882,-7.87,17.6,7.36,637.579398,15.34943187,NA,NA,1.24204462,29.85973363,34.02783895,298.6679891,30.92951776,159.142318,NA,2.671163672,95.28004595,89.97185767,NA,NA,NA,NA,NA,NA,NA
86,sch_sco30_t3_ch5,Schizachyrium Scoparium,C4,5,EC+LT,3,12/26/22,1/12/23,NA,NA,1000,20,27.5,0.01,2.813,-7.57,20.35,8.716,2857.817551,16.12006083,NA,NA,0.685333369,48.07345416,33.89781862,445.0590495,27.90666376,NA,NA,1.639812128,90.56939997,77.85863351,NA,NA,NA,NA,NA,NA,NA
87,sch_sco31_t4_ch5,Schizachyrium Scoparium,C4,5,EC+LT,4,12/26/22,1/6/23,NA,NA,1000,20,27.5,0.01,2.805,-7.58,15.97,8.784,10864.05589,36.39258724,NA,NA,0.981783937,NA,NA,385.8443933,42.09173969,213.6185954,NA,1.738391056,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,sch_sco32_t4_ch5,Schizachyrium Scoparium,C4,5,EC+LT,4,12/26/22,1/12/23,NA,NA,1000,20,27.5,0.01,2.909,-6.21,15.43,7.495,9721686.19,30.09896554,NA,NA,0.812027174,93.22294451,71.21973727,258.0742723,28.0047199,133.9087952,NA,2.103087059,138.5170625,126.0691893,NA,NA,NA,NA,NA,NA,NA
89,sor_nut25_t1_ch5,Sorghastrum nutans,C4,5,EC+LT,1,12/26/22,,NA,NA,1000,20,27.5,0.03,2.892,-8.29,22.6,16.238,344.5520775,14.37802089,NA,NA,0.800736284,21.26299969,18.88608367,159.6081413,23.16053839,122.8941809,NA,1.671130529,33.38747351,49.874004,NA,NA,NA,NA,NA,NA,NA
90,sor_nut26_t1_ch5,Sorghastrum nutans,C4,5,EC+LT,1,12/26/22,,NA,NA,1000,20,27.5,0.09,2.802,-9.06,22.9,29.962,7180.412802,3.305536316,NA,NA,1.374206116,NA,NA,64756180.33,9.144547802,52.97240773,NA,2.082540661,18.1438318,14.96292347,NA,NA,NA,NA,NA,NA,NA
91,sor_nut27_t2_ch5,Sorghastrum nutans,C4,5,EC+LT,2,12/26/22,1/10/23,NA,NA,1000,20,27.5,0.01,2.731,-8.1,18.66,8.579,138.6550839,12.42733973,72.16008773,NA,0.833735795,24.0910038,33.11428792,363.9244853,13.65664045,69.28851794,NA,1.662546094,20.8082365,27.51705615,NA,NA,NA,NA,NA,NA,NA
92,sor_nut28_t2_ch5,Sorghastrum nutans,C4,5,EC+LT,2,12/26/22,1/10/23,NA,NA,1000,20,27.5,0.02,2.836,-7.04,17.17,8.188,381.9002734,9.915618762,NA,NA,1.076930708,25.88020695,5.029325266,318.3546425,19.66916899,NA,NA,2.34349219,26.4110495,37.90579033,NA,NA,NA,NA,NA,NA,NA
93,sor_nut29_t3_ch5,Sorghastrum nutans,C4,5,EC+LT,3,12/26/22,,NA,NA,1000,20,27.5,0.02,2.752,-7.72,21.48,21.393,103.8397129,19.8840688,NA,NA,1.276500096,12.79982692,21.48402898,22.74229805,26.51810697,81.31511245,NA,1.481082411,63.61872117,37.19524985,NA,NA,NA,NA,NA,NA,NA
94,sor_nut30_t3_ch5,Sorghastrum nutans,C4,5,EC+LT,3,12/26/22,1/12/23,NA,NA,1000,20,27.5,0.03,2.769,-8.04,25.68,25.682,53970170.44,8.46008188,NA,NA,0.445233737,6.769554778,6.207511867,13.83129425,21.35356788,NA,NA,0.82284137,16.52550134,21.76854887,NA,NA,NA,NA,NA,NA,NA
95,sor_nut31_t4_ch5,Sorghastrum nutans,C4,5,EC+LT,4,12/26/22,1/9/23,NA,NA,1000,20,27.5,0.06,2.742,-8.07,20.99,19.368,69915713.51,3.245735581,46.57517706,NA,0.928503072,NA,NA,118390469.1,12.18132113,62.17039839,NA,1.525321109,18.80276241,18.46528625,NA,NA,NA,NA,NA,NA,NA
96,sor_nut32_t4_ch5,Sorghastrum nutans,C4,5,EC+LT,4,12/26/22,1/5/23,NA,NA,1000,20,27.5,0.07,2.84,-8.43,20.94,24.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,pas_smi9_t1_ch3,Pascopyrum Smithii,C3,3,AC+HT,1,12/26/22,,NA,NA,420,35,27.5,0.01,1.179,-29.88,11.66,71.399,NA,NA,NA,NA,NA,NA,NA,64.93070762,NA,125.3637051,8.316798066,1.294315933,NA,NA,100.0072712,NA,100.0072712,NA,0.760412773,NA,NA
98,pas_smi10_t1_ch3,Pascopyrum Smithii,C3,3,AC+HT,1,12/26/22,1/7/23,NA,NA,420,35,27.5,0.06,2.808,-25.76,12.66,81.526,NA,NA,NA,NA,NA,NA,NA,87.21647507,NA,154.5626634,NA,0.625092027,NA,NA,151.420245,NA,193.0985046,NA,0.565503765,NA,NA
99,pas_smi11_t2_ch3,Pascopyrum Smithii,C3,3,AC+HT,2,12/26/22,1/7/23,NA,NA,420,35,27.5,0.11,2.91,-26.69,12.02,109.471,NA,NA,NA,NA,NA,NA,NA,125.8607629,NA,238.7552995,NA,2.125530984,NA,NA,218.9927537,NA,289.5565451,NA,2.040068758,NA,NA
100,pas_smi12_t2_ch3,Pascopyrum Smithii,C3,3,AC+HT,2,12/26/22,1/10/23,NA,NA,420,35,27.5,0.03,2.721,-27.89,20.12,73.447,NA,NA,NA,NA,NA,NA,NA,197.3958901,NA,380.9231783,NA,0.290451776,NA,NA,NA,NA,NA,NA,0.765053025,NA,NA
101,pas_smi13_t3_ch3,Pascopyrum Smithii,C3,3,AC+HT,3,12/26/22,1/3/23,NA,NA,420,35,27.5,0.18,2.981,-25.94,15.65,96.385,NA,NA,NA,NA,NA,NA,NA,146.6774957,NA,236.6987506,14.05873926,1.038373253,NA,NA,289.377361,NA,321.2397743,17.59724385,321.2397743,NA,NA
102,pas_smi14_t3_ch3,Pascopyrum Smithii,C3,3,AC+HT,3,12/26/22,1/6/23,NA,NA,420,35,27.5,0.14,2.745,-26.86,19.03,107.334,NA,NA,NA,NA,NA,NA,NA,107.2161878,NA,186.9759683,11.39111854,1.485215007,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,pas_smi15_t4_ch3,Pascopyrum Smithii,C3,3,AC+HT,4,12/26/22,1/5/23,NA,NA,420,35,27.5,0.13,3.011,-26.41,19.07,85.41,NA,NA,NA,NA,NA,NA,NA,154.9147512,NA,285.1184801,15.44994379,0.930376826,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,pas_smi16_t4_ch3,Pascopyrum Smithii,C3,3,AC+HT,4,12/26/22,1/4/23,NA,NA,420,35,27.5,0.11,3.158,-27.38,22.34,93.41,NA,NA,NA,NA,NA,NA,NA,96.07936251,NA,217.3055765,NA,1.264812569,NA,NA,227.3248962,NA,337.1441219,NA,2.648747673,NA,NA
105,ely_can9_t1_ch3,Elymus Canadensis,C3,3,AC+HT,1,12/26/22,1/2/23,NA,NA,420,35,27.5,0.05,2.783,-28.23,11.88,75.687,NA,NA,NA,NA,NA,NA,NA,68.42358549,NA,100.2876413,6.376702388,1.863132859,NA,NA,109.2419838,NA,126.6391035,7.675886096,1.076394082,NA,NA
106,ely_can10_t1_ch3,Elymus Canadensis,C3,3,AC+HT,1,12/26/22,1/2/23,NA,NA,420,35,27.5,0.06,3.075,-27.7,13.71,75.924,NA,NA,NA,NA,NA,NA,NA,60.14409871,NA,99.67062796,NA,1.360809218,NA,NA,105.8494505,NA,107.2154345,5.430703167,1.098248829,NA,NA
107,ely_can11_t2_ch3,Elymus Canadensis,C3,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.03,2.767,-26.91,12.49,77.018,NA,NA,NA,NA,NA,NA,NA,51.58667346,NA,99.63031435,6.790570268,0.205501463,NA,NA,89.307486,NA,75.18747065,3.250207195,1.295606328,NA,NA
108,ely_can12_t2_ch3,Elymus Canadensis,C3,3,AC+HT,2,12/26/22,1/3/23,NA,NA,420,35,27.5,0.05,2.917,-26.31,15.85,80.274,NA,NA,NA,NA,NA,NA,NA,61.58292131,NA,99.17434516,6.943483229,0.941004504,NA,NA,87.40267822,NA,116.8212441,6.909082572,1.129752053,NA,NA
109,ely_can13_t3_ch3,Elymus Canadensis,C3,3,AC+HT,3,12/26/22,1/2/23,NA,NA,420,35,27.5,0.02,2.948,-27.39,13.99,69.295,NA,NA,NA,NA,NA,NA,NA,52.45460416,NA,78.28459791,NA,1.555674335,NA,NA,86.37558394,NA,111.6377153,NA,0.344409488,NA,NA
110,ely_can14_t3_ch3,Elymus Canadensis,C3,3,AC+HT,3,12/26/22,1/3/23,NA,NA,420,35,27.5,0.08,2.862,-27.31,13.81,76.811,NA,NA,NA,NA,NA,NA,NA,42.27143597,NA,75.04475.0873474930169,5.101436122,0.726946542,NA,NA,104.1425237,NA,63.52331426,2.870489293,1.244630707,NA,NA
111,ely_can15_t4_ch3,Elymus Canadensis,C3,3,AC+HT,4,12/26/22,12/31/22,NA,NA,420,35,27.5,0.02,2.769,-27.98,22.22,71.324,NA,NA,NA,NA,NA,NA,NA,8.657330954,NA,76.06310468,NA,0.681024228,NA,NA,87.9100571,NA,93.89548517,6.081060758,0.980361426,NA,NA
112,ely_can16_t4_ch3,Elymus Canadensis,C3,3,AC+HT,4,12/26/22,1/3/23,NA,NA,420,35,27.5,0.01,2.831,-27.64,19.05,69.978,NA,NA,NA,NA,NA,NA,NA,40.80706924,NA,86.74710387,NA,1.383232474,NA,NA,91.81029699,NA,98.86300766,NA,2.136383314,NA,NA
113,poa_pra9_t1_ch3,Poa Pratensis,C3,3,AC+HT,1,12/26/22,1/4/23,NA,NA,420,35,27.5,0.02,2.897,-26.6,18.2,82.637,NA,NA,NA,NA,NA,NA,NA,71.91701362,NA,119.8468638,8.223437933,0.99631656,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,poa_pra10_t1_ch3,Poa Pratensis,C3,3,AC+HT,1,12/26/22,1/3/23,NA,NA,420,35,27.5,0.06,2.859,-27.08,17.3,104.46,NA,NA,NA,NA,NA,NA,NA,70.61769734,NA,130.4193388,13.588.900586047943787,1.317741513,NA,NA,99.53989897,NA,147.1305176,9.658200891,-0.936505887,NA,NA
115,poa_pra11_t2_ch3,Poa Pratensis,C3,3,AC+HT,2,12/26/22,no growth,NA,NA,420,35,27.5,no growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,poa_pra12_t2_ch3,Poa Pratensis,C3,3,AC+HT,2,12/26/22,,NA,NA,420,35,27.5,0.04,2.87,-26.45,17.47,89.803,NA,NA,NA,NA,NA,NA,NA,40.8804661,NA,92.00502386,NA,1.012349117,NA,NA,73.5786022,NA,97.26929652,NA,1.231.1605315816036,NA,NA
117,poa_pra13_t3_ch3,Poa Pratensis,C3,3,AC+HT,3,12/26/22,1/4/23,NA,NA,420,35,27.5,0.02,2.809,-26.76,17.64,72.216,NA,NA,NA,NA,NA,NA,NA,65.24781209,NA,130.918094,NA,0.378716638,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,poa_pra14_t3_ch3,Poa Pratensis,C3,3,AC+HT,3,12/26/22,1/3/23,NA,NA,420,35,27.5,0.04,2.864,-27.27,17.53,91.955,NA,NA,NA,NA,NA,NA,NA,42.53129357,NA,87.72246309,NA,1.39838607,NA,NA,65.52114231,NA,85.447354,NA,1.756524069,NA,NA
119,poa_pra15_t4_ch3,Poa Pratensis,C3,3,AC+HT,4,12/26/22,12/31/22,NA,NA,420,35,27.5,0.01,2.841,-26.88,20.16,81.123,NA,NA,NA,NA,NA,NA,NA,67.33390351,NA,130.755329,NA,1.021840357,NA,NA,111.258,NA,153.0263055,NA,1.11410533,NA,NA
120,poa_pra16_t4_ch3,Poa Pratensis,C3,3,AC+HT,4,12/26/22,1/3/23,NA,NA,420,35,27.5,0.02,2.966,-27.64,20.87,88.447,NA,NA,NA,NA,NA,NA,NA,37.87776234,NA,75.62205716,NA,1.04976003,NA,NA,71.55920715,NA,87.41953413,NA,1.255560906,NA,NA
121,bou_cur9_t1_ch3,Bouteloua Curtipendula,C4,3,AC+HT,1,12/26/22,12/31/22,NA,NA,420,35,27.5,0.09,2.982,-9.44,14.11,74.475,NA,NA,NA,NA,NA,NA,NA,10486.40665,2.399661943,NA,NA,0.860844547,35.13547,54.24804,136246.0394,4.256587865,NA,NA,0.813829737,29.7004,25.133648
122,bou_cur10_t1_ch3,Bouteloua Curtipendula,C4,3,AC+HT,1,12/26/22,1/2/23,NA,NA,420,35,27.5,0.18,2.947,-9.81,16.48,89.304,NA,NA,NA,NA,NA,NA,NA,80.41675608,36.58615604,182.0737996,NA,0.957060044,46.03608686,48.64451287,23.12075111,34.42197141,99.8062888,NA,2.260267322,36.84785595,40.01399593
123,bou_cur11_t2_ch3,Bouteloua Curtipendula,C4,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.06,2.942,-9.97,13.93,75.627,NA,NA,NA,NA,NA,NA,NA,34.96796234,27.16613117,NA,NA,1.59993988,24.02689677,38.60522014,19.23779582,53.46044687,NA,NA,2.28758311,34.71726035,23.52385302
124,bou_cur12_t2_ch3,Bouteloua Curtipendula,C4,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.06,2.942,-27.14,16.09,76.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.022781,13.6225,16.331786,22.84253864,44.23978161,NA,NA,2.28758311,19.5674772,14.1640881
125,bou_cur13_t3_ch3,Bouteloua Curtipendula,C4,3,AC+HT,3,12/26/22,1/3/23,NA,NA,420,35,27.5,0.05,2.759,-8.65,13.91,76.36,NA,NA,NA,NA,NA,NA,NA,169.7960327,11.58292756,52.46391241,NA,1.324099454,35.64233504,28.35977938,14.41311205,10.89007281,41.25706267,NA,2.166701516,21.52072801,19.14098638
126,bou_cur14_t3_ch3,Bouteloua Curtipendula,C4,3,AC+HT,3,12/26/22,1/2/23,NA,NA,420,35,27.5,0.07,2.805,-9.68,15.34,79.079,NA,NA,NA,NA,NA,NA,NA,25.61569552,18.68885068,69.86753623,NA,1.533706419,25.38153808,26.97294507,19.42522006,27.13266605,NA,NA,1.957527652,17.71228293,25.95789327
127,bou_cur15_t4_ch3,Bouteloua Curtipendula,C4,3,AC+HT,4,12/26/22,,NA,NA,420,35,27.5,0.11,2.97,-9.09,20,81.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,bou_cur16_t4_ch3,Bouteloua Curtipendula,C4,3,AC+HT,4,12/26/22,,NA,NA,420,35,27.5,0.03,2.94,-10.35,16.9,76.218,NA,NA,NA,NA,NA,NA,NA,461.1955173,8.645378131,NA,NA,1.215607123,17.8515622,9.403759048,23.16279363,11.73215474,57.33456254,NA,1.69586001,12.10391396,10.36492626
129,sch_sco9_t1_ch3,Schizachyrium Scoparium,C4,3,AC+HT,1,12/26/22,1/4/23,NA,NA,420,35,27.5,0.07,2.848,-7.69,16.09,105.354,NA,NA,NA,NA,NA,NA,NA,42.24095291,30.09451848,NA,NA,NA,35.73594425,58.2780245,34.88693282,46.98474691,152.3984565,NA,2.039808252,90.58367366,64.17527778
130,sch_sco10_t1_ch3,Schizachyrium Scoparium,C4,3,AC+HT,1,12/26/22,,NA,NA,420,35,27.5,0.02,2.882,-7.34,19.32,88.709,NA,NA,NA,NA,NA,NA,NA,450.7141193,15.67519086,NA,NA,1.944490188,34.31987853,50.40629871,NA,NA,NA,NA,NA,NA,NA
131,sch_sco11_t2_ch3,Schizachyrium Scoparium,C4,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.06,2.893,-8.3,18.87,87.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.7483466,30.14282138,154.1120464,NA,2.19192437,75.90270869,77.58067874
132,sch_sco12_t2_ch3,Schizachyrium Scoparium,C4,3,AC+HT,2,12/26/22,no growth,NA,NA,420,35,27.5,no growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,sch_sco13_t3_ch3,Schizachyrium Scoparium,C4,3,AC+HT,3,12/26/22,1/5/23,NA,NA,420,35,27.5,0.01,2.817,-6.73,17.31,75.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0402285,10.07023,12.954859,28.62165683,40.91956535,NA,NA,2.19192437,140.7447406,59.15742489
134,sch_sco14_t3_ch3,Schizachyrium Scoparium,C4,3,AC+HT,3,12/26/22,1/3/23,NA,NA,420,35,27.5,0.02,2.976,-8.17,15.5,78.062,NA,NA,NA,NA,NA,NA,NA,124.7209631,15.21983717,55.53437875,NA,1.037296769,45.9017353,38.48442575,NA,NA,NA,NA,NA,NA,NA
135,sch_sco15_t4_ch3,Schizachyrium Scoparium,C4,3,AC+HT,4,12/26/22,1/4/23,NA,NA,420,35,27.5,0.03,2.796,-9.23,19.3,68.673,NA,NA,NA,NA,NA,NA,NA,161076.3481,14.7574945,NA,NA,1.24743458,19.93511184,28.25936938,147.079417,24.13454176,100.0303037,NA,2.19192437,56.71829666,47.72942496
136,sch_sco16_t4_ch3,Schizachyrium Scoparium,C4,3,AC+HT,4,12/26/22,1/2/23,NA,NA,420,35,27.5,0.02,2.902,-8.92,16.53,76.211,NA,NA,NA,NA,NA,NA,NA,269.4280358,17.09457124,85.25158406,NA,0.829523789,36.58396103,39.3427084,22.39487812,18.39979987,68.92247539,NA,1.170555706,28.93839141,35.16598243
137,sor_nut9_t1_ch3,Sorghastrum nutans,C4,3,AC+HT,1,12/26/22,12/31/22,NA,NA,420,35,27.5,0.05,2.95,-7.62,11.47,82.841,NA,NA,NA,NA,NA,NA,NA,226.8610594,8.850292743,60.19929042,NA,2.207417596,20.53094828,18.94611243,NA,NA,NA,NA,NA,NA,NA
138,sor_nut10_t1_ch3,Sorghastrum nutans,C4,3,AC+HT,1,12/26/22,1/2/23,NA,NA,420,35,27.5,0.16,2.906,-7.58,11.64,107.299,NA,NA,NA,NA,NA,NA,NA,270.5610089,5.4012675,NA,NA,2.972041085,23.71873377,1.129090298,115.3649418,11.52577711,71.71418967,NA,3.04659484,32.04456899,24.39343818
139,sor_nut11_t2_ch3,Sorghastrum nutans,C4,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.16,2.896,-8.06,13.49,115.965,NA,NA,NA,NA,NA,NA,NA,19714.32162,2.974598738,NA,NA,2.185732724,12.75321636,8.033055743,255.7854016,17.65726916,97.26358447,NA,2.790284802,49.93922082,36.95857285
140,sor_nut12_t2_ch3,Sorghastrum nutans,C4,3,AC+HT,2,12/26/22,1/2/23,NA,NA,420,35,27.5,0.22,2.781,-7.94,15.28,121.121,NA,NA,NA,NA,NA,NA,NA,472.972076,19.90639297,NA,NA,2.589281641,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,sor_nut13_t3_ch3,Sorghastrum nutans,C4,3,AC+HT,3,12/26/22,1/2/23,NA,NA,420,35,27.5,0.18,2.873,-6.89,19.8,NA,NA,NA,NA,NA,NA,NA,NA,284.8249464,20.65935709,109.9028048,NA,3.470394602,35.58389436,35.94429532,218.0795913,25.00499813,130.6504023,NA,4.303435558,41.60808585,45.17760641
142,sor_nut14_t3_ch3,Sorghastrum nutans,C4,3,AC+HT,3,12/26/22,1/2/23,NA,NA,420,35,27.5,0.07,2.903,-7.89,13.49,100.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.8887687,24.01638245,NA,NA,3.08251497,87.80813767,112.1102171
143,sor_nut15_t4_ch3,Sorghastrum nutans,C4,3,AC+HT,4,12/26/22,1/2/23,NA,NA,420,35,27.5,0.04,2.836,-6.95,18.07,92.87,NA,NA,NA,NA,NA,NA,NA,980.3811691,13.28507552,80.05554684,NA,2.52944055,26.20987679,25.41689194,NA,15.68589,9.203786,58.65461,3.0992232,23.22116,19.512822
144,sor_nut16_t4_ch3,Sorghastrum nutans,C4,3,AC+HT,4,12/26/22,1/2/23,NA,NA,420,35,27.5,0.11,2.998,-8.48,19.78,91.685,NA,NA,NA,NA,NA,NA,NA,221.7041963,29.33654122,115.4812107,NA,2.281960579,84.65622471,51.61159672,NA,NA,NA,NA,NA,NA,NA
145,pas_smi17_t1_ch4,Pascopyrum Smithii,C3,4,EC+HT,1,12/26/22,1/11/23,NA,NA,1000,35,27.5,0.02,3.158,-28.28,17.81,76.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,pas_smi18_t1_ch4,Pascopyrum Smithii,C3,4,EC+HT,1,12/26/22,,NA,NA,1000,35,27.5,0.05,2.73,-30,20.14,85.5,NA,NA,NA,NA,NA,NA,NA,93.58769366,NA,174.239183,11.86852304,2.475387754,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,pas_smi19_t2_ch4,Pascopyrum Smithii,C3,4,EC+HT,2,12/26/22,1/9/23,NA,NA,1000,35,27.5,0.22,3.065,-27.34,14.89,96.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,pas_smi20_t2_ch4,Pascopyrum Smithii,C3,4,EC+HT,2,12/26/22,,NA,NA,1000,35,27.5,0.1,3.122,-28.89,16.55,91.367,NA,NA,NA,NA,NA,NA,NA,100.4957707,NA,144.8181654,NA,1.416686676,NA,NA,199.2934588,NA,229.2785544,13.91801196,1.896271963,NA,NA
149,pas_smi21_t3_ch4,Pascopyrum Smithii,C3,4,EC+HT,3,12/26/22,,NA,NA,1000,35,27.5,0.05,2.82,-28.22,21.78,81.514,NA,NA,NA,NA,NA,NA,NA,146.1069759,NA,240.1592107,11.4560578,0.266742699,NA,NA,318.6651878,NA,369.2524183,18.50693636,1.193303657,NA,NA
150,pas_smi22_t3_ch4,Pascopyrum Smithii,C3,4,EC+HT,3,12/26/22,1/11/23,NA,NA,1000,35,27.5,0.13,3.031,-28.89,15.84,81.12,NA,NA,NA,NA,NA,NA,NA,137.3806472,NA,283.3020006,NA,1.354796877,NA,NA,290.9316356,NA,389.3099855,21.27756737,2.708556171,NA,NA
151,pas_smi23_t4_ch4,Pascopyrum Smithii,C3,4,EC+HT,4,12/26/22,1/5/23,NA,NA,1000,35,27.5,0.23,2.883,-26.36,14.37,98.517,NA,NA,NA,NA,NA,NA,NA,59.19483985,NA,134.3369955,9.289239915,2.323426428,NA,NA,107.6201501,NA,158.1759957,NA,3.314605046,NA,NA
152,pas_smi24_t4_ch4,Pascopyrum Smithii,C3,4,EC+HT,4,12/26/22,1/6/23,NA,NA,1000,35,27.5,0.13,3.256,-28.26,17.96,87.514,NA,NA,NA,NA,NA,NA,NA,72.21885308,NA,150.8625704,NA,3.523336072,NA,NA,135.0892746,NA,184.0787337,NA,2.403550465,NA,NA
153,ely_can17_t1_ch4,Elymus Canadensis,C3,4,EC+HT,1,12/26/22,1/4/23,NA,NA,1000,35,27.5,0.01,2.983,-28.51,19.29,75.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,ely_can18_t1_ch4,Elymus Canadensis,C3,4,EC+HT,1,12/26/22,1/4/23,NA,NA,1000,35,27.5,0.01,2.756,-26.69,16.93,67.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,ely_can19_t2_ch4,Elymus Canadensis,C3,4,EC+HT,2,12/26/22,1/3/23,NA,NA,1000,35,27.5,0.6,2.848,-27.05,12.03,82.66,NA,NA,NA,NA,NA,NA,NA,30.13993086,NA,68.48269778,NA,0.143371284,NA,NA,42.55559984,NA,56.88476743,NA,0.143371284,NA,NA
156,ely_can20_t2_ch4,Elymus Canadensis,C3,4,EC+HT,2,12/26/22,1/3/23,NA,NA,1000,35,27.5,0.12,3.012,-25.33,7.92,95.133,NA,NA,NA,NA,NA,NA,NA,43.84992937,NA,93.35059282,NA,0.839015539,NA,NA,67.43837993,NA,68.4657392,3.681776897,0.132822354,NA,NA
157,ely_can21_t3_ch4,Elymus Canadensis,C3,4,EC+HT,3,12/26/22,1/5/23,NA,NA,1000,35,27.5,0.02,2.994,-28.22,17.41,85.384,NA,NA,NA,NA,NA,NA,NA,42.55977435,NA,100.3503373,NA,1.742415545,NA,NA,73.39953264,NA,111.152176,NA,1.908906606,NA,NA
158,ely_can22_t3_ch4,Elymus Canadensis,C3,4,EC+HT,3,12/26/22,1/4/23,NA,NA,1000,35,27.5,0.07,2.988,-27.35,14.1,98.481,NA,NA,NA,NA,NA,NA,NA,48.34000834,NA,126.846733,9.243048634,1.814336911,NA,NA,91.31214464,NA,135.5970736,NA,1.863272447,NA,NA
159,ely_can23_t4_ch4,Elymus Canadensis,C3,4,EC+HT,4,12/26/22,1/3/23,NA,NA,1000,35,27.5,0.07,2.766,-29.1,16.51,97.453,NA,NA,NA,NA,NA,NA,NA,74.35461353,NA,183.5052003,NA,1.890528183,NA,NA,140.2428195,NA,166.478392,8.976269437,2.351734187,NA,NA
160,ely_can24_t4_ch4,Elymus Canadensis,C3,4,EC+HT,4,12/26/22,1/3/23,NA,NA,1000,35,27.5,0.01,2.767,-27.6,17.46,78.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.30238902,NA,76.19549027,4.223643398,1.539304773,NA,NA
161,poa_pra17_t1_ch4,Poa Pratensis,C3,4,EC+HT,1,12/26/22,1/5/23,NA,NA,1000,35,27.5,0.02,2.847,-27.52,14.72,77.499,NA,NA,NA,NA,NA,NA,NA,76.16369596,NA,88.57636923,NA,2.031081304,NA,NA,99.20449185,NA,110.6740952,NA,2.16766894,NA,NA
162,poa_pra18_t1_ch4,Poa Pratensis,C3,4,EC+HT,1,12/26/22,,NA,NA,1000,35,27.5,0.01,2.794,-26.63,17.48,74.685,NA,NA,NA,NA,NA,NA,NA,36.37382182,NA,86.3183276,NA,1.5544373,NA,NA,99.20449185,NA,110.6740952,NA,2.167668937,NA,NA
163,poa_pra19_t2_ch4,Poa Pratensis,C3,4,EC+HT,2,12/26/22,1/4/23,NA,NA,1000,35,27.5,0.12,2.762,-27.54,8.16,107.943,NA,NA,NA,NA,NA,NA,NA,53.23005762,NA,90.72911939,NA,1.871846221,NA,NA,82.4624951,NA,107.3579339,NA,1.527287646,NA,NA
