"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccH2O_hum","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
51,1679453939,3617,"20230321 21:58:59","21:58:59",5,"pas_smi27_t2_ch5","gibson",1679453936.2,0.000699083743496826,0.699083743496826,-1.88154790200502,420.542700739794,481.502431205518,43.2729852163263,37.7944884439838,0.0413120148408391,3.97747785482657,0.0410751092965937,0.0256931148844888,0,20.3696098574998,19.99663,2.34612342708591,34.8460124221267,0.84370005207628,2.42122410408298,1.50242337500963,-30.82959308821,109.318344158577,5.5401008486223,84.0288519189891,-1.76463655636562,0.626726177825258,-1.88154790200502,423.844223890005,424.55243030303,0.00346268936666335,67.4330556040076,0.699083743496826,9.12781031529721,9.39346179411764,-0.000130914875609646,115.745237683195,10,2,1,0,48475,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453936.2,420.5427,419.9693,9.387927,9.150769,419.3687,9.502442,500.0081,89.77096,0.09979124,20.50643,19.99663,999.9,0,0,10021.202,0,1.05719,0.5734161,424.5281,423.8478,0.2371586,419.9693,9.150769,0.8427632,0.821473,4.448738,4.083851,0,0,0,0,2.7468,0,-21.05743,-2.60562,35.125,40.7996,38.187,39.6498,35.812,0,0,0,1679453960.2,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.566939195121951,-0.158470160278743,0.0914117177980547,0,0.271740902439024,-0.171164738675957,0.0190225623992769,0,0,2,"0/2",2.87806,2.71056,0.0908749,0.0909267,0.0517596,0.0505139,25696.9,22383.5,25285.6,23971.9,40924.4,37651.7,45686.1,42727,1.79193,1.87815,-0.0111386,0,20.1764,999.9,48.199,28.238,20.6594,54.7395,41.3822,1,-0.156819,2.34538,20.2328,5.23571,11.9918,4.9574,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.87175,1.86249,1.86193,1.86844,1.85853,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1144,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,5.6,5.6,1.04248,2.36938,1.44775,2.31323,1.44409,2.40723,33.3784,24.3589,18,417.479,454.322,18.0749,25.4078,29.9997,25.4069,25.3809,20.9136,66.5223,60.7703,18.0763,420,9.20711,96.712,100.484,NA,5
52,1679453944,3622,"20230321 21:59:04","21:59:04",5,"pas_smi27_t2_ch5","gibson",1679453941.5,0.000638924839722577,0.638924839722577,-1.77106142750079,420.554889583878,483.611916167488,43.4624112997203,37.7954491486779,0.0377796762909491,3.97009730229483,0.0375810801109293,0.0235059309339916,0,20.3810214437446,19.9928222222222,2.34557025750953,34.8909918359208,0.844781750996341,2.42120302847518,1.50078850651319,-28.1765854317656,109.900292808913,5.57983461843887,87.3035419955858,-1.62357513325193,0.634377769864539,-1.77106142750079,423.919540171631,424.58923030303,0.00262557870917499,67.4330556040076,0.638924839722577,9.16301198358107,9.40306005882353,0.000199025569939562,115.745237683195,10,2,1,0,48693,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453941.5,420.554888888889,420.036666666667,9.39999666666667,9.15997444444445,419.380444444444,9.51437333333333,500.067,89.7704222222222,0.100008688888889,20.5062888888889,19.9928222222222,999.9,0,0,9995.90888888889,0,1.05719,0.518205666666667,424.545666666667,423.919555555556,0.240023,420.036666666667,9.15997444444445,0.843841888888889,0.822295111111111,4.46700888888889,4.09811111111111,0,0,0,0,2.80982222222222,0,-21.0201666666667,-2.58026666666667,35.125,40.7982222222222,38.125,39.6732222222222,35.812,0,0,0,1679453965,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.529921414634146,0.204551101045298,0.063183458864228,0,0.258275634146341,-0.190288766550522,0.0210921927849123,0,0,2,"0/2",2.87769,2.7101,0.0908812,0.0909242,0.0517952,0.0504495,25696.8,22383.9,25285.7,23972.3,40923.3,37654.9,45686.7,42727.7,1.79185,1.87843,-0.0105798,0,20.1685,999.9,48.102,28.258,20.6417,54.0895,41.9671,1,-0.157068,2.34341,20.2327,5.23466,11.9912,4.9568,3.304,9999,999.9,9999,9999,1.86843,1.86409,1.87174,1.86249,1.86191,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1143,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,5.7,5.7,1.04248,2.3877,1.44897,2.31323,1.44409,2.30103,33.3784,24.3502,18,417.407,454.455,18.0781,25.4008,29.9997,25.4027,25.3767,20.9133,66.5223,60.3867,18.0813,420,9.20711,96.7129,100.485,NA,5
53,1679453949,3627,"20230321 21:59:09","21:59:09",5,"pas_smi27_t2_ch5","gibson",1679453946.2,0.000671284515226829,0.671284515226829,-1.71195995393873,420.618200672254,477.729575419737,42.9330920834311,37.8005484076691,0.0397017106428179,3.97387920173247,0.0394826640650291,0.0246962445657358,0,20.370107011877,19.99436,2.34579364226052,34.9086352565948,0.844964498107648,2.42050281226053,1.50082914415288,-29.6036471215032,108.670983736693,5.51208057672673,84.5794171919162,-1.80277933164287,0.697052181388697,-1.71195995393873,423.945688671133,424.610793939394,-0.00104393015027928,67.4330556040076,0.671284515226829,9.14645240805591,9.39974376470588,8.24382781868798e-05,115.745237683195,10,2,1,0,48596,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453946.2,420.6182,420.0416,9.402177,9.138435,419.4439,9.516531,500.0538,89.76901,0.10001694,20.5016,19.99436,999.9,0,0,10009.055,0,1.05719,0.5765684,424.6105,423.9155,0.2637415,420.0416,9.138435,0.8440243,0.8203485,4.470093,4.064363,0,0,0,0,2.69572,0,-20.84836,-2.56497,35.125,40.75,38.125,39.6498,35.812,0,0,0,1679453969.8,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.547951341463415,0.0236897560975617,0.0558777034514246,1,0.252989487804878,-0.0589543275261324,0.017359623280618,1,2,2,"2/2",2.87803,2.71031,0.0908802,0.0909068,0.0517798,0.0503502,25697.4,22384.7,25286.2,23972.6,40924.6,37659.3,45687.4,42728.2,1.79212,1.87833,-0.00990927,0,20.1616,999.9,47.979,28.258,20.5908,54.1895,41.4423,1,-0.157591,2.3371,20.2328,5.23541,11.9903,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86412,1.87175,1.86249,1.86192,1.86844,1.85853,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1144,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,5.8,5.8,1.04248,2.36206,1.44775,2.31323,1.44409,2.3999,33.3784,24.3589,18,417.528,454.358,18.0824,25.3939,29.9997,25.3985,25.3724,20.9154,66.5223,59.9993,18.0857,420,9.20711,96.7145,100.487,NA,5
54,1679453954,3632,"20230321 21:59:14","21:59:14",5,"pas_smi27_t2_ch5","gibson",1679453951.5,0.000687950366484709,0.687950366484709,-1.89523924606628,420.595111854894,483.188705925041,43.4233246131135,37.7981476984215,0.0406961066655813,3.97546729001991,0.0404660755840144,0.0253118560336764,0,20.3644601931643,19.9876222222222,2.34481501940723,34.8782142931481,0.844101440945492,2.42013949983476,1.50071357846173,-30.3386111619757,109.636963856985,5.55859545705313,84.8569481520621,-1.84351669856717,0.728571262077378,-1.89523924606628,423.873076745454,424.599787878788,0.00077917131656953,67.4330556040076,0.687950366484709,9.12496502841346,9.38545320588235,-2.13659650368034e-05,115.745237683195,10,2,1,0,48598,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453951.5,420.595111111111,420.008,9.39265444444444,9.11698,419.421,9.50711555555556,500.046555555556,89.7683111111111,0.0999413555555556,20.4991666666667,19.9876222222222,999.9,0,0,10014.5888888889,0,1.05719,0.587216111111111,424.583222222222,423.872444444444,0.275674333333333,420.008,9.11698,0.843162777777778,0.818416,4.45550666666667,4.03079444444444,0,0,0,0,2.76286666666667,0,-20.9659333333333,-2.54554444444444,35.125,40.7706666666667,38.125,39.625,35.7982222222222,0,0,0,1679453975.2,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.570418243902439,-0.0322715749128929,0.0548733025200116,1,0.254173414634146,0.11321362369338,0.0184902149507689,0,1,2,"1/2",2.878,2.71032,0.0908842,0.0909194,0.0517197,0.0503338,25697.7,22384.8,25286.6,23973,40927.6,37660.5,45687.7,42728.8,1.79202,1.87818,-0.0105426,0,20.1552,999.9,47.882,28.258,20.547,53.6295,41.9111,1,-0.158206,2.32806,20.2329,5.23586,11.9902,4.95735,3.304,9999,999.9,9999,9999,1.86843,1.86412,1.8717,1.86248,1.86189,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1146,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,5.8,5.9,1.04248,2.38159,1.44897,2.31323,1.44409,2.34253,33.3784,24.3502,18,417.442,454.226,18.0863,25.3875,29.9996,25.3942,25.3676,20.9118,66.2216,59.6174,18.0905,420,9.20711,96.7155,100.488,NA,5
55,1679453959,3637,"20230321 21:59:19","21:59:19",5,"pas_smi27_t2_ch5","gibson",1679453956.2,0.000660212760237692,0.660212760237692,-1.85521112098277,420.619000732227,484.755806600267,43.5643275182613,37.8004423233502,0.0390069912007971,3.96875240465822,0.038795249903668,0.0242659592977794,0,20.3692166252903,19.99088,2.3452881479161,34.8355527018234,0.843044700680855,2.42006982893866,1.50224344723525,-29.1153827264822,108.654883448753,5.51820324821647,85.0577039704868,-1.79797604235333,0.688781467157681,-1.85521112098277,423.907274576312,424.620133333333,0.000460917481335491,67.4330556040076,0.660212760237692,9.12700341844629,9.37811417647058,-0.000152614094249962,115.745237683195,10,2,1,0,48434,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453956.2,420.619,420.0429,9.380859,9.120238,419.4447,9.495454,500.0485,89.76852,0.10008379,20.4987,19.99088,999.9,0,0,9991.503,0,1.05719,0.5758454,424.602,423.9092,0.2606205,420.0429,9.120238,0.8421056,0.8187101,4.437593,4.035907,0,0,0,0,2.82989,0,-21.11773,-2.55712,35.125,40.75,38.125,39.625,35.7934,0,0,0,1679453980,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.562780682926829,0.248698662020907,0.0449673696852691,0,0.256638,0.122005839721254,0.0166533513729585,0,0,2,"0/2",2.87832,2.71008,0.0908875,0.0909263,0.0516857,0.0502796,25697.8,22385.1,25286.8,23973.5,40929.1,37663.2,45687.8,42729.4,1.79228,1.87832,-0.00931323,0,20.1487,999.9,47.76,28.258,20.4946,54.2395,41.4623,1,-0.158646,2.30242,20.2334,5.23601,11.9894,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.87174,1.86248,1.86189,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1146,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,5.9,6,1.04126,2.37427,1.44775,2.31323,1.44409,2.36084,33.3559,24.3502,18,417.548,454.282,18.0905,25.3811,29.9997,25.3899,25.3634,20.9102,65.928,59.2398,18.0999,420,9.20711,96.7158,100.49,NA,5
56,1679453964,3642,"20230321 21:59:24","21:59:24",5,"pas_smi27_t2_ch5","gibson",1679453961.5,0.000682381346843414,0.682381346843414,-1.89879284131502,420.623111862628,484.079624987473,43.5035881130273,37.8008361945932,0.0402865946188144,3.97536512674335,0.0400611501061776,0.025058368747023,0,20.3634916950296,19.9963,2.34607548227501,34.8145606766371,0.84245409900089,2.41983262930051,1.50362138327412,-30.0930173957945,107.333779596316,5.44214800706509,82.6829102075864,-1.94241563453884,0.635201824275337,-1.89879284131502,423.84897758641,424.585581818182,-0.000935212710608255,67.4330556040076,0.682381346843414,9.11467213010391,9.37355023529412,-7.89990407054544e-05,115.745237683195,10,2,1,0,48190,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453961.5,420.623111111111,419.983222222222,9.37428111111111,9.13392777777778,419.448888888889,9.48895,500.039777777778,89.7688,0.0998618222222222,20.4971111111111,19.9963,999.9,0,0,10014.1833333333,0,1.05719,0.639831555555556,424.603444444445,423.854666666667,0.240353,419.983222222222,9.13392777777778,0.841517888888889,0.819941666666667,4.42762444444444,4.05729777777778,0,0,0,0,2.67853333333333,0,-21.0882555555556,-2.57112222222222,35.09,40.75,38.125,39.625,35.7913333333333,0,0,0,1679453984.8,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.588364073170732,0.193626209059234,0.0433012752932178,0,0.261172780487805,-0.0387333031358886,0.0126266073471125,1,1,2,"1/2",2.87808,2.71035,0.0908866,0.0909196,0.0516772,0.0504267,25698.2,22385.2,25287.1,23973.4,40929.9,37657.4,45688.2,42729.5,1.79228,1.87838,-0.00845641,0,20.1427,999.9,47.638,28.258,20.4437,54.8795,41.7067,1,-0.159024,2.28812,20.2334,5.23586,11.9906,4.95725,3.304,9999,999.9,9999,9999,1.86844,1.86412,1.87176,1.86249,1.86191,1.86844,1.85852,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1147,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6,6.1,1.04248,2.37183,1.44897,2.31323,1.44409,2.39624,33.3784,24.3502,18,417.518,454.272,18.0988,25.3741,29.9996,25.3857,25.3585,20.9107,65.928,58.8634,18.1035,420,9.20729,96.7169,100.49,NA,5
57,1679453969,3647,"20230321 21:59:29","21:59:29",5,"pas_smi27_t2_ch5","gibson",1679453966.2,0.000620721733830673,0.620721733830673,-1.49413377359979,420.582700589286,473.928710216369,42.5914244961808,37.7972803723375,0.0366471768381741,3.9622418862142,0.0364599083196642,0.0228041880766821,0,20.3714511041286,19.99238,2.3455060217041,34.8305903350977,0.842648009849745,2.4192757048985,1.50285801185435,-27.3738284619327,107.01980466936,5.44398753848996,85.0899637459172,-1.69083240537123,0.628723434693286,-1.49413377359979,423.930976554789,424.514460606061,-0.00152300804913311,67.4330556040076,0.620721733830673,9.14318375392991,9.37775776470588,3.30363055650823e-05,115.745237683195,10,2,1,0,48578,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453966.2,420.5827,420.0379,9.37642,9.138537,419.4086,9.491067,500.0786,89.7688,0.10004225,20.49338,19.99238,999.9,0,0,9969.128,0,1.05719,0.5447937,424.5637,423.9119,0.2378851,420.0379,9.138537,0.8417103,0.8203553,4.430882,4.064486,0,0,0,0,2.8225,0,-21.26288,-2.57721,35.1061,40.75,38.125,39.625,35.7624,0,0,0,1679453990.2,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.593280390243903,-0.10393256445993,0.0445935177745179,0,0.255502317073171,-0.150596634146342,0.017074204365192,0,0,2,"0/2",2.87828,2.70999,0.0908735,0.0909248,0.0516925,0.0503355,25698.5,22385.4,25287,23973.7,40929.4,37661.3,45688.4,42729.8,1.79263,1.87843,-0.00890344,0,20.1374,999.9,47.54,28.258,20.4018,53.8995,41.7388,1,-0.159405,2.29176,20.2331,5.23541,11.9905,4.95715,3.304,9999,999.9,9999,9999,1.86843,1.86415,1.87174,1.86249,1.86192,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1146,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6.1,6.1,1.04248,2.38892,1.44897,2.31323,1.44409,2.29248,33.3784,24.3502,18,417.679,454.266,18.104,25.3677,29.9997,25.3814,25.3543,20.9087,65.6415,58.8634,18.1057,420,9.20729,96.717,100.491,NA,5
58,1679453974,3652,"20230321 21:59:34","21:59:34",5,"pas_smi27_t2_ch5","gibson",1679453971.5,0.000665434640140257,0.665434640140257,-1.43610225997749,420.478778346071,467.142643826819,41.9819308743692,37.7882671169882,0.0392989759896461,3.96533180339546,0.0390838780021799,0.024446651116503,0,20.3598070570127,19.9918333333333,2.34542661675859,34.8292508285854,0.84246186265622,2.41883429190726,1.50296475410237,-29.3456676301853,106.587818215001,5.41769066373893,82.6598412485545,-1.52896844416619,0.676775078865803,-1.43610225997749,423.881577051418,424.45743030303,-0.00448601748276719,67.4330556040076,0.665434640140257,9.11807635262533,9.36965932352941,2.54953970071181e-05,115.745237683195,10,2,1,0,48365,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453971.5,420.478777777778,420.003444444444,9.37426777777778,9.11817777777778,419.304444444444,9.48893777777778,500.028444444444,89.7695333333333,0.1000845,20.4904222222222,19.9918333333333,999.9,0,0,9979.64888888889,0,1.05719,0.475287555555556,424.457777777778,423.868333333333,0.256091333333333,420.003444444444,9.11817777777778,0.841523444444444,0.818534333333333,4.42772,4.03285333333333,0,0,0,0,2.68465555555556,0,-21.1567777777778,-2.56307777777778,35.076,40.75,38.125,39.625,35.75,0,0,0,1679453995,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.560910146341463,-0.386142564459931,0.0621668827331649,0,0.250944951219512,-0.047878871080139,0.0134805084943378,1,1,2,"1/2",2.87835,2.71004,0.0908681,0.090917,0.0516565,0.0503418,25699.2,22385.8,25287.5,23973.9,40931.8,37661.5,45689.3,42730.3,1.79265,1.8783,-0.00879169,0,20.1319,999.9,47.418,28.258,20.3483,54.6295,41.4103,1,-0.160018,2.27849,20.233,5.23556,11.9915,4.9574,3.304,9999,999.9,9999,9999,1.86841,1.86408,1.87172,1.86249,1.86192,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1147,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6.2,6.2,1.04126,2.3645,1.44775,2.31323,1.44409,2.41089,33.3559,24.3589,18,417.662,454.154,18.1064,25.3608,29.9996,25.3772,25.35,20.9087,65.6415,58.4907,18.1122,420,9.21252,96.7188,100.492,NA,5
59,1679453979,3657,"20230321 21:59:39","21:59:39",5,"pas_smi27_t2_ch5","gibson",1679453976.2,0.000635835010494044,0.635835010494044,-1.97082405180747,420.527800779132,492.49255254242,44.2596564440553,37.7922790742208,0.0375321577879925,3.96670075528218,0.0373359811653961,0.0233525282539366,0,20.3686659824621,19.99075,2.34526926635623,34.801093256301,0.841936991223493,2.41928316740754,1.50333227513274,-28.0403239627873,107.499510985985,5.4621987069096,84.9213857301072,-1.65640287827993,0.651757185738258,-1.97082405180747,423.887861889243,424.547484848485,0.0201862411651435,67.4330556040076,0.635835010494044,9.12644982918057,9.3674414117647,-4.68886060420529e-05,115.745237683195,10,2,1,0,48389,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453976.2,420.5278,419.9998,9.368525,9.121908,419.3535,9.483262,500.0441,89.7687,0.0999817,20.49343,19.99075,999.9,0,0,9984.44,0,1.05719,0.5280518,424.5047,423.8662,0.2466155,419.9998,9.121908,0.8410003,0.8188619,4.418837,4.038547,0,0,0,0,2.72567,0,-21.26394,-2.54608,35.062,40.75,38.125,39.625,35.75,0,0,0,1679453999.8,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.543939365853659,-0.435334034843205,0.0633225373914803,0,0.247327926829268,-0.00103141463414661,0.0116017817289987,1,1,2,"1/2",2.8785,2.71011,0.0908856,0.0909211,0.0516445,0.0503415,25699.1,22386,25287.9,23974.2,40932.5,37661.9,45689.4,42730.6,1.79287,1.87847,-0.00827014,0,20.1262,999.9,47.32,28.268,20.3184,54.7895,41.899,1,-0.160488,2.26079,20.232,5.23586,11.9906,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.87175,1.86249,1.86194,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.174,-0.1148,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6.2,6.3,1.04248,2.38403,1.44775,2.31323,1.44409,2.34009,33.3784,24.3502,18,417.754,454.224,18.1125,25.3544,29.9996,25.3729,25.3457,20.9079,65.3697,58.1205,18.1195,420,9.21533,96.7196,100.493,NA,5
60,1679453984,3662,"20230321 21:59:44","21:59:44",5,"pas_smi27_t2_ch5","gibson",1679453981.5,0.000626279411767672,0.626279411767672,-1.88564738357258,420.58088962574,490.152983317275,44.0491720810357,37.7968524352066,0.0369694992997427,3.98078587917936,0.036779814199059,0.023004345011619,0,20.3686579932057,19.9871333333333,2.3447440250752,34.7926803627539,0.841614205121514,2.41894041030099,1.50312981995369,-27.6189220589544,108.164512672433,5.47637639949459,86.0219670129735,-1.68972347314714,0.596872257874506,-1.88564738357258,423.896522977325,424.604248484848,0.00387259388465082,67.4330556040076,0.626279411767672,9.12816571431058,9.36552144117647,-4.32368565550679e-05,115.745237683195,10,2,1,0,48718,0,0,0,0,1.91,0.5,"0: Broadleaf",2,"True",1679453981.5,420.580888888889,420.031333333333,9.36498222222222,9.13912222222222,419.406777777778,9.47975888888889,500.022,89.7684555555555,0.0997561666666667,20.4911333333333,19.9871333333333,999.9,0,0,10032.8522222222,0,1.05719,0.549560555555556,424.557,423.905666666667,0.225863444444444,420.031333333333,9.13912222222222,0.840680222222222,0.820404666666667,4.41340111111111,4.06534111111111,0,0,0,0,2.66263333333333,0,-20.9649555555556,-2.56874444444444,35.062,40.75,38.125,39.625,35.75,0,0,0,1679454005.2,0,1679453604,"21:53:24",1679453604,1679453600.5,8,0.559,-0.073,1.174,-0.124,420,8,0.84,0.06,0.531937780487805,-0.0799155470383262,0.0528897538380486,1,0.242025048780488,-0.0092022020905916,0.0113836733857625,1,2,2,"2/2",2.87833,2.71057,0.0908955,0.0909322,0.0516447,0.0504326,25699.5,22385.7,25288.5,23974.2,40932.7,37658.4,45689.7,42730.7,1.7928,1.8784,-0.00786036,0,20.122,999.9,47.198,28.258,20.2542,54.2595,41.4864,1,-0.160935,2.245,20.2337,5.23631,11.9912,4.9574,3.304,9999,999.9,9999,9999,1.86843,1.86411,1.87172,1.86249,1.86192,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.175,-0.1148,0.919195167761861,0.000907279173934401,-8.99695527370061e-07,4.44952496222222e-10,-0.0694981465487347,-0.0225371605359267,0.00203451205433426,-1.69783905009899e-05,1,1918,2,28,6.3,6.4,1.04126,2.37549,1.44775,2.31323,1.44409,2.36938,33.3784,24.3589,18,417.686,454.142,18.1199,25.348,29.9997,25.3693,25.3414,20.908,65.3697,57.724,18.1273,420,9.21886,96.7208,100.493,NA,5
