obs,time,elapsed,date,hhmmss,averaging,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv.Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm.,PhiPS2,PS2.1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo.,DarkPulseID,Fmin,Fo.,Fv..Fm.,qP,qN,qP_Fo,qN_Fo,qL,X1.qL,ID,P1_dur,P1_Fmax,T.P1_Fmax,Q.P1_Fmax,P1_PredF,P1_ΔF,P2_dur,P2_ramp,P2_int,P2_int_se,P2_slp,P2_slp_se,P2_R2,P2_dQdt,P3_dur,P3_Fmax,T.P3_Fmax,Q.P3_Fmax,P3_PredF,P3_ΔF,ID.1,Dur,DCo,InitSlope,Fo.1,F1,T.F1,T.HIR,F2,T.F2,DCmax,T.DCmax,PhiPS2_dc,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF.dt,dF_dc.dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
21,1679621385,706.5999999,20230323 20:29:45,20:29:45,5,sor_nut32_t4_ch5,1679621382,0.000190376,0.190375646,-1.9914033,420.6597008,693.2960912,62.2093577,37.74573394,0.011079209,3.967928599,0.011062051,0.006915321,0,27.35937561,27.50137,3.685918542,59.84274047,2.192267254,3.663380448,1.493651288,-8.395565974,-22.41442932,-1.224580277,-32.03457557,-1.960779412,0.203099754,-1.9914033,430.4115604,431.1982667,-0.001473514,67.05863679,0.190375646,24.35359505,24.42470303,-2.57E-05,91.62720189,0,0,1,0,47266,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,1.91,0.5,0: Broadleaf,2,TRUE,1679621382,420.6597,419.9434,24.43186,24.35618,421.4213,24.15095,500.0567,89.62991,0.09994495,27.39659,27.50137,999.9,0,0,10004.122,0,0.30357,0.7162049,431.1945,430.4271,0.07567195,419.9434,24.35618,2.189824,2.183042,18.88806,18.8384,0,0,0,0,2.24081,0,-20.74555,-1.48441,34.281,39.5497,36.5935,38.9434,34.8122,0,0,0,1679621367,0,2.129884615,0.425155558,3.199449568,-20.99672692,15,1679621078,20:24:38,1679621078,1679621078,2,-0.249,-0.03,-0.761,0.284,420,25,0.55,0.2,0.6517731,0.39908409,0.058849782,0,0.062437293,0.079970955,0.012101301,1,1,2,2-Jan,3.10489,2.73541,0.088129,0.0879542,0.109095,0.110217,23506.9,23224.4,26316.3,25791.8,37625.2,35013.2,46046.9,42596.5,1.9225,1.943,0.107102,0,25.7492,999.9,58.6,29.8,27.5349,60.947,22.9567,1,-0.124512,-1.13497,20.2899,5.22373,11.98,4.96565,3.27525,9999,9999,9999,953.6,1.86417,1.86016,1.85833,1.85989,1.85989,1.85823,1.85731,1.8524,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.762,0.2807,-0.506686578,-0.000608172,3.95E-08,-7.65E-11,-0.023570906,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,5.1,5.1,1.12793,2.61719,1.49658,2.40723,1.54907,2.33398,34.1225,24.2101,18,489.088,514.081,27.6852,25.7301,29.9998,25.8532,25.8077,22.6896,13.1838,43.0298,27.6846,420,24.2986,100.604,101.054,NA,5
22,1679621390,711.5999999,20230323 20:29:50,20:29:50,5,sor_nut32_t4_ch5,1679621388,0.000156913,0.156913421,-1.479356556,420.6542228,665.4820144,59.7147121,37.74594244,0.009120981,3.961908478,0.009109331,0.005694378,0,27.36619369,27.50593333,3.686902855,59.83046731,2.191858856,3.663449334,1.495043998,-6.919881851,-23.28653722,-1.274190867,-31.48060994,-1.915229537,0.144647868,-1.479356556,430.4082292,431.1187333,-0.027272029,67.05863679,0.156913421,24.37267062,24.43097758,2.67E-05,91.62720189,0,0,1,0,47316,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,1.91,0.5,0: Broadleaf,2,TRUE,1679621388,420.6542222,419.9457778,24.42685556,24.37294444,421.4158889,24.14607778,499.9504444,89.63141111,0.100108011,27.39691111,27.50593333,999.9,0,0,9983.263333,0,0.30357,0.708384222,431.1865556,430.4367778,0.053901033,419.9457778,24.37294444,2.189414444,2.184582222,18.88505556,18.84967778,0,0,0,0,1.978777778,0,-20.58394444,-1.465055556,34.29822222,39.63877778,36.61755556,39.03444444,34.67322222,0,0,0,1679621372,0,2.094519231,0.17604445,2.641685469,-20.80322692,15,1679621078,20:24:38,1679621078,1679621078,2,-0.249,-0.03,-0.761,0.284,420,25,0.55,0.2,0.67314915,0.483409418,0.064867018,0,0.06236553,0.008407734,0.010524206,1,1,2,2-Jan,3.10479,2.73541,0.0881174,0.0879642,0.109115,0.110253,23507.2,23224.2,26316.2,25791.9,37624.7,35011.8,46047.3,42596.5,1.92248,1.94287,0.10699,0,25.751,999.9,58.7,29.8,27.5828,60.927,23.0329,1,-0.125015,-1.12368,20.2902,5.22433,11.98,4.9659,3.27525,9999,9999,9999,953.6,1.86417,1.86016,1.85833,1.85988,1.85989,1.85822,1.8573,1.85239,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.762,0.2809,-0.506686578,-0.000608172,3.95E-08,-7.65E-11,-0.023570906,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,5.2,5.2,1.12793,2.61719,1.49658,2.40723,1.54907,2.35474,34.0998,24.2101,18,489.048,513.973,27.6852,25.7263,29.9998,25.8499,25.805,22.6882,13.1838,43.4066,27.6791,420,24.2986,100.604,101.054,NA,5
23,1679621395,716.5999999,20230323 20:29:55,20:29:55,5,sor_nut32_t4_ch5,1679621392,0.000133288,0.133287728,-1.650941207,420.6009007,745.4891066,66.89365856,37.74103845,0.007754991,3.968847259,0.007746582,0.004842369,0,27.37235083,27.50048,3.685726595,59.83947386,2.192379946,3.663768754,1.493346649,-5.877988805,-21.84190381,-1.193030432,-28.91292305,-1.507433841,0.125184815,-1.650941207,430.5602478,431.1759333,0.006383218,67.05863679,0.133287728,24.38749531,24.43705576,1.66E-05,91.62720189,0,0,1,0,47543,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,1.91,0.5,0: Broadleaf,2,TRUE,1679621392,420.6009,420.0452,24.43274,24.38609,421.3626,24.15181,500.0237,89.63126,0.09997546,27.3984,27.50048,999.9,0,0,10007.13,0,0.30357,0.5557527,431.1345,430.5444,0.04665986,420.0452,24.38609,2.189938,2.185756,18.88891,18.85828,0,0,0,0,2.02236,0,-20.27631,-1.44454,34.3183,39.6871,36.6623,39.1686,34.8686,0,0,0,1679621377,0,2.084480769,-1.184543588,3.165442736,-20.53554615,15,1679621078,20:24:38,1679621078,1679621078,2,-0.249,-0.03,-0.761,0.284,420,25,0.55,0.2,0.660563439,-0.379391958,0.077511896,0,0.05925839,-0.062800884,0.01227374,1,1,2,2-Jan,3.10485,2.73545,0.0881249,0.0879647,0.10913,0.110268,23507.2,23224.5,26316.4,25792.2,37624.1,35011.6,46047.5,42597,1.92248,1.94292,0.106804,0,25.751,999.9,58.8,29.8,27.6318,60.577,23.0609,1,-0.125102,-1.10898,20.2902,5.22418,11.98,4.966,3.27515,9999,9999,9999,953.6,1.86417,1.86019,1.85835,1.85988,1.85989,1.85822,1.8573,1.8524,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.761,0.281,-0.506686578,-0.000608172,3.95E-08,-7.65E-11,-0.023570906,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,5.3,5.3,1.12793,2.61475,1.49658,2.40723,1.54907,2.35962,34.0998,24.2188,18,489.025,513.985,27.6806,25.7219,29.9998,25.8472,25.8027,22.6872,13.4757,43.791,27.6789,420,24.2983,100.605,101.055,NA,5
24,1679621400,721.5999999,20230323 20:30:00,20:30:00,5,sor_nut32_t4_ch5,1679621398,0.000171326,0.171325527,-1.815129491,420.6486674,697.0263398,62.54454362,37.74502831,0.009965702,3.976567512,0.009951848,0.006221148,0,27.36582299,27.50553333,3.686816565,59.84454598,2.1926742,3.663949928,1.494142366,-7.555455727,-22.78671238,-1.242257182,-31.58442528,-1.840162962,0.169595097,-1.815129491,430.4713032,431.1860909,-0.000854629,67.05863679,0.171325527,24.37048527,24.43445152,-1.85E-05,91.62720189,0,0,1,0,47306,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,1.91,0.5,0: Broadleaf,2,TRUE,1679621398,420.6486667,419.973,24.43621111,24.37301111,421.4103333,24.1552,500.0175556,89.63075556,0.099775489,27.39924444,27.50553333,999.9,0,0,10033.74444,0,0.30357,0.67571,431.1852222,430.4647778,0.063187922,419.973,24.37301111,2.190237778,2.184572222,18.89107778,18.84962222,0,0,0,0,1.9408,0,-20.05277778,-1.4116,34.361,39.74977778,36.715,39.23577778,34.73588889,0,0,0,1679621382,0,2.005268,-0.407592286,3.346330773,-20.279412,15,1679621078,20:24:38,1679621078,1679621078,2,-0.249,-0.03,-0.761,0.284,420,25,0.55,0.2,0.6620667,-0.41157994,0.079152612,0,0.060241175,-0.064995733,0.011912519,1,1,2,2-Jan,3.10482,2.73554,0.0881288,0.0879495,0.109126,0.110262,23507.3,23224.7,26316.7,25792.1,37624.4,35011.7,46047.6,42596.9,1.9227,1.94302,0.107363,0,25.752,999.9,58.8,29.8,27.6278,60.827,23.0569,1,-0.125628,-1.11956,20.2902,5.22388,11.98,4.966,3.27537,9999,9999,9999,953.6,1.86417,1.86018,1.85833,1.85987,1.85989,1.85823,1.8573,1.85241,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.762,0.2809,-0.506686578,-0.000608172,3.95E-08,-7.65E-11,-0.023570906,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,5.4,5.4,1.12915,2.61597,1.49658,2.40723,1.54907,2.39258,34.0998,24.2188,18,489.133,514.028,27.6781,25.7182,29.9997,25.8445,25.8001,22.6897,13.4757,43.791,27.6731,420,24.2983,100.605,101.055,NA,5
25,1679622459,1780.6,20230323 20:47:39,20:47:39,5,sor_nut31_t4_ch5,1679622456,0.001322802,1.322801579,-0.850096746,420.1601823,426.1282106,38.24724649,37.71158458,0.078644265,3.637835894,0.077711816,0.048652741,0,19.64235928,19.98304545,2.344150475,36.11351012,0.843476565,2.335626093,1.500673909,-58.33554964,-11.53381585,-0.637144328,-70.50650982,-0.801606982,1.308042284,-0.850096746,423.7164896,424.1762182,0.000679433,67.04745939,1.322801579,8.698014163,9.405256606,5.15E-05,93.34255044,2,0,1,0,48471,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622456,420.1601818,420.0240909,9.397517273,8.697810909,420.8004545,9.370209091,499.999,89.65516364,0.100092018,19.92423636,19.98304545,999.9,0,0,9989.49,0,0.364284,0.136047227,424.1460909,423.7094545,0.699704909,420.0240909,8.697810909,0.842535909,0.779803818,4.444884545,3.344880909,0,0,0,0,2.085845455,0,-21.55157273,-1.514536364,33.74381818,39.97690909,36.67027273,39.05645455,34.63045455,0,0,0,1679622441,0,2.053488462,-0.144290624,2.012485494,-21.67395385,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.162589998,-0.078135473,0.051393952,1,0.71114865,-0.084452128,0.011269768,1,2,2,2-Feb,3.10107,2.73536,0.0878216,0.0877511,0.0540893,0.0515588,23487.2,23202.4,26288.5,25765.2,39938,37304.9,45999.9,42555.1,1.9121,1.90457,-0.0115111,0,20.1683,999.9,53.2,29.9,25.1342,61.1272,23.746,1,-0.078628,2.77755,20.2732,5.22388,11.98,4.96565,3.27515,9999,9999,9999,953.9,1.86417,1.86017,1.85834,1.85989,1.85989,1.85822,1.8573,1.85238,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0274,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.1,7.1,1.11816,2.62695,1.49658,2.40356,1.54907,2.38403,34.418,24.2101,18,486.77,492.931,17.8589,26.1515,29.9998,26.3095,26.2731,22.4877,58.1032,0,17.873,420,8.731,100.5,100.954,NA,5
26,1679622464,1785.6,20230323 20:47:44,20:47:44,5,sor_nut31_t4_ch5,1679622462,0.001335277,1.33527687,-0.860740366,420.1867783,426.2024805,38.25356018,37.71362426,0.07945299,3.636796644,0.078501122,0.049147773,0,19.64143222,19.98314444,2.344164846,36.15725788,0.844592964,2.335887769,1.499571882,-58.88570998,-11.1954246,-0.618633885,-70.69976846,-0.87897607,1.327931903,-0.860740366,423.7363852,424.2024485,0.000568014,67.04745939,1.33527687,8.699616293,9.413714061,2.10E-05,93.34255044,2,0,1,0,48426,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622462,420.1867778,420.0134444,9.410042222,8.699726667,420.8275556,9.382608889,500.014,89.65443333,0.099995444,19.92604444,19.98314444,999.9,0,0,9985.548889,0,0.364284,0.173411044,424.1784444,423.6994444,0.710316556,420.0134444,8.699726667,0.843651778,0.779968778,4.463791111,3.347876667,0,0,0,0,1.955966667,0,-21.31936667,-1.494077778,33.74955556,40.05555556,36.75,39.17311111,34.701,0,0,0,1679622446,0,2.033857692,-0.512495741,2.660280344,-21.49472308,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.154058828,-0.035374049,0.05771603,1,0.709084375,-0.048899516,0.010186541,1,2,2,2-Feb,3.10107,2.73529,0.0878261,0.0877259,0.0541272,0.0515663,23487.3,23202.9,26288.6,25765.1,39936.4,37304.4,45999.9,42554.9,1.91203,1.90473,-0.0108033,0,20.1682,999.9,53.2,29.9,25.1382,61.1972,23.5897,1,-0.0787627,2.75151,20.2735,5.22358,11.98,4.96575,3.27527,9999,9999,9999,953.9,1.86417,1.86018,1.85834,1.85988,1.85989,1.85822,1.8573,1.85237,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.641,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.2,7.2,1.11816,2.62085,1.49658,2.40234,1.54907,2.34131,34.418,24.2101,18,486.701,493.004,17.8701,26.1471,29.9998,26.3061,26.2704,22.4895,58.1032,0,17.8844,420,8.72365,100.5,100.953,NA,5
27,1679622469,1790.6,20230323 20:47:49,20:47:49,5,sor_nut31_t4_ch5,1679622466,0.001340884,1.340883805,-1.029751427,420.1818006,429.5062216,38.55028221,37.71336986,0.079769658,3.638931202,0.078810792,0.049341935,0,19.64032153,19.9895,2.34508772,36.18087427,0.845140718,2.335876994,1.499947001,-59.13297579,-12.46344621,-0.688320048,-72.28474205,-0.930151676,1.339707511,-1.029751427,423.6417277,424.2012182,0.000292237,67.04745939,1.340883805,8.699566423,9.416750545,8.39E-06,93.34255044,2,0,1,0,48452,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622466,420.1818,419.9835,9.416097,8.699484,420.8223,9.388601,500.0119,89.65494,0.09994659,19.92597,19.9895,999.9,0,0,9993.755,0,0.364284,0.19827892,424.176,423.6694,0.7166118,419.9835,8.699484,0.8441995,0.7799516,4.473056,3.347565,0,0,0,0,2.14137,0,-21.19412,-1.4976,33.7686,40.0809,36.6935,39.2123,34.6372,0,0,0,1679622451,0,2.068753846,0.383035889,2.40029402,-21.34364615,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.171390432,0.05686412,0.063456892,1,0.708208829,0.041396885,0.008974021,1,2,2,2-Feb,3.10104,2.73527,0.0878303,0.0877562,0.0541379,0.0515647,23487.2,23202.3,26288.6,25765.2,39935.9,37304.6,45999.9,42555,1.91227,1.90475,-0.0107661,0,20.1671,999.9,53.2,29.9,25.1354,61.4172,23.742,1,-0.0792988,2.73937,20.2739,5.22373,11.98,4.96575,3.27537,9999,9999,9999,953.9,1.86417,1.86015,1.85834,1.85987,1.85989,1.85823,1.8573,1.85233,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.3,7.2,1.11816,2.62451,1.49658,2.40356,1.54907,2.34985,34.418,24.2101,18,486.823,493.001,17.8828,26.1427,29.9998,26.3034,26.2682,22.4851,58.1032,0,17.8917,420,8.72365,100.5,100.954,NA,5
28,1679622474,1795.6,20230323 20:47:54,20:47:54,5,sor_nut31_t4_ch5,1679622472,0.001344077,1.344077049,-0.868312896,420.2544449,426.3059714,38.26232592,37.71918204,0.079984622,3.640480836,0.07902102,0.049473746,0,19.64226494,19.98714444,2.344745639,36.18007058,0.845253272,2.336239976,1.499492367,-59.27379786,-11.5142487,-0.635628431,-71.42367499,-0.931561702,1.342825235,-0.868312896,423.7588119,424.2359758,-0.00082988,67.04745939,1.344077049,8.699484371,9.418516424,4.73E-06,93.34255044,2,0,1,0,48534,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622472,420.2544444,420.0561111,9.417527778,8.699132222,420.8952222,9.390017778,499.9312222,89.65331111,0.099890789,19.92847778,19.98714444,999.9,0,0,9999.936667,0,0.364284,0.198367556,424.25,423.7421111,0.718394556,420.0561111,8.699132222,0.844312333,0.779906,4.474972222,3.34674,0,0,0,0,2.005788889,0,-20.82714444,-1.481855556,33.79155556,40.16655556,36.88844444,39.27733333,34.37466667,0,0,0,1679622456,0,2.07416,0.821430775,2.410353836,-21.077248,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.168766003,0.215361624,0.062113975,0,0.710679675,0.078120214,0.008036574,1,1,2,2-Jan,3.10098,2.73541,0.0878304,0.0877394,0.054148,0.051561,23487.1,23202.8,26288.6,25765.2,39935.6,37304.6,46000,42555,1.91212,1.90473,-0.0112504,0,20.1658,999.9,53.2,29.9,25.135,61.3072,23.722,1,-0.0793877,2.74552,20.2737,5.22358,11.98,4.96575,3.2752,9999,9999,9999,953.9,1.86417,1.86016,1.85834,1.85985,1.85989,1.85822,1.8573,1.85235,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.3,7.3,1.11816,2.62207,1.49658,2.40356,1.54907,2.40967,34.418,24.2101,18,486.714,492.961,17.8923,26.1377,29.9998,26.3007,26.2654,22.4894,58.1032,0,17.9013,420,8.72368,100.5,100.953,NA,5
29,1679622479,1800.6,20230323 20:47:59,20:47:59,5,sor_nut31_t4_ch5,1679622476,0.001342173,1.342172537,-0.988104356,420.2195006,428.6908031,38.47716841,37.71682615,0.079851055,3.638702114,0.078890184,0.049391732,0,19.64137014,19.99074,2.345267814,36.18857886,0.845390875,2.336070943,1.499876939,-59.18980887,-12.4430446,-0.68724567,-72.32009914,-1.014751353,1.344402807,-0.988104356,423.6526654,424.1987818,-0.001590598,67.04745939,1.342172537,8.699741247,9.417707455,-9.30E-07,93.34255044,2,0,1,0,48511,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622476,420.2195,419.9766,9.418866,8.699714,420.8602,9.391341,499.9914,89.65495,0.1001092,19.92731,19.99074,999.9,0,0,9992.867,0,0.364284,0.2429046,424.2152,423.6623,0.7191515,419.9766,8.699714,0.8444478,0.7799724,4.477261,3.347941,0,0,0,0,2.0917,0,-20.65871,-1.45165,33.7936,40.2309,36.7996,39.375,34.406,0,0,0,1679622461,0,2.09916,-0.186553848,3.264715383,-20.8744,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.19516662,0.309636165,0.064169603,0,0.715848951,0.035698411,0.004007266,1,1,2,2-Jan,3.10109,2.73549,0.087831,0.0877427,0.0541437,0.0515701,23487.3,23202.8,26288.8,25765.3,39936.1,37304.4,46000.4,42555.2,1.9121,1.9045,-0.00987202,0,20.1645,999.9,53.2,29.9,25.1367,61.2872,23.6378,1,-0.0800229,2.73616,20.2739,5.22343,11.98,4.96575,3.27508,9999,9999,9999,953.9,1.86416,1.86012,1.85833,1.85986,1.85989,1.85822,1.8573,1.85233,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.641,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.4,7.4,1.11816,2.62085,1.49658,2.40479,1.54907,2.3999,34.418,24.2101,18,486.673,492.795,17.901,26.1333,29.9997,26.2973,26.2632,22.487,58.1032,0,17.9063,420,8.72369,100.501,100.954,NA,5
30,1679622484,1805.6,20230323 20:48:04,20:48:04,5,sor_nut31_t4_ch5,1679622482,0.001341607,1.341607097,-0.861974079,420.1928894,426.1560961,38.2499565,37.71472446,0.079770323,3.640837317,0.078811937,0.049342608,0,19.64218398,19.99546667,2.345954413,36.17979063,0.845213564,2.336148301,1.500740849,-59.16487299,-13.27321581,-0.732686921,-73.17077572,-0.89488016,1.340299615,-0.861974079,423.7205531,424.1889394,0.000233629,67.04745939,1.341607097,8.699648082,9.417289394,-2.11E-06,93.34255044,2,0,1,0,48456,-,-,0,0,0,0,-,-,0,0,0,0.5,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0,0,0,2.7,0.5,0: Broadleaf,2,TRUE,1679622482,420.1928889,420.0137778,9.416818889,8.699891111,420.8334444,9.389317778,500.0128889,89.65575556,0.099986178,19.92784444,19.99546667,999.9,0,0,10001.04444,0,0.376427,0.179172,424.1874444,423.6998889,0.716929778,420.0137778,8.699891111,0.844272111,0.779995333,4.474292222,3.348356667,0,0,0,0,2.013444444,0,-20.26601111,-1.432422222,33.81244444,40.27755556,36.76377778,39.43033333,34.26366667,0,0,0,1679622466,0,2.044816,-0.375307691,3.842846133,-20.5634,15,1679622035,20:40:34,1679622034,1679622035,3,0.121,0.014,-0.64,0.014,420,8,0.5,0.1,0.204387371,-0.031829653,0.052515501,1,0.717684927,0.00411324,0.001491035,1,2,2,2-Feb,3.10111,2.73543,0.0878292,0.0877358,0.0541437,0.0515711,23487.8,23203.3,26289.3,25765.7,39936.6,37304.6,46001,42555.4,1.91225,1.90465,-0.0106916,0,20.1631,999.9,53.2,29.9,25.1365,61.3572,23.5938,1,-0.0803277,2.74431,20.2738,5.22343,11.98,4.96575,3.2751,9999,9999,9999,953.9,1.86415,1.86012,1.85834,1.85987,1.85989,1.85823,1.8573,1.8523,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,-0.64,0.0275,-0.385886655,-0.000608172,3.95E-08,-7.65E-11,-0.009870361,-0.002774667,0.000771921,-5.59E-06,2,1990,1,24,7.5,7.5,1.11816,2.62329,1.49658,2.40356,1.54907,2.3877,34.418,24.2101,18,486.737,492.873,17.9075,26.1294,29.9997,26.2946,26.261,22.4868,58.1032,0,17.9101,420,8.72369,100.503,100.955,NA,5
