"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
44,1677880028,1394.90000009537,"20230303 15:47:08","15:47:08",5,"pas_smi21_t3_ch4","gibson",1677880025.5,0.00311879405340873,3.11879405340873,-1.28503256913013,419.634445075885,419.182419492866,37.3777375794237,37.418043882445,0.0823099241136762,3.78470693945828,0.0813282375650732,0.0509173734683855,0,35.1298785942176,35.3158666666667,5.74792486666931,42.1994567709609,2.48636778837711,5.89194264246566,3.2615570782922,-137.538817755325,91.539648035991,5.67836910200739,-40.3208006173266,-1.28503256913013,3.11879405340873,-1.33475202115056,431.091914882344,431.676575757576,0.00270835460374691,67.4206641049835,3.08365662841993,26.5631308917749,27.8708436363636,-0.000238697258297246,111.33,2,0,1,0,45140,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880025.5,419.634444444444,419.644777777778,27.8840222222222,26.5632888888889,419.051444444444,27.5342,500.433222222222,89.0674111111111,0.100778777777778,35.7645,35.3158666666667,999.9,0,0,9828.26444444444,0,0.222567,-0.0105794241111111,431.671,431.096333333333,1.32070888888889,419.644777777778,26.5632888888889,2.48355777777778,2.36592444444444,20.9191333333333,20.1324,0,0,0,0,1.88888888888889,0,-19.5444444444444,-3.71111111111111,36.687,41.576,39.187,40.576,38.187,0,0,0,1677880030.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.028339389175,-0.0272607191482176,0.0479828952724624,1,1.30473525,0.146244990619134,0.015036043859257,0,1,2,"1/2",2.84407,2.70903,0.0894369,0.0894688,0.11171,0.107871,25846.1,22235.1,25407.8,23789.3,38557.5,35124.4,45983.2,42434.7,1.7437,1.845,0.287779,0,30.754,999.9,53.009,30.968,26.8007,56.6381,42.2556,1,0.171192,9.28105,19.9377,5.24095,11.998,4.9578,3.304,9999,9999,9999,999.9,1.86841,1.86402,1.87165,1.86249,1.86189,1.86833,1.85846,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3489,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.4,40671.4,1.05835,2.3938,1.44775,2.30591,1.44409,2.30469,36.8129,23.9562,18,417.072,464.776,42.0133,29.3734,30.013,29.1887,29.1741,21.2442,0,100,35.4393,419.656,27.6294,97.2834,99.7682,NA,4
45,1677880033,1399.90000009537,"20230303 15:47:13","15:47:13",5,"pas_smi21_t3_ch4","gibson",1677880030.2,0.00293629725935657,2.93629725935657,-1.33951536827037,419.694300646881,421.884303831342,37.618470454126,37.4231928167717,0.0766742331792392,3.8072376388572,0.0758266093818144,0.0474670055626981,0,35.212097652383,35.39396,5.77277178967013,41.9886083679896,2.47963718357831,5.9054998009143,3.29313460609182,-129.490709137625,84.6228594042252,5.2212838001787,-39.6465659332207,-1.33951536827037,2.93629725935657,-1.51721374271834,431.080144642863,431.747121212121,0.00261343755158416,67.4206641049835,2.35717031484664,26.5648668831169,27.7529,-0.0245409523809553,111.33,2,0,1,0,45557,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880030.2,419.6943,419.6476,27.80868,26.56473,419.1113,27.46212,500.271,89.06787,0.09987128,35.80624,35.39396,999.9,0,0,9908.876,0,0.222567,0.046832279,431.6993,431.0996,1.243953,419.6476,26.56473,2.47686,2.366064,20.87525,20.13337,0,0,0,0,0.21,0,-16.74,-2.91,36.6996,41.5746,39.187,40.5746,38.187,0,0,0,1677880035.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.011895753175,0.151148921212008,0.0553664806376945,0,1.29915725,-0.104190281425893,0.0273309275352576,0,0,2,"0/2",2.84349,2.70968,0.0894562,0.0894805,0.111388,0.107873,25843.7,22233.5,25406.1,23787.9,38569,35122.5,45980.1,42432.5,1.74297,1.84512,0.278391,0,30.8584,999.9,53.009,30.968,26.7999,57.0381,43.117,1,0.175516,9.28105,19.9497,5.24005,11.998,4.95775,3.304,9999,9999,9999,999.9,1.8684,1.86402,1.87164,1.86249,1.86189,1.86835,1.85847,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3437,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.5,40671.5,1.05835,2.36938,1.44775,2.30591,1.44409,2.44263,36.8129,23.9737,18,416.664,464.855,39.3101,29.3785,30.0069,29.1887,29.1741,21.2418,0,100,35.0408,419.656,27.6294,97.2767,99.7629,NA,4
46,1677880038,1404.90000009537,"20230303 15:47:18","15:47:18",5,"pas_smi21_t3_ch4","gibson",1677880035.5,0.00266163825752039,2.66163825752039,-1.32664253870164,419.774778412207,424.480193300241,37.8497644792962,37.4301952082195,0.0696561805220924,3.82332457368068,0.0689587731456226,0.0431613104536848,0,35.1912775287769,35.3294555555556,5.75224174713007,41.9941912833463,2.46926820259764,5.88002322972911,3.28297354453243,-117.378247156649,82.0942400272369,5.04044835633366,-30.2435587730785,-1.32664253870164,2.66163825752039,-1.15651358209703,431.169966948765,431.700242424242,-0.00269438668087422,67.4206641049835,2.24508909229233,26.5646914805195,27.6575545454545,-0.0183550735930739,111.33,3,1,1,0,45738,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880035.5,419.774777777778,419.683555555556,27.6925222222222,26.5648777777778,419.191777777778,27.3509444444444,500.307444444444,89.0673333333333,0.0999943222222222,35.7277333333333,35.3294555555556,999.9,0,0,9966.66444444444,0,0.222567,0.0911933222222222,431.730444444444,431.136666666667,1.12765222222222,419.683555555556,26.5648777777778,2.46649666666667,2.36606222222222,20.8070777777778,20.1333555555556,0,0,0,0,2.82222222222222,0,-20.1111111111111,-2.92222222222222,36.715,41.562,39.187,40.597,38.201,0,0,0,1677880040.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.004089359325,0.528474832356473,0.064720742783284,0,1.263208,-0.638933133208254,0.0711296694846813,0,0,2,"0/2",2.84373,2.70999,0.089445,0.0894629,0.111137,0.107873,25843.1,22232.9,25405.2,23786.9,38579,35121,45978.8,42430.7,1.7427,1.84553,0.266656,0,30.9578,999.9,53.009,30.978,26.8154,57.0181,43.2332,1,0.175737,9.28105,19.9592,5.24065,11.998,4.95775,3.304,9999,9999,9999,999.9,1.86841,1.86405,1.87169,1.86249,1.86191,1.86833,1.85846,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3398,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.6,40671.6,1.05957,2.39868,1.44897,2.30591,1.44409,2.30591,36.8129,23.9737,18,416.51,465.11,37.3167,29.3835,30.0026,29.1887,29.1741,21.2442,0,100,34.6997,419.656,27.6294,97.2739,99.7587,NA,4
47,1677880043,1409.90000009537,"20230303 15:47:23","15:47:23",5,"pas_smi21_t3_ch4","gibson",1677880040.2,0.00247928139839083,2.47928139839083,-1.11572626391943,419.658500530876,421.460010000899,37.5799998883058,37.4193660818337,0.065397766112481,3.83155997129772,0.0647839264378989,0.0405446247344532,0,35.1067560688935,35.22249,5.71833728999335,42.1619385645569,2.46248502939378,5.84054033858834,3.25585226059958,-109.336309669035,79.1131187584936,4.84157252411258,-25.3816183864292,-1.11572626391943,2.47928139839083,-1.18970201562663,431.052588623511,431.60853939394,-0.00500578674823721,67.4206641049835,2.1271695835153,26.5663352727273,27.5824357575757,-0.0148660519480531,111.33,3,1,1,0,45833,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880040.2,419.6585,419.6257,27.61679,26.56631,419.0755,27.27847,500.3017,89.06634,0.09988929,35.60548,35.22249,999.9,0,0,9996.373,0,0.222567,0.032733129,431.5772,431.0778,1.05046,419.6257,26.56631,2.459725,2.366166,20.76243,20.13405,0,0,0,0,2.23,0,-18.28,-3.11,36.75,41.562,39.187,40.5809,38.25,0,0,0,1677880045.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.031488801825,0.36987535363227,0.0614568873273866,0,1.20167375,-1.05336911819888,0.102944471772104,0,0,2,"0/2",2.84377,2.7102,0.0894427,0.0894753,0.110934,0.10788,25843.6,22232.4,25405.6,23786.6,38588.6,35120.5,45979.6,42430.4,1.74227,1.84522,0.254288,0,31.0436,999.9,53.009,30.978,26.8172,56.9381,42.4319,1,0.174779,9.28105,19.9676,5.24065,11.998,4.9576,3.304,9999,9999,9999,999.9,1.86839,1.86403,1.87168,1.86249,1.86191,1.86834,1.85848,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3366,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.7,40671.6,1.05835,2.37549,1.44775,2.30591,1.44409,2.55493,36.8129,23.9824,18,416.271,464.919,35.6371,29.3898,30.0004,29.1887,29.1741,21.2432,0,100,34.4667,419.656,27.6294,97.2754,99.7579,NA,4
48,1677880048,1414.90000009537,"20230303 15:47:28","15:47:28",5,"pas_smi21_t3_ch4","gibson",1677880045.5,0.00230031000371553,2.30031000371553,-1.11411883927362,419.704778309201,423.49054064371,37.7605431380158,37.4229855582757,0.0614571243137614,3.83218252751137,0.0609147878394894,0.0381200701167588,0,34.9807838947079,35.0677,5.66958163343483,42.426417604306,2.45588506503632,5.78857514660173,3.21369656839851,-101.443671163855,77.6359235332457,4.74308365569471,-19.0646639749146,-1.11411883927362,2.30031000371553,-0.624486092434857,431.107741917859,431.512993939394,-0.0268756361434095,67.4206641049835,2.00618360234674,26.5684780865801,27.5179993939394,-0.0128728917748947,111.33,3,1,1,0,45709,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880045.5,419.704777777778,419.64,27.5431444444444,26.5684555555556,419.121777777778,27.208,500.319222222222,89.0650777777778,0.0999436666666667,35.4434777777778,35.0677,999.9,0,0,9998.75333333333,0,0.222567,0.0646091,431.592222222222,431.093555555556,0.974693888888889,419.64,26.5684555555556,2.45313,2.36632222222222,20.7188444444444,20.1351111111111,0,0,0,0,-0.577777777777778,0,-13.3222222222222,-2.83333333333333,36.743,41.562,39.187,40.604,38.25,0,0,0,1677880050.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.05320205125,0.0440225278424015,0.045443146752753,1,1.1186446,-1.09368853283302,0.10583650018042,0,1,2,"1/2",2.84336,2.71007,0.0894311,0.0894645,0.110753,0.107877,25844.9,22232.8,25406.6,23786.9,38597.6,35120.8,45980.9,42430.7,1.74273,1.84498,0.238158,0,31.1156,999.9,53.009,30.978,26.8166,57.4281,43.6258,1,0.173793,9.28105,19.9746,5.24005,11.998,4.9573,3.304,9999,9999,9999,999.9,1.86841,1.86402,1.87171,1.86249,1.86191,1.86832,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.3337,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40671.8,40671.7,1.05957,2.37671,1.44775,2.30591,1.44409,2.43164,36.8129,23.9912,18,416.524,464.763,34.1912,29.3981,29.9996,29.1887,29.1746,21.2432,0,100,34.3713,419.656,27.6294,97.2786,99.7586,NA,4
49,1677880782,2148.90000009537,"20230303 15:59:42","15:59:42",5,"pas_smi20_t2_ch4","gibson",1677880779,-0.000888945019353089,-0.888945019353089,-0.595307310694836,420.066636640575,390.565106213948,34.8215043561772,37.4517640847612,-0.0514956866589518,3.8332936417223,-0.0518831344984998,-0.0323919072009353,0,28.566714887618,28.1092363636364,3.81907285257115,60.3988501239894,2.34429736871696,3.8813609264158,1.47477548385418,39.2024753534712,57.4572626500704,3.2753501985781,99.9350882021198,-0.595307310694836,-0.888945019353089,-0.341421764281898,431.127115527247,431.377151515152,-0.0203044527102216,67.4202576420555,-1.19731978142968,26.6713162058526,26.2615593939394,-0.0124341854111376,111.27397353539,6,1,1,0,46844,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880779,420.066636363636,419.644545454545,26.2941181818182,26.6712636363636,419.483454545455,26.0121636363636,500.322818181818,89.0567181818182,0.1000032,28.3872636363636,28.1092363636364,999.9,0,0,10003.6881818182,0,0.226993272727273,0.422177545454545,431.410181818182,431.143727272727,-0.377147090909091,419.644545454545,26.6712636363636,2.34166818181818,2.37525454545455,19.9659363636364,20.1960545454545,0,0,0,0,0.227272727272727,0,-13.7727272727273,-2.6,37.2099090909091,41.875,39.625,40.9484545454546,38.4770909090909,0,0,0,1677880784.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.360973475,0.266152356472795,0.0495063532215752,0,-0.28392395,-0.666723106941839,0.0641452361640948,0,0,2,"0/2",2.83778,2.71017,0.0894027,0.0893737,0.107196,0.108064,25806.4,22215.2,25371.2,23768.5,38708.5,35088.9,45925.8,42401.9,1.732,1.84005,-0.0778139,0,29.2825,999.9,53.058,31.048,26.9518,56.6282,43.4535,1,0.21124,9.28105,20.0151,5.23945,11.998,4.95735,3.30398,9999,9999,9999,999.9,1.86842,1.86404,1.87165,1.86249,1.86193,1.86837,1.85851,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2803,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40684,40683.9,1.06079,2.40112,1.44775,2.30591,1.44409,2.27539,36.9317,24.0087,18,412.878,464.659,20.7071,30.0803,30.0007,29.5442,29.5545,21.2714,1.60819,100,20.552,419.656,26.1452,97.1553,99.6877,NA,4
50,1677880787,2153.90000009537,"20230303 15:59:47","15:59:47",5,"pas_smi20_t2_ch4","gibson",1677880784.5,-0.00104605742224002,-1.04605742224002,-0.53494197843678,420.092555805664,395.409242589816,35.2539164501382,37.4546324883488,-0.0618439598508978,3.823846657469,-0.0624050835442847,-0.0389523409827453,0,28.4205146498064,27.9382666666667,3.781204074968,60.8647739682736,2.33798952598237,3.84128515321698,1.44321454898564,46.1311323207848,55.7776486945486,3.18191695203531,105.090697967369,-0.53494197843678,-1.04605742224002,-0.492344953048384,431.158625219138,431.384909090909,-0.00122828475997741,67.4202576420555,-1.34199436632301,26.6675850491701,26.1977127272727,-0.012591390798825,111.27397353539,7,1,1,0,46769,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880784.5,420.092555555556,419.668,26.2229777777778,26.6668111111111,419.509444444445,25.9440333333333,500.324333333333,89.0580111111111,0.100037444444444,28.2088333333333,27.9382666666667,999.9,0,0,9969.58333333333,0,0.228440555555556,0.424594555555556,431.405333333333,431.165777777778,-0.443842222222222,419.668,26.6668111111111,2.33536666666667,2.37489555555556,19.9224111111111,20.1935888888889,0,0,0,0,3.95555555555556,0,-17.0888888888889,-2.64444444444444,37.187,41.875,39.625,40.951,38.437,0,0,0,1677880789.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.383512975,0.325825969981237,0.0520298477599577,0,-0.341291925,-0.694427560975609,0.0668407788170468,0,0,2,"0/2",2.83788,2.71006,0.089407,0.0893871,0.107016,0.108017,25805.6,22214.5,25370.6,23768.2,38715.7,35090.2,45924.9,42401.3,1.73188,1.84007,-0.0803359,0,29.1685,999.9,53.058,31.038,26.9389,56.8482,42.3878,1,0.211865,9.28105,20.0154,5.2393,11.998,4.95735,3.304,9999,9999,9999,999.9,1.86843,1.86407,1.87165,1.86249,1.86194,1.86836,1.85851,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.584,0.2776,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40684.1,40684,1.05957,2.36084,1.44775,2.30591,1.44409,2.48413,36.9317,24.0175,18,412.842,464.721,20.5712,30.0881,30.0007,29.5492,29.5603,21.2669,4.7281,100,20.5195,419.656,25.8136,97.1533,99.6862,NA,4
51,1677880792,2158.90000009537,"20230303 15:59:52","15:59:52",5,"pas_smi20_t2_ch4","gibson",1677880789.2,-0.00107445451972787,-1.07445451972787,-0.519557694237863,420.160200241985,396.660062143598,35.3646863635779,37.4598683409592,-0.0647252979689648,3.82602667722045,-0.0653398527384803,-0.0407817095196726,0,28.2683390276716,27.7899,3.74860766419469,61.2829667448151,2.3325149425258,3.80613907325748,1.4160927216689,47.3834443199989,53.8588333705476,3.066022708448,104.308300398995,-0.519557694237863,-1.07445451972787,-0.523488619996432,431.231170828258,431.444581818182,0.00436722051560291,67.4202576420555,-1.39029675078355,26.6145903185224,26.1300563636364,-0.0133303740280889,111.27397353539,7,1,1,0,46911,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880789.2,420.1602,419.7371,26.16213,26.61806,419.5769,25.88573,500.3029,89.05615,0.10000596,28.05101,27.7899,999.9,0,0,9977.625,0,0.222567,0.422992,431.4477,431.2153,-0.4559463,419.7371,26.61806,2.329897,2.370502,19.88461,20.16366,0,0,0,0,1.11,0,-13.31,-3,37.187,41.875,39.625,40.937,38.4246,0,0,0,1677880794.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.393766125,0.37028705065666,0.053076012399759,0,-0.39255335,-0.606752735459662,0.0595848833507921,0,0,2,"0/2",2.83748,2.71016,0.0894182,0.0893914,0.106819,0.10769,25804.9,22213.8,25370.3,23767.5,38723.8,35102.2,45924.3,42400.3,1.7315,1.83955,-0.0827685,0,29.054,999.9,53.058,31.038,26.935,56.7682,43.3854,1,0.212597,9.28105,20.0153,5.23885,11.998,4.9573,3.30395,9999,9999,9999,999.9,1.86839,1.86407,1.87168,1.86249,1.86193,1.86839,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.584,0.2747,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40684.2,40684.1,1.06079,2.39746,1.44775,2.30591,1.44409,2.3291,36.9556,24.0087,18,412.662,464.426,20.4375,30.0946,30.0007,29.5536,29.5653,21.2617,8.74688,100,20.5045,419.656,25.3962,97.152,99.6836,NA,4
52,1677880797,2163.90000009537,"20230303 15:59:57","15:59:57",5,"pas_smi20_t2_ch4","gibson",1677880794.5,-0.00073065985746777,-0.73065985746777,-0.650654326204357,420.213222523926,386.81748389252,34.487171009025,37.4646076480421,-0.0450453458315994,3.83503313977135,-0.0453413724795559,-0.0283116000847005,0,28.0339856723665,27.6242222222222,3.71249798881488,61.6588768677484,2.32441961738989,3.76980531509764,1.38807837142499,32.2220997143287,54.2293573593311,3.07479937373903,89.5262564473988,-0.650654326204357,-0.73065985746777,-0.518388783548904,431.195826378742,431.437175757576,-0.00194539042590162,67.4202576420555,-1.19658531262682,26.3720921349334,26.0283606060606,-0.0207380704801534,111.27397353539,7,1,1,0,46967,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880794.5,420.213222222222,419.795888888889,26.0713222222222,26.3814222222222,419.63,25.7987444444444,500.261555555556,89.0563333333333,0.0998512888888889,27.8865111111111,27.6242222222222,999.9,0,0,10009.9888888889,0,0.222567,0.417266888888889,431.462,431.171111111111,-0.310100888888889,419.795888888889,26.3814222222222,2.32181666666667,2.34943333333333,19.8285444444444,20.0193111111111,0,0,0,0,1.01111111111111,0,-14.5666666666667,-2.18888888888889,37.187,41.875,39.625,40.937,38.4094444444444,0,0,0,1677880799.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.4211457,0.00348553846153837,0.0228560983232047,1,-0.4057844,-0.0034189868667901,0.0522441726902628,1,2,2,"2/2",2.83767,2.71027,0.0894164,0.089393,0.106526,0.106719,25804.3,22213.3,25369.7,23767.2,38736.1,35140,45923.8,42399.8,1.73153,1.83843,-0.0854656,0,28.9389,999.9,53.083,31.038,26.9471,56.7482,43.0689,1,0.213166,9.28105,20.0153,5.2393,11.998,4.9575,3.30398,9999,9999,9999,999.9,1.8684,1.86407,1.87165,1.86249,1.86196,1.86837,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2703,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40684.2,40684.2,1.05957,2.40112,1.44775,2.30591,1.44409,2.25342,36.9317,24.0087,18,412.703,463.75,20.3054,30.1011,30.0007,29.5579,29.5704,21.2568,13.0031,100,20.5613,419.656,24.9245,97.1505,99.6823,NA,4
53,1677880802,2168.90000009537,"20230303 16:00:02","16:00:02",5,"pas_smi20_t2_ch4","gibson",1677880799.2,-6.57795090545955e-05,-0.0657795090545955,-0.760871196499864,420.209200351248,119.814134619585,10.6820721637169,37.4639020367808,-0.00414511119904742,3.83281447468439,-0.00414760329050884,-0.00259202803324874,0,27.7504851067375,27.47505,3.68024578072904,61.9146513354518,2.31380534132964,3.73708854273201,1.36644043939941,2.90087634930766,54.1692850213999,3.06859852336718,60.1387598940747,-0.760871196499864,-0.0657795090545955,-0.537667128447552,431.096470057259,431.348381818182,-0.00236993514480841,67.4202576420555,-0.681583237460379,25.9362428644243,25.8825872727273,-0.0297619778463616,111.27397353539,6,1,1,0,47213,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1677880799.2,420.2092,419.8656,25.95251,25.98043,419.6257,25.68495,500.2785,89.0553,0.10005882,27.7372,27.47505,999.9,0,0,10002.124,0,0.222567,0.3432832,431.405,431.0651,-0.0279146,419.8656,25.98043,2.311211,2.313696,19.75472,19.77182,0,0,0,0,0.38,0,-16.75,-3.07,37.187,41.875,39.625,40.937,38.375,0,0,0,1677880804.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.401324525,-0.289994870544091,0.039990002323698,0,-0.310800425,1.66556218986867,0.184010224624667,0,0,2,"0/2",2.83769,2.71033,0.0894096,0.0893923,0.106107,0.105285,25803.6,22213.3,25368.9,23767.2,38753.4,35196.3,45922.5,42399.7,1.7319,1.83725,-0.0875592,0,28.8304,999.9,53.083,31.038,26.9497,55.5282,42.5401,1,0.213791,6.42375,20.0213,5.23885,11.998,4.95735,3.30395,9999,9999,9999,999.9,1.86839,1.86403,1.87164,1.86249,1.86194,1.86842,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.583,0.2639,0.250823915326127,0.0012351666142952,-1.27879068999008e-06,5.31614710521532e-10,-0.14422439741913,-0.0291841919520245,0.0024389889052535,-2.64182996948647e-05,1,2148,1,26,40684.3,40684.3,1.05957,2.36572,1.44775,2.30591,1.44409,2.45605,36.9317,24.0525,18,412.93,463.039,20.1869,30.1072,30.0007,29.5604,29.5751,21.248,17.5403,100,29.9477,419.656,24.1762,97.1477,99.6822,NA,4
