obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
442,1679431566,9901.5,20230321 15:46:06,15:46:06,5,pas_smi26_t1_ch5,gibson,1679431559,0.001809795,1.809794772,14.89703777,895.6594738,645.8409212,57.89550476,80.290139,0.105746038,3.740061126,0.104112695,0.065215082,321.5187337,28.25021806,27.47742963,3.68075835,60.30720398,2.173361588,3.603817528,1.507396762,-79.81194945,-72.68538628,-4.206622758,164.8147752,66.7164067,1.825603098,14.89703777,964.5995209,941.2373152,3.278479914,67.71947735,1.809794772,23.40065806,24.26191882,1.83E-05,134.5106282,3,1,1,0,47530,2000.012963,1681.211233,0.840600168,0.160758325,2.44,0.5,0: Broadleaf,2,TRUE,1679431559,895.6594815,929.0028519,24.24447037,23.37549259,895.1282593,23.99212963,500.1825556,89.54366296,0.099936359,27.11694815,27.47742963,999.9,0,0,9999.999259,0,8.524018889,-33.34335556,917.913963,951.238963,0.868984111,929.0028519,23.37549259,2.170938519,2.093127407,18.74945926,18.16697037,2000.012963,0.979992778,0.020007178,0,2.482362963,0,5171.308148,16705.48889,43.75,45.55511111,44.812,43.75,43.26377778,1960.001481,40.01148148,0,1679431586,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-33.42540976,3.323272474,0.563308673,0,0.889938878,-0.326475554,0.033007743,0,0,2,0/2,2.86802,2.71065,0.156651,0.160093,0.102669,0.0999785,23872.2,20634.8,25324.5,23920.9,38772.8,35612.8,45771.9,42641.5,1.79067,1.88183,0.136461,0,25.2619,999.9,59.138,29.447,27.2547,54.2554,44.2268,1,-0.0752287,0.148614,20.2301,5.23212,11.9863,4.95665,3.304,9999,999.9,9999,9999,1.86846,1.86417,1.8718,1.86252,1.86202,1.86844,1.85854,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.541,0.2532,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,254.6,254.6,2.04102,2.34131,1.44775,2.31079,1.44409,2.49634,34.7608,24.3327,18,424.736,465.886,25.0162,26.5237,29.9996,26.5054,26.4804,40.9283,31.3251,100,25.0214,971.597,23.4521,96.882,100.278,NA,5
443,1679431571,9906.5,20230321 15:46:11,15:46:11,5,pas_smi26_t1_ch5,gibson,1679431563,0.001907727,1.907726738,15.36713688,911.1178135,665.5712813,59.66372346,81.67522066,0.111490031,3.740961144,0.109676497,0.068708292,321.5183717,28.23030837,27.48595,3.682594137,60.33036807,2.174272256,3.603943297,1.508321881,-84.13074913,-74.30134625,-4.299306726,158.7869696,66.53146884,1.801517956,15.36713688,982.5063034,958.2667939,3.41091238,67.71947735,1.907726738,23.41893588,24.27848559,0.005024405,134.5106282,3,1,1,0,47027,2000.010714,1681.209343,0.840600168,0.160758325,2.44,0.5,0: Broadleaf,2,TRUE,1679431563,911.1178214,944.3731786,24.254825,23.39734286,910.58075,24.00202857,500.1954643,89.54285,0.100025432,27.11754286,27.48595,999.9,0,0,10003.44464,0,8.517571786,-33.25537143,933.7664286,966.99875,0.857483357,944.3731786,23.39734286,2.171845714,2.095064286,18.75613571,18.18170714,2000.010714,0.979992714,0.020007229,0,2.571971429,0,5174.117857,16705.46429,43.75,45.5465,44.80757143,43.7455,43.26771429,1959.999286,40.01142857,0,1679431592,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-33.40115854,1.959836237,0.562649237,0,0.867378463,-0.197492969,0.023916197,0,0,2,0/2,2.8686,2.71023,0.158463,0.161824,0.102712,0.0999733,23821.2,20592.6,25324.7,23921.2,38771.8,35613.5,45772.9,42641.9,1.79112,1.8819,0.136051,0,25.2586,999.9,59.138,29.447,27.2566,54.2054,43.5096,1,-0.075752,0.183148,20.2297,5.23182,11.9861,4.95635,3.30393,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86251,1.862,1.86843,1.85854,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.547,0.2538,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,254.7,254.7,2.06787,2.3645,1.44897,2.30957,1.44409,2.25708,34.7608,24.3239,18,424.948,465.886,25.0289,26.5181,29.9996,26.4999,26.4748,41.5297,31.3251,100,25.0269,991.778,23.4489,96.8836,100.279,NA,5
444,1679431576,9911.5,20230321 15:46:16,15:46:16,5,pas_smi26_t1_ch5,gibson,1679431569,0.00182955,1.829549536,15.53625312,928.3378438,670.3544201,60.09216297,83.21841004,0.106855151,3.743108423,0.105188992,0.065890654,321.5215333,28.24708371,27.4910037,3.683683379,60.3598614,2.175489986,3.60419977,1.508193393,-80.68313453,-75.11910352,-4.344267219,161.3750281,66.76869933,1.791694647,15.53625312,999.1379076,975.0536364,3.36164319,67.71947735,1.829549536,23.41647498,24.27821059,0.000938383,134.5106282,3,1,1,0,47212,2000.03037,1681.225867,0.840600169,0.160758326,2.44,0.5,0: Broadleaf,2,TRUE,1679431569,928.3378519,961.718963,24.26854444,23.41576667,927.7942593,24.01514815,500.2052593,89.5424963,0.099879689,27.11875556,27.4910037,999.9,0,0,10011.48926,0,8.5132,-33.38115926,951.4279259,984.7784074,0.852774037,961.718963,23.41576667,2.173065556,2.096705926,18.76512222,18.19418519,2000.03037,0.979992778,0.020007178,0,2.569174074,0,5176.658889,16705.61852,43.75,45.54822222,44.80281481,43.743,43.26607407,1960.018519,40.01185185,0,1679431596,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-33.36434634,-0.286519861,0.565597441,0,0.860527317,-0.06642485,0.017346301,1,1,2,2-Jan,2.86803,2.71009,0.16026,0.163707,0.102716,0.0999627,23770.7,20546.1,25325.1,23920.9,38772.1,35613.6,45773.5,42641.6,1.79058,1.88207,0.136551,0,25.2576,999.9,59.138,29.447,27.2577,54.4554,43.75,1,-0.0760696,0.196315,20.23,5.23167,11.9861,4.95645,3.30398,9999,999.9,9999,9999,1.86844,1.86415,1.87178,1.86251,1.86201,1.86844,1.85853,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.553,0.2538,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,254.8,254.8,2.09839,2.36328,1.44897,2.30957,1.44409,2.28271,34.7608,24.3239,18,424.604,465.958,25.0341,26.5125,29.9997,26.4949,26.4703,42.0565,31.3251,100,25.0321,1005.16,23.4526,96.8848,100.278,NA,5
445,1679431581,9916,20230321 15:46:20,15:46:20,5,pas_smi26_t1_ch5,gibson,1679431573,0.001808749,1.808748578,16.30198723,943.0262508,670.4149593,60.09779512,84.53540248,0.105643107,3.737678445,0.104011895,0.065151894,321.5212969,28.25531208,27.49275556,3.684061027,60.36959744,2.176144504,3.604702691,1.507916524,-79.76581229,-74.88400358,-4.337051897,162.5344291,67.64622325,1.809674737,16.30198723,1015.538667,990.6215515,3.454453419,67.71947735,1.808748578,23.41272649,24.27527941,-0.000173255,134.5106282,3,1,1,0,47128,2000.028889,1681.224622,0.840600169,0.160758326,2.44,0.5,0: Broadleaf,2,TRUE,1679431573,943.0262593,976.8562593,24.27576296,23.41444074,942.4767778,24.02204074,500.2093333,89.54264444,0.100037726,27.12113333,27.49275556,999.9,0,0,9991.234074,0,8.5132,-33.83013704,966.4885926,1000.277519,0.861313741,976.8562593,23.41444074,2.173716296,2.096591111,18.7699,18.19330741,2000.028889,0.979992778,0.020007178,0,2.598125926,0,5178.727037,16705.61111,43.75,45.55281481,44.80281481,43.73833333,43.26607407,1960.017037,40.01185185,0,1679431601,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-33.47624878,-5.972383275,0.671612632,0,0.855722488,0.086383233,0.011294488,1,1,2,2-Jan,2.86823,2.70988,0.161888,0.16523,0.102705,0.0999426,23724.5,20509.1,25325,23921.3,38772.7,35614.9,45773.5,42642.2,1.79102,1.88215,0.137575,0,25.2565,999.9,59.114,29.447,27.2472,54.5954,43.8381,1,-0.0763161,0.188889,20.23,5.23182,11.9866,4.95635,3.3039,9999,999.9,9999,9999,1.86844,1.86416,1.87179,1.86254,1.86201,1.86844,1.85856,1.86507,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.559,0.2537,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,254.9,254.9,2.12402,2.33521,1.44775,2.30957,1.44409,2.4353,34.7379,24.3327,18,424.822,465.963,25.0374,26.5082,29.9998,26.4902,26.4654,42.5376,31.3251,100,25.0395,1025.34,23.4595,96.8848,100.28,NA,5
446,1679431586,9921.5,20230321 15:46:26,15:46:26,5,pas_smi26_t1_ch5,gibson,1679431578,0.00182592,1.825920433,15.28276816,960.580135,704.9357013,63.19160897,86.10800129,0.106593413,3.733926879,0.10493133,0.065729254,321.5201387,28.25559984,27.49756786,3.685098593,60.36219767,2.176231947,3.605289454,1.508866646,-80.52309109,-75.21919685,-4.361007569,161.4168432,67.87248558,1.822992697,15.28276816,1033.568559,1009.349636,3.415602007,67.71947735,1.825920433,23.40471279,24.27342235,3.57E-05,134.5106282,3,1,1,0,47468,2000.021786,1681.218643,0.840600165,0.160758318,2.44,0.5,0: Broadleaf,2,TRUE,1679431578,960.5801429,994.5421429,24.27701429,23.40935714,960.0236429,24.02323214,500.2108929,89.5417,0.099963568,27.12390714,27.49756786,999.9,0,0,9977.365,0,8.517125,-33.96176429,984.4798929,1018.38125,0.867656393,994.5421429,23.40935714,2.173806429,2.096113571,18.77056429,18.18967857,2000.021786,0.979992857,0.020007114,0,2.530357143,0,5181.578214,16705.55357,43.75,45.562,44.80314286,43.73875,43.25442857,1960.010357,40.01142857,0,1679431607,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-33.84939756,-2.174728223,0.397240868,0,0.86370378,0.069968341,0.007728213,1,1,2,2-Jan,2.86831,2.71021,0.163839,0.167218,0.102696,0.099933,23670.2,20460.7,25325.8,23921.8,38773.9,35616.3,45774.5,42643.2,1.7912,1.88227,0.137787,0,25.2543,999.9,59.114,29.416,27.1971,54.4754,44.0665,1,-0.0767861,0.366511,20.2295,5.23197,11.9863,4.95655,3.30398,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86252,1.86202,1.86844,1.85853,1.86507,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.567,0.2536,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255,255,2.15454,2.34009,1.44775,2.30957,1.44409,2.49146,34.7608,24.3327,18,424.886,465.999,25.0287,26.5024,29.9998,26.4854,26.4603,43.1819,31.3251,100,25.0037,1038.84,23.463,96.8872,100.282,NA,5
447,1679431591,9926,20230321 15:46:30,15:46:30,5,pas_smi26_t1_ch5,gibson,1679431583,0.001809714,1.809714352,15.93158242,975.4854918,707.2332973,63.39683393,87.44312797,0.105501899,3.739560266,0.103875813,0.065066393,321.5151177,28.2587329,27.50436786,3.686565155,60.34860004,2.175922735,3.605589415,1.51064242,-79.80840292,-76.4177589,-4.424004387,160.8649515,68.31104632,1.824374012,15.93158242,1049.90986,1025.044424,3.481726445,67.71947735,1.809714352,23.40329168,24.26608382,-0.000143909,134.5106282,3,1,1,0,47411,1999.990714,1681.192511,0.840600158,0.160758305,2.44,0.5,0: Broadleaf,2,TRUE,1679431583,975.4855,1009.677607,24.27384643,23.40547143,974.9227857,24.02020357,500.1777143,89.54072143,0.09990235,27.125325,27.50436786,999.9,0,0,9998.461071,0,8.519758214,-34.19135,999.7529643,1033.875,0.868383571,1009.677607,23.40547143,2.173498929,2.095741786,18.7683,18.18685,1999.990714,0.979992857,0.020007114,0,2.482864286,0,5184.148214,16705.29643,43.75,45.55757143,44.80314286,43.73875,43.25442857,1959.980357,40.01035714,0,1679431611,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.01052683,-2.908070383,0.442341484,0,0.867097878,0.024340035,0.003409921,1,1,2,2-Jan,2.86851,2.71058,0.165454,0.168747,0.102675,0.0999202,23624.8,20423.1,25326.2,23921.7,38775,35616.6,45774.7,42642.9,1.79112,1.8823,0.137724,0,25.2561,999.9,59.114,29.427,27.2148,54.1354,43.5216,1,-0.0766895,0.326016,20.2297,5.23197,11.9867,4.9565,3.30398,9999,999.9,9999,9999,1.86844,1.86417,1.87178,1.86254,1.86199,1.86844,1.85854,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.57,0.2533,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.1,255.1,2.18018,2.36328,1.44775,2.30957,1.44409,2.28027,34.7608,24.3239,18,424.808,465.973,25.0021,26.4975,30,26.4806,26.4553,43.6541,31.3251,100,24.9948,1058.94,23.4777,96.8879,100.282,NA,5
448,1679431596,9931.5,20230321 15:46:36,15:46:36,5,pas_smi26_t1_ch5,gibson,1679431588,0.001791096,1.791096173,16.73570828,994.1401343,710.1464363,63.65728821,89.11438798,0.104247318,3.745858553,0.102661987,0.064304169,321.5176464,28.26257513,27.51134286,3.688069989,60.32544262,2.175316149,3.605967987,1.51275384,-78.98734123,-77.59370216,-4.484725893,160.4518771,68.24072299,1.821011042,16.73570828,1068.282438,1043.633818,3.354432964,67.71947735,1.791096173,23.3988523,24.25279794,-0.000144471,134.5106282,3,1,1,0,47494,2000.006429,1681.205721,0.840600159,0.160758306,2.44,0.5,0: Broadleaf,2,TRUE,1679431588,994.1401429,1028.312857,24.26733929,23.40056071,993.5701786,24.01398929,500.1785714,89.53978214,0.099882236,27.12711429,27.51134286,999.9,0,0,10022.04893,0,8.523682857,-34.17165714,1018.866179,1052.9525,0.866789179,1028.312857,23.40056071,2.172893571,2.095279643,18.76384643,18.18334286,2000.006429,0.979992857,0.020007114,0,2.469692857,0,5187.483929,16705.42857,43.75,45.55757143,44.79207143,43.7455,43.25,1959.995714,40.01071429,0,1679431616,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.18187561,-0.489058537,0.320492944,0,0.866712098,-0.019799373,0.003764896,1,1,2,2-Jan,2.86838,2.71056,0.167365,0.170694,0.102642,0.0999139,23570.7,20375.5,25326.1,23921.9,38776.8,35616.9,45775,42643,1.79142,1.8823,0.137705,0,25.2591,999.9,59.114,29.447,27.2435,53.9554,43.8582,1,-0.0767988,0.322067,20.2298,5.23197,11.986,4.9566,3.3039,9999,999.9,9999,9999,1.86844,1.86413,1.8718,1.86252,1.86202,1.86844,1.85854,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.58,0.2527,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.1,255.1,2.21069,2.35596,1.44775,2.31079,1.44409,2.4231,34.7379,24.3327,18,424.94,465.93,24.9857,26.4918,29.9999,26.4754,26.4502,44.2897,31.0306,100,24.9838,1072.37,23.4935,96.8884,100.282,NA,5
449,1679431601,9936,20230321 15:46:40,15:46:40,5,pas_smi26_t1_ch5,gibson,1679431593,0.001788696,1.788696359,15.86434119,1009.023706,737.4951614,66.10917848,90.44903855,0.104040659,3.747223103,0.102462122,0.064178656,321.5179314,28.26329117,27.51263571,3.688348977,60.30517878,2.174663368,3.606097208,1.513685609,-78.88150945,-77.75977486,-4.492730605,160.3839164,68.61385484,1.801326885,15.86434119,1084.277246,1059.344667,3.502562395,67.71947735,1.788696359,23.39568606,24.24907912,-0.000205787,134.5106282,3,1,1,0,47146,2000.008214,1681.207221,0.840600158,0.160758305,2.44,0.5,0: Broadleaf,2,TRUE,1679431593,1009.023714,1043.381786,24.259925,23.40251429,1008.447036,24.0069,500.1814643,89.54019286,0.099959304,27.127725,27.51263571,999.9,0,0,10027.09321,0,8.520900714,-34.35673214,1034.112857,1068.385,0.857418643,1043.381786,23.40251429,2.172239286,2.095464286,18.75902857,18.18475,2000.008214,0.979992857,0.020007114,0,2.525978571,0,5189.6375,16705.44643,43.75,45.55092857,44.79207143,43.75,43.25,1959.9975,40.01071429,0,1679431621,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.22296829,-2.194883624,0.351405906,0,0.862283683,-0.094246557,0.011077971,1,1,2,2-Jan,2.86832,2.71022,0.168959,0.172194,0.102638,0.0999996,23526.2,20339.1,25326.8,23922.4,38777.8,35614.3,45775.9,42643.9,1.79125,1.88235,0.137486,0,25.2607,999.9,59.114,29.427,27.2137,54.6654,44.4752,1,-0.0773171,0.326683,20.2296,5.23197,11.986,4.95635,3.30395,9999,999.9,9999,9999,1.86846,1.86412,1.87178,1.86252,1.86201,1.86844,1.85855,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.59,0.2526,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.2,255.2,2.23511,2.33521,1.44775,2.30957,1.44409,2.45605,34.7379,24.3327,18,424.809,465.925,24.9749,26.4873,29.9997,26.471,26.446,44.7592,31.0306,100,24.9697,1092.54,23.5058,96.8905,100.284,NA,5
450,1679431606,9941.5,20230321 15:46:46,15:46:46,5,pas_smi26_t1_ch5,gibson,1679431598,0.001732156,1.732156148,15.65082417,1027.696063,750.9940811,67.32092727,92.12516274,0.10067713,3.744229589,0.099197063,0.06212933,321.516356,28.27594896,27.51186786,3.688183277,60.2877304,2.174050564,3.606124413,1.514132713,-76.38808613,-77.51670346,-4.482253047,163.1293134,68.38210261,1.769470228,15.65082417,1102.408323,1078.069273,3.402374153,67.71947735,1.732156148,23.42353515,24.24793265,7.33E-06,134.5106282,3,1,1,0,47340,1999.998214,1681.198832,0.840600167,0.160758322,2.44,0.5,0: Broadleaf,2,TRUE,1679431598,1027.696071,1061.940357,24.252475,23.41025,1027.111071,23.99976786,500.1985357,89.54239643,0.10002415,27.12785357,27.51186786,999.9,0,0,10015.68107,0,8.5174725,-34.24273571,1053.2425,1087.3975,0.842217393,1061.940357,23.41025,2.171625357,2.096210357,18.75450714,18.19041429,1999.998214,0.979992571,0.020007343,0,2.552528571,0,5192.373214,16705.36786,43.75,45.55535714,44.78764286,43.74325,43.25,1959.987143,40.01107143,0,1679431626,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.271875,0.716253659,0.310862785,0,0.849596425,-0.174643463,0.017712363,0,0,2,0/2,2.86863,2.71046,0.170847,0.174113,0.102636,0.100006,23473,20292.7,25327,23923.2,38778,35615.1,45776.1,42645.1,1.79153,1.88258,0.136595,0,25.2607,999.9,59.114,29.427,27.2156,53.6754,43.9904,1,-0.0776448,0.33222,20.2296,5.23241,11.9864,4.95635,3.30393,9999,999.9,9999,9999,1.86844,1.86416,1.87179,1.86254,1.86202,1.86844,1.85855,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.59,0.2525,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.3,255.3,2.26562,2.33643,1.44775,2.30957,1.44409,2.48291,34.7379,24.3327,18,424.923,466.018,24.9594,26.4813,29.9997,26.4654,26.4402,45.3984,30.7364,100,24.9574,1106,23.5193,96.891,100.287,NA,5
451,1679431611,9946.5,20230321 15:46:51,15:46:51,5,pas_smi26_t1_ch5,gibson,1679431604,0.001727137,1.727137383,17.30504734,1045.393695,741.3254402,66.45547087,93.71340367,0.10044321,3.740870973,0.098968656,0.06198609,321.5141992,28.27804165,27.5065037,3.6870259,60.27917146,2.173753508,3.606143641,1.513272392,-76.16675861,-76.34701216,-4.418465006,164.5819634,68.72756979,1.722495564,17.30504734,1120.720089,1095.380545,3.438218615,67.71947735,1.727137383,23.42695728,24.24931118,-2.96E-05,134.5106282,3,1,1,0,47051,1999.984815,1681.187567,0.840600166,0.16075832,2.44,0.5,0: Broadleaf,2,TRUE,1679431604,1045.393704,1079.797407,24.2487,23.42884074,1044.799259,23.99615556,500.2047037,89.54403704,0.100088563,27.12794444,27.5065037,999.9,0,0,10002.97593,0,8.513560741,-34.40317407,1071.374074,1105.702963,0.819853037,1079.797407,23.42884074,2.171326667,2.097912593,18.7523037,18.20334074,1999.984815,0.979992481,0.020007415,0,2.548914815,0,5194.783333,16705.24815,43.75,45.55281481,44.77755556,43.74066667,43.25,1959.973333,40.01074074,0,1679431631,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.33469268,-1.63390662,0.36497266,0,0.836742073,-0.21988131,0.022582775,0,0,2,0/2,2.86897,2.71006,0.172573,0.175749,0.102651,0.100172,23424.1,20252.5,25326.9,23923.3,38777.7,35608.7,45776.4,42645.2,1.79153,1.8827,0.136964,0,25.2607,999.9,59.089,29.427,27.2005,54.3754,43.4936,1,-0.0783689,0.298538,20.2296,5.23226,11.986,4.95645,3.3039,9999,999.9,9999,9999,1.86844,1.86416,1.8718,1.86256,1.86202,1.86844,1.85852,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.6,0.2527,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.4,255.4,2.29126,2.36084,1.44897,2.30957,1.44409,2.29858,34.7379,24.3239,18,424.891,466.058,24.951,26.4767,29.9996,26.461,26.4357,45.8975,30.7364,100,24.9538,1126.1,23.526,96.8913,100.287,NA,5
452,1679431616,9951.5,20230321 15:46:56,15:46:56,5,pas_smi26_t1_ch5,gibson,1679431608,0.001650909,1.650909391,16.41516781,1061.191063,758.9255492,68.03461988,95.1315062,0.096000918,3.740987968,0.094653008,0.059277658,321.5153309,28.29375837,27.50433929,3.686558992,60.28856362,2.174090634,3.606141038,1.512468358,-72.80510413,-75.91535215,-4.393298166,168.4015764,68.56467389,1.681634864,16.41516781,1137.16458,1112.436121,3.403734186,67.71947735,1.650909391,23.47959498,24.26410824,0.000131691,134.5106282,3,1,1,0,47478,1999.991786,1681.193433,0.840600169,0.160758326,2.44,0.5,0: Broadleaf,2,TRUE,1679431608,1061.191071,1095.507857,24.25196071,23.45154286,1060.588571,23.99926786,500.1985714,89.54605,0.099923771,27.12793214,27.50433929,999.9,0,0,10003.18714,0,8.5132,-34.31675357,1087.567143,1121.816429,0.800411786,1095.507857,23.45154286,2.171667143,2.099992143,18.75481429,18.21911429,1999.991786,0.979992429,0.020007457,0,2.513707143,0,5197.086786,16705.30357,43.75,45.55092857,44.77657143,43.7275,43.25,1959.98,40.01107143,0,1679431637,0,1679416288,11:31:27,1679416288,1679416288,2,-0.389,0.348,0.376,0.446,419,29,0.41,0.14,-34.37116341,0.284410453,0.312386146,0,0.811317415,-0.261429136,0.027054553,0,0,2,0/2,2.86823,2.71051,0.174257,0.17742,0.102691,0.100185,23377,20211.7,25327.4,23923.4,38776.4,35608.3,45776.9,42645.3,1.7915,1.88285,0.137012,0,25.2607,999.9,59.089,29.416,27.1824,54.8954,43.9463,1,-0.0788974,0.279681,20.2297,5.23197,11.9864,4.95655,3.30395,9999,999.9,9999,9999,1.86844,1.86415,1.8718,1.86252,1.86198,1.86844,1.85853,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.62,0.2532,0.120863778,0.000907279,-9.00E-07,4.45E-10,-0.143567473,-0.022537161,0.002034512,-1.70E-05,1,1918,2,28,255.5,255.5,2.31934,2.33765,1.44775,2.30957,1.44409,2.45605,34.7379,24.3327,18,424.837,466.105,24.9496,26.4711,29.9996,26.4554,26.4301,46.4649,30.7364,100,24.9531,1139.6,23.527,96.8927,100.288,NA,5
