obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
185,1679594646,2494.5,20230323 13:04:06,13:04:06,5,pas_smi32_t4_ch5,gibson,1679594638,0.002141603,2.141602977,28.56244467,1412.995349,1011.697115,90.99378617,127.0872425,0.125992782,4.223977408,0.123941619,0.077645019,321.5167137,28.09829171,27.51416786,3.688679626,60.52248019,2.18531383,3.610747318,1.503365795,-94.44469126,-83.00017924,-4.254742937,139.8171002,120.2061858,2.140481802,28.56244467,1498.032285,1473.285939,3.456312861,67.30026882,2.141602977,23.72342835,24.29572308,2.21E-07,129.359545,1,0,1,0,47306,2000.000714,1681.200911,0.840600155,0.160758299,1.37,0.5,0: Broadleaf,2,TRUE,1679594638,1412.995357,1446.746071,24.29699643,23.725,1411.937143,23.90254643,500.2146786,89.84171071,0.100016714,27.14968929,27.51416786,999.9,0,0,10004.70464,0,10.4607,-33.75064643,1448.181429,1481.903929,0.571998929,1446.746071,23.725,2.182883571,2.131494286,18.83725357,18.45652143,2000.000714,0.97999425,0.020005475,0,2.587321429,0,2906.010714,16705.38571,44.00442857,45.79207143,45.02878571,44,43.562,1959.990357,40.01035714,0,1679594669,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.64246341,-1.32645993,0.205102696,0,0.57278239,-0.010277812,0.001580908,1,1,2,2-Jan,2.86671,2.71025,0.207552,0.21012,0.102627,0.10117,22255.1,19392,25125.9,23904.2,38472,35546.9,45412.8,42618,1.79215,1.85755,0.101857,0,25.8386,999.9,59.816,29.89,28.1881,54.5047,44.7276,1,-0.0565396,0.563107,20.2286,5.23316,11.9869,4.95645,3.304,9999,999.9,9999,9999,1.86844,1.86413,1.8718,1.86252,1.86198,1.86845,1.85853,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.08,0.3944,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.3,1013.2,2.84546,2.34741,1.44775,2.30225,1.44409,2.30713,34.9674,24.3327,18,426.683,452.081,24.8067,26.7274,30,26.66,26.6348,56.9768,31.7582,44.122,24.7872,1491.05,23.7493,96.122,100.218,NA,5
186,1679594651,2499.5,20230323 13:04:11,13:04:11,5,pas_smi32_t4_ch5,gibson,1679594644,0.002125007,2.125007423,29.3232693,1430.773325,1016.408458,91.41886324,128.6880977,0.124999041,4.226716614,0.122981113,0.077041785,321.5164231,28.10014622,27.51342963,3.688520307,60.51952067,2.185128101,3.610616999,1.503392206,-93.71282734,-83.02597228,-4.253278158,140.5243453,120.2026826,2.134927073,29.3232693,1515.368461,1490.516364,3.433931151,67.30026882,2.125007423,23.72237289,24.2902958,-5.27E-06,129.359545,2,0,1,0,47550,1999.998889,1681.199378,0.840600156,0.160758301,1.37,0.5,0: Broadleaf,2,TRUE,1679594644,1430.773333,1464.531852,24.29457778,23.72405556,1429.701852,23.90024444,500.207,89.84313333,0.09990337,27.14907407,27.51342963,999.9,0,0,10013.21037,0,10.4607,-33.75824815,1466.398889,1500.12,0.57053137,1464.531852,23.72405556,2.182700741,2.131443704,18.83591481,18.45613704,1999.998889,0.979994222,0.020005504,0,2.526481481,0,2905.672222,16705.35926,44.00459259,45.79362963,45.03674074,44,43.562,1959.988519,40.01037037,0,1679594674,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.71655366,-0.40415122,0.23298556,0,0.57119639,-0.014893777,0.002264247,1,1,2,2-Jan,2.8661,2.71039,0.209002,0.211461,0.102612,0.101184,22214.3,19359.2,25125.8,23904.3,38472.6,35546.4,45412.7,42618.1,1.7914,1.85898,0.10252,0,25.8365,999.9,59.816,29.91,28.2182,54.5747,44.9119,1,-0.0566006,0.579191,20.2286,5.23361,11.9869,4.95625,3.30393,9999,999.9,9999,9999,1.86844,1.86413,1.87179,1.8625,1.862,1.86844,1.85852,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.09,0.3941,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.4,1013.3,2.87109,2.33398,1.44775,2.30225,1.44409,2.41455,34.9674,24.3327,18,426.249,452.957,24.79,26.7274,30,26.6584,26.6348,57.446,31.7582,44.122,24.7758,1511.13,23.7535,96.1217,100.218,NA,5
187,1679594656,2504.5,20230323 13:04:16,13:04:16,5,pas_smi32_t4_ch5,gibson,1679594648,0.002106299,2.106298568,28.83604131,1446.541777,1034.595472,93.05520177,130.1071197,0.123852074,4.218787905,0.121867033,0.076342593,321.517268,28.10530532,27.51463571,3.688780598,60.51578527,2.184993806,3.610617951,1.503786792,-92.88776684,-83.14352055,-4.267330612,141.21865,119.7308796,2.119602187,28.83604131,1531.754592,1507.386364,3.362358178,67.30026882,2.106298568,23.73074533,24.2936007,-1.01E-08,129.359545,1,0,1,0,47252,2000.003929,1681.203632,0.840600165,0.160758318,1.37,0.5,0: Broadleaf,2,TRUE,1679594648,1446.541786,1480.173214,24.29294286,23.72653214,1445.457857,23.89868571,500.2221429,89.84347857,0.100083196,27.14907857,27.51463571,999.9,0,0,9988.099643,0,10.4607,-33.63131786,1482.557143,1516.144643,0.566417179,1480.173214,23.72653214,2.182562143,2.131673929,18.83489286,18.45786429,2000.003929,0.979994036,0.020005696,0,2.502467857,0,2905.431071,16705.39286,44.00664286,45.80092857,45.02878571,44,43.562,1959.992857,40.01107143,0,1679594679,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.66585366,1.829816028,0.304837458,0,0.568263073,-0.04061747,0.005210286,1,1,2,2-Jan,2.86641,2.70969,0.210409,0.212934,0.102623,0.101205,22175,19323,25126,23904.3,38472.5,35545.7,45413.1,42618.2,1.79212,1.85858,0.102639,0,25.8337,999.9,59.816,29.91,28.2192,54.8847,45.004,1,-0.0566082,0.586454,20.2285,5.23361,11.9863,4.95675,3.30385,9999,999.9,9999,9999,1.86844,1.86413,1.87178,1.8625,1.86198,1.86845,1.85853,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.1,0.3943,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.5,1013.4,2.89551,2.3291,1.44775,2.30225,1.44409,2.46948,34.9444,24.3327,18,426.653,452.692,24.7772,26.7256,30,26.6578,26.6325,57.9891,31.7582,44.122,24.7583,1524.55,23.7498,96.1226,100.218,NA,5
188,1679594661,2509.5,20230323 13:04:21,13:04:21,5,pas_smi32_t4_ch5,gibson,1679594654,0.002085206,2.085206222,30.96884466,1464.241473,1020.587582,91.79518131,131.6989486,0.122702434,4.218384219,0.120753578,0.075643505,321.5170948,28.10840792,27.50802222,3.687353505,60.51592241,2.184886613,3.610432637,1.502466892,-91.95759438,-81.83047801,-4.200183651,143.5288387,120.0511283,2.101434211,30.96884466,1549.959304,1524.644909,3.434058383,67.30026882,2.085206222,23.73527138,24.29251538,-1.15E-06,129.359545,1,0,1,0,47737,2000.002963,1681.202811,0.84060016,0.160758309,1.37,0.5,0: Broadleaf,2,TRUE,1679594654,1464.241481,1497.964444,24.29177778,23.73020741,1463.144815,23.89757407,500.2097407,89.84347778,0.099985122,27.1482037,27.50802222,999.9,0,0,9986.823704,0,10.4607,-33.72394444,1500.695556,1534.375926,0.561566852,1497.964444,23.73020741,2.182457037,2.132004815,18.83412222,18.46033333,2000.002963,0.979994111,0.020005619,0,2.462488889,0,2905.093333,16705.38519,44.00918519,45.79822222,45.02066667,44,43.562,1959.992222,40.01074074,0,1679594685,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.7492561,-0.880724739,0.370350768,0,0.564568902,-0.058953909,0.00635009,1,1,2,2-Jan,2.86621,2.71051,0.211849,0.214341,0.102627,0.1012,22134.1,19288.3,25125.5,23904.1,38472.5,35545.4,45413.3,42617.5,1.79218,1.85828,0.101261,0,25.8315,999.9,59.816,29.88,28.1694,54.4447,45.4487,1,-0.0567124,0.621498,20.2283,5.23376,11.9864,4.9571,3.304,9999,999.9,9999,9999,1.86844,1.86415,1.87179,1.86249,1.86198,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.12,0.3943,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.5,1013.4,2.92114,2.35474,1.44897,2.30225,1.44409,2.24731,34.9674,24.3239,18,426.669,452.508,24.7618,26.7252,29.9999,26.6562,26.6325,58.4546,31.7582,44.122,24.7888,1544.75,23.7499,96.1221,100.217,NA,5
189,1679594666,2514.5,20230323 13:04:26,13:04:26,5,pas_smi32_t4_ch5,gibson,1679594658,0.002082007,2.082006825,29.4118228,1480.006777,1056.048046,94.98561368,133.1183297,0.122632849,4.219154489,0.120686533,0.075601379,321.5150244,28.10784076,27.50134286,3.685912688,60.51947668,2.184889023,3.610224581,1.501023664,-91.81650096,-80.54954262,-4.133522945,145.0154578,120.5083549,2.087647369,29.4118228,1567.001836,1541.983091,3.463201741,67.30026882,2.082006825,23.73287235,24.28926154,-1.40E-06,129.359545,2,0,1,0,47620,1999.99,1681.191921,0.840600164,0.160758316,1.37,0.5,0: Broadleaf,2,TRUE,1679594658,1480.006786,1513.858214,24.29155,23.73366786,1478.899643,23.89736429,500.2133929,89.84432857,0.100076925,27.14722143,27.50134286,999.9,0,0,9989.163929,0,10.4607,-33.85245714,1516.852857,1550.6625,0.557883536,1513.858214,23.73366786,2.182457857,2.132335714,18.83412143,18.46281071,1999.99,0.979994036,0.020005696,0,2.468878571,0,2904.789286,16705.28929,44.00664286,45.80314286,45.0155,44,43.562,1959.979286,40.01071429,0,1679594689,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.808155,-2.037530206,0.386787591,0,0.561049725,-0.043668867,0.005192728,1,1,2,2-Jan,2.86651,2.71033,0.213277,0.215759,0.102616,0.101215,22094.2,19253.5,25125.7,23904,38472.8,35544.9,45413,42617.6,1.79147,1.859,0.101462,0,25.8288,999.9,59.816,29.88,28.1677,54.0647,45,1,-0.0570224,0.449319,20.2289,5.23331,11.9869,4.95695,3.30393,9999,999.9,9999,9999,1.86844,1.86415,1.87178,1.8625,1.86197,1.86845,1.85852,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.13,0.3941,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.6,1013.5,2.94678,2.34375,1.44775,2.30225,1.44409,2.37915,34.9674,24.3327,18,426.271,452.935,24.7699,26.7252,29.9999,26.6555,26.6303,58.9975,31.7582,44.122,24.7961,1558.2,23.7505,96.1219,100.217,NA,5
190,1679594671,2519.5,20230323 13:04:31,13:04:31,5,pas_smi32_t4_ch5,gibson,1679594664,0.002063115,2.063114879,30.07278699,1497.75851,1061.712107,95.49644328,134.7169441,0.121676021,4.229267763,0.119764207,0.075021896,321.5151603,28.10502754,27.4912963,3.683746451,60.53288921,2.184846786,3.609354873,1.498899665,-90.98336616,-79.38826199,-4.063900896,147.0796313,121.2556446,2.078800211,30.07278699,1584.100116,1559.115212,3.417532028,67.30026882,2.063114879,23.73706268,24.28845455,-3.68E-06,129.359545,1,0,1,0,47382,1999.991111,1681.192833,0.840600153,0.160758295,1.37,0.5,0: Broadleaf,2,TRUE,1679594664,1497.758519,1531.822963,24.29072963,23.73518148,1496.638889,23.89658148,500.1865926,89.84578889,0.099915481,27.14311481,27.4912963,999.9,0,0,10020.98556,0,10.4607,-34.0652,1535.045556,1569.066667,0.555551519,1531.822963,23.73518148,2.18242,2.132505926,18.83384074,18.46408889,1999.991111,0.979994333,0.020005389,0,2.486992593,0,2904.542593,16705.3037,44.01148148,45.79822222,45.02066667,44,43.562,1959.981111,40.01,0,1679594694,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.84516098,-2.660124042,0.389181479,0,0.557237,-0.030770153,0.003767447,1,1,2,2-Jan,2.86673,2.7104,0.214692,0.217143,0.10262,0.101215,22054.9,19219.5,25126.2,23904,38473.1,35545,45413.5,42617.7,1.79233,1.85825,0.101469,0,25.8255,999.9,59.84,29.91,28.2296,54.5247,44.4471,1,-0.0567099,0.469559,20.229,5.23271,11.9863,4.95695,3.304,9999,999.9,9999,9999,1.86844,1.86415,1.87179,1.8625,1.86194,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.14,0.3941,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.7,1013.6,2.96875,2.34863,1.44897,2.30225,1.44409,2.28027,34.9674,24.3239,18,426.737,452.474,24.7922,26.7229,30.0002,26.6539,26.6303,59.4284,31.7582,44.122,24.8038,1571.59,23.7512,96.1233,100.217,NA,5
191,1679594676,2524.5,20230323 13:04:36,13:04:36,5,pas_smi32_t4_ch5,gibson,1679594668,0.002080396,2.080396345,31.09861412,1513.61142,1067.135968,95.98575184,136.1449098,0.12273703,4.225201723,0.120790176,0.075666205,321.51618,28.09873088,27.49013929,3.683497048,60.54731099,2.184854444,3.608507807,1.498642604,-91.74547881,-79.95966016,-4.096984326,145.7140567,120.3189133,2.077243768,31.09861412,1601.246981,1576.199455,3.371236593,67.30026882,2.080396345,23.73582711,24.29172308,4.92E-06,129.359545,1,0,1,0,47607,1999.9975,1681.1982,0.840600151,0.160758291,1.37,0.5,0: Broadleaf,2,TRUE,1679594668,1513.611429,1547.425714,24.29044643,23.73534643,1512.479286,23.89631429,500.21575,89.84702143,0.100046879,27.13911429,27.49013929,999.9,0,0,10007.98536,0,10.4607,-33.81490357,1551.2925,1585.048214,0.555108107,1547.425714,23.73534643,2.182425,2.13255,18.833875,18.46441429,1999.9975,0.979994464,0.020005254,0,2.4884,0,2904.246071,16705.36786,44.02878571,45.80757143,45.031,44,43.562,1959.9875,40.01,0,1679594699,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.98004634,1.17151777,0.265736603,0,0.555893732,-0.016901352,0.003019106,1,1,2,2-Jan,2.86635,2.71015,0.21607,0.218335,0.102624,0.10121,22016,19190.2,25125.9,23904,38472.9,35545.2,45413.5,42617.6,1.79185,1.85868,0.102825,0,25.8217,999.9,59.84,29.89,28.1969,54.2047,44.5673,1,-0.0570173,0.475855,20.2288,5.23122,11.9866,4.95635,3.30395,9999,999.9,9999,9999,1.86844,1.86416,1.87178,1.86249,1.86198,1.86847,1.85852,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.16,0.3942,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.8,1013.7,2.99072,2.34985,1.44775,2.30225,1.44409,2.2583,34.9674,24.3239,18,426.47,452.718,24.8037,26.7229,30.0001,26.6539,26.628,59.9582,31.7582,44.122,24.8087,1591.94,23.7513,96.1229,100.217,NA,5
192,1679594681,2529.5,20230323 13:04:41,13:04:41,5,pas_smi32_t4_ch5,gibson,1679594674,0.002074238,2.074238063,30.02729554,1531.115917,1096.865586,98.65978317,137.7193034,0.122338321,4.225606092,0.12040417,0.075423835,321.5172292,28.09595842,27.49159259,3.683810323,60.55986262,2.184816944,3.607697986,1.498993378,-91.47389859,-81.16985872,-4.158545429,144.7149265,118.7594323,2.072970139,30.02729554,1616.425417,1592.394,3.223265364,67.30026882,2.074238063,23.73503466,24.28937063,-2.44E-06,129.359545,1,0,1,0,47737,2000.004074,1681.203722,0.840600149,0.160758287,1.37,0.5,0: Broadleaf,2,TRUE,1679594674,1531.115926,1564.512222,24.29004444,23.73607037,1529.97037,23.89592963,500.2014074,89.84703704,0.099975996,27.13528889,27.49159259,999.9,0,0,10009.26259,0,10.4607,-33.39604074,1569.232222,1602.549259,0.553977963,1564.512222,23.73607037,2.182389259,2.132615926,18.83361481,18.46490741,2000.004074,0.979994556,0.020005159,0,2.49572963,0,2903.908519,16705.42222,44.04822222,45.80740741,45.04822222,44,43.562,1959.994074,40.01,0,1679594704,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-33.60112683,5.317643206,0.700572394,0,0.555272463,-0.009010411,0.002961527,1,1,2,2-Jan,2.86626,2.7105,0.217379,0.219765,0.102615,0.101223,21979.6,19155.4,25126.3,23904.3,38473.5,35545.3,45413.7,42618.3,1.79202,1.85875,0.101961,0,25.8184,999.9,59.84,29.89,28.1967,54.0047,45.2564,1,-0.056654,0.489139,20.229,5.23226,11.9867,4.95655,3.30395,9999,999.9,9999,9999,1.86844,1.86415,1.87177,1.86249,1.86198,1.86848,1.85853,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.17,0.3941,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1013.9,1013.8,3.01758,2.32178,1.44775,2.30225,1.44409,2.4585,34.9674,24.3327,18,426.552,452.764,24.8106,26.7229,30.0001,26.6517,26.628,60.4252,31.7582,44.122,24.8136,1605.47,23.7543,96.1237,100.218,NA,5
193,1679597524,5371.9,20230323 13:52:03,13:52:03,5,pas_smi31_t4_ch5,gibson,1679597516,0.0024896,2.489600244,12.89759127,415.880996,266.0150177,23.91378555,37.38619359,0.149265157,4.153316356,0.146347773,0.091724724,321.5164583,20.41957956,20.01977097,2.349487658,37.20920782,0.847404371,2.277405032,1.502083286,-109.7913708,-112.4725193,-5.431709214,93.82085906,12.83290378,2.490012244,12.89759127,423.8134001,419.8727091,0.002353612,67.19209482,2.489600244,8.681644768,9.426403497,-1.96E-06,124.8143314,3,1,1,0,48834,2000.005806,1681.204635,0.840599877,0.160757762,1.51,0.5,0: Broadleaf,2,TRUE,1679597516,415.881,420.0690968,9.426457742,8.681593871,415.3300645,9.53483129,500.021,89.79637419,0.09999989,19.51746774,20.01977097,999.9,0,0,9996.309355,0,10.30237097,-4.188014194,419.8384839,423.7477742,0.744865742,420.0690968,8.681593871,0.846461968,0.77957571,4.511295484,3.34074,2000.005806,0.980005677,0.019994071,0,2.643870968,0,2732.249032,16705.49032,42.73374194,44.937,43.937,43,41.758,1960.015161,39.99193548,0,1679597547,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-4.179412927,-0.16730216,0.045657287,0,0.745604951,-0.013034404,0.001738046,1,1,2,2-Jan,2.865,2.71034,0.0899112,0.0906135,0.0516876,0.0482709,25519.3,22314.5,25091,23896.2,40627.7,37634,45354.9,42609.1,1.78575,1.8256,0.00780821,0,19.871,999.9,53.589,30.142,25.6366,56.5752,44.992,1,-0.0165295,5.85539,20.1359,5.23466,11.992,4.9572,3.30395,9999,999.9,9999,9999,1.86844,1.86404,1.87178,1.86249,1.86191,1.86844,1.85852,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.551,-0.1084,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1061.2,1061.1,1.03271,2.3877,1.44775,2.31445,1.44409,2.30225,35.0364,24.2714,18,424.419,434.216,14.1354,26.8934,30.0003,26.8451,26.8184,20.7212,75.2656,0,14.1311,413.341,8.62809,95.9955,100.192,NA,5
194,1679597529,5376.9,20230323 13:52:08,13:52:08,5,pas_smi31_t4_ch5,gibson,1679597521,0.00248423,2.484229776,13.02028994,415.8935822,264.5616999,23.7825336,37.38637564,0.149095586,4.155529472,0.146186274,0.091623083,321.5141087,20.41491632,20.00864828,2.347870115,37.22089043,0.847396199,2.276668261,1.500473916,-109.5545331,-111.2068439,-5.367275768,95.38545594,12.36533674,2.488450243,13.02028994,423.7425962,419.7921152,-0.003212607,67.19209482,2.484229776,8.683470284,9.426606364,4.00E-08,124.8143314,3,1,1,0,48840,1999.991034,1681.19223,0.840599883,0.160757775,1.51,0.5,0: Broadleaf,2,TRUE,1679597521,415.8935862,419.9403103,9.426606207,8.682207241,415.3426552,9.534977241,500.0193448,89.79412414,0.099967148,19.51226207,20.00864828,999.9,0,0,10003.71103,0,10.31636897,-4.046612759,419.8513448,423.6181379,0.744400103,419.9403103,8.682207241,0.846453966,0.779611241,4.511162069,3.341385517,1999.991034,0.980005517,0.019994217,0,2.639362069,0,2732.074138,16705.36552,42.72393103,44.937,43.937,43,41.75855172,1960,39.99206897,0,1679597552,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-4.150476341,0.486236237,0.12754655,0,0.744638732,-0.009586662,0.001436793,1,1,2,2-Jan,2.86487,2.71039,0.0898823,0.0901992,0.0516893,0.0482698,25519.9,22324.8,25090.8,23896.4,40627.4,37634.1,45354.6,42609.2,1.7855,1.82563,0.00778586,0,19.874,999.9,53.614,30.162,25.6749,56.3752,45.2764,1,-0.0162271,5.7265,20.1399,5.23496,11.992,4.957,3.304,9999,999.9,9999,9999,1.86844,1.86408,1.87179,1.86249,1.86193,1.86844,1.85853,1.86499,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.551,-0.1084,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1061.3,1061.2,1.00586,2.38892,1.44775,2.31445,1.44409,2.32544,35.0364,24.2889,18,424.295,434.242,14.1234,26.8952,30.0002,26.8473,26.8198,20.1768,75.2656,0,14.266,399.877,8.62809,95.9948,100.193,NA,5
195,1679597534,5381.9,20230323 13:52:13,13:52:13,5,pas_smi31_t4_ch5,gibson,1679597526,0.002486984,2.48698449,11.45914896,415.4575679,281.1566997,25.27435356,37.34722122,0.149343378,4.159878567,0.146427477,0.091774413,321.5165647,20.40825326,20.00310357,2.347064128,37.23288413,0.84739223,2.275924226,1.499671899,-109.676016,-111.2590439,-5.363884182,95.21762057,4.577606785,2.485893137,11.45914896,416.5242188,416.7406303,-0.747550958,67.19209482,2.48698449,8.683272544,9.427232098,6.96E-07,124.8143314,3,1,1,0,48876,2000.005357,1681.20435,0.840599923,0.160757852,1.51,0.5,0: Broadleaf,2,TRUE,1679597526,415.4575714,417.1518571,9.426551786,8.682911786,414.9068929,9.5349225,500.0153571,89.79426071,0.0999285,19.50700357,20.00310357,999.9,0,0,10017.75357,0,10.3235,-1.694145211,419.4112857,420.8056429,0.743640143,417.1518571,8.682911786,0.846450214,0.779675607,4.5111,3.342556429,2000.005357,0.980004214,0.019995514,0,2.551760714,0,2732.022143,16705.47143,42.723,44.937,43.937,43,41.76107143,1960.011071,39.995,0,1679597557,0,0,--:--:--,1679533849,1679533855,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-2.423242827,24.66715167,3.220491179,0,0.744295805,-0.008584955,0.001280227,1,1,2,2-Jan,2.865,2.71042,0.0892926,0.0880021,0.0516934,0.048271,25536.4,22378.9,25090.8,23896.6,40626.9,37634.4,45354.3,42609.6,1.7856,1.82565,0.00730157,0,19.8774,999.9,53.614,30.162,25.6758,56.0552,45.1442,1,-0.0189456,5.23173,20.156,5.23541,11.992,4.9569,3.30395,9999,999.9,9999,9999,1.86844,1.86406,1.8718,1.86249,1.86195,1.86844,1.85852,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.55,-0.1084,0.407755581,0.000328379,1.65E-08,5.48E-11,-0.079191816,-0.02274782,0.002253315,-1.98E-05,1,2222,1,25,1061.4,1061.3,0.976562,2.39136,1.44775,2.31445,1.44409,2.30591,35.0364,24.2889,18,424.359,434.274,14.2051,26.8975,29.9984,26.8485,26.822,19.5879,75.2656,0,14.2296,379.709,8.62809,95.9943,100.193,NA,5
