obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,CO2_hrs,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
575,1678129386,8035.5,20230306 13:03:05,13:03:05,5,ely_can24_t4_ch4,gibson,1678129378,0.000709027,0.709026532,14.85820345,1482.199637,699.0600436,62.97367734,133.521523,0.032058451,3.977588781,0.031915595,0.019960029,321.510642,28.10517841,27.49471429,3.684483312,49.22745972,1.743513881,3.541750662,1.940969432,-31.26807007,-144.4228851,-7.848334885,137.971352,79.22916472,0.745079936,14.85820345,1558.286186,1536.064848,3.384749942,67.32895329,0.709026532,19.08829336,19.35373152,6.45E-06,110.5099479,5,1,1,0,47479,1999.966429,1681.1718,0.84060001,0.160758019,1.91,0.5,0: Broadleaf,2,TRUE,1678129378,1482.199643,1512.873571,19.35445,19.07546071,1481.75,19.34958214,500.2196786,89.98335714,0.100002532,26.821225,27.49471429,999.9,0,0,9997.928214,0,12.74195,-30.674875,1511.452143,1542.294643,0.278991964,1512.873571,19.07546071,1.741579643,1.716474286,15.272075,15.04622143,1999.966429,0.980001036,0.019999329,0,2.583989286,0,3490.81,16705.14286,46,47.95275,47.06425,46.062,45.375,1959.966429,40,0,1678129390,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-30.5998325,-0.953598124,0.17965855,0,0.2849007,-0.10533564,0.010976523,0,0,2,0/2,2.8492,2.7102,0.212772,0.214948,0.0879162,0.0865608,22442.6,19181.4,25517.3,23801.1,39757.7,35970.5,46161.8,42438,1.7582,1.85,0.0979155,0,25.8857,999.9,44.988,31.441,23.1292,54.9176,43.754,1,0.100036,1.81136,20.2194,5.23137,11.9918,4.95555,3.3039,9999,999.9,9999,9999,1.86846,1.86417,1.8718,1.86264,1.86203,1.86846,1.85861,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0049,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44827.4,44827.3,2.97852,2.29858,1.44775,2.30103,1.44409,2.41455,36.9556,24.3064,18,421.962,463.956,23.4806,28.7321,29.9999,28.7052,28.6773,59.5956,29.8578,67.167,23.4968,1557.55,19.1707,97.6759,99.7911,NA,4
576,1678129391,8040.5,20230306 13:03:10,13:03:10,5,ely_can24_t4_ch4,gibson,1678129383,0.000707982,0.707981965,14.00963866,1499.798883,757.351657,68.2242977,135.1059637,0.032035369,3.978329744,0.031892745,0.019945727,321.5123351,28.09924911,27.48791481,3.683017587,49.244684,1.743517026,3.540518253,1.939500562,-31.22200466,-144.2606438,-7.837560004,138.1921266,79.73268279,0.718444744,14.00963866,1575.713108,1553.39103,3.473344554,67.32895329,0.707981965,19.09760631,19.36258606,1.54E-05,110.5099479,5,1,1,0,47733,1999.977037,1681.180711,0.840600007,0.160758013,1.91,0.5,0: Broadleaf,2,TRUE,1678129383,1499.798889,1530.655556,19.35462222,19.0856,1499.346296,19.34973704,500.2079259,89.98275556,0.09996503,26.81530741,27.48791481,999.9,0,0,10000.53556,0,12.742,-30.85604444,1529.4,1560.437407,0.26902363,1530.655556,19.0856,1.741582593,1.717375556,15.27210741,15.05437407,1999.977037,0.980001111,0.019999248,0,2.55347037,0,3490.415185,16705.22593,46,47.958,47.062,46.062,45.375,1959.977037,40,0,1678129395,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-30.75742,-2.225810882,0.288771665,0,0.274519475,-0.124880341,0.012864927,0,0,2,0/2,2.84915,2.71053,0.214182,0.216297,0.0879423,0.0865668,22402.9,19148.8,25517.8,23801.4,39757.2,35970.7,46162.5,42438.5,1.75807,1.85017,0.0981167,0,25.883,999.9,44.988,31.461,23.1557,54.4776,43.774,1,0.0998501,1.79958,20.2196,5.23152,11.9918,4.9558,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86264,1.86204,1.86847,1.85859,1.86504,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0052,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44827.5,44827.4,3.00171,2.30103,1.44775,2.30103,1.44409,2.40356,36.9556,24.2976,18,421.874,464.052,23.4948,28.7298,29.9998,28.7028,28.6754,60.0715,29.8578,67.167,23.5062,1577.64,19.1732,97.6776,99.7922,NA,4
577,1678129396,8045.5,20230306 13:03:15,13:03:15,5,ely_can24_t4_ch4,gibson,1678129388,0.000709873,0.70987278,15.11350908,1515.545708,720.2982441,64.88600499,136.5235959,0.032127054,3.983596894,0.031983803,0.020002694,321.512922,28.09882866,27.487525,3.682933572,49.24830402,1.743804857,3.540842455,1.939128715,-31.30538958,-144.0335602,-7.814921679,138.3590506,80.07898533,0.698490878,15.11350908,1592.836149,1570.405455,3.40718468,67.32895329,0.70987278,19.10002823,19.36583576,7.42E-07,110.5099479,5,1,1,0,47906,1999.980714,1681.1838,0.840600006,0.160758011,1.91,0.5,0: Broadleaf,2,TRUE,1678129388,1515.545714,1546.527857,19.35794286,19.09638929,1515.090714,19.35294286,500.2003214,89.982225,0.099911832,26.81686429,27.487525,999.9,0,0,10018.66,0,12.742,-30.98058214,1545.463214,1576.635,0.261562036,1546.527857,19.09638929,1.741871071,1.718335357,15.27468929,15.06305714,1999.980714,0.980001143,0.019999214,0,2.534642857,0,3490.082143,16705.25357,46,47.94825,47.062,46.062,45.375,1959.980714,40,0,1678129399,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-30.897205,-1.670827767,0.260696386,0,0.26697235,-0.092731925,0.01077381,1,1,2,2-Jan,2.84908,2.71069,0.215578,0.2177,0.0879601,0.0866561,22362.9,19114.7,25517.6,23801.8,39756.6,35967.7,46162.7,42439,1.75788,1.85015,0.098452,0,25.8808,999.9,44.988,31.461,23.1541,54.3076,44.0705,1,0.0992785,1.8017,20.2197,5.23122,11.992,4.95575,3.30395,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86264,1.86203,1.86847,1.85857,1.86502,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0054,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44827.5,44827.5,3.02856,2.30713,1.44775,2.30103,1.44409,2.3645,36.9556,24.2976,18,421.746,464.016,23.508,28.728,29.9998,28.7007,28.673,60.6097,29.5707,67.167,23.5149,1591.06,19.1725,97.6776,99.7935,NA,4
578,1678129401,8050.5,20230306 13:03:20,13:03:20,5,ely_can24_t4_ch4,gibson,1678129393,0.000625196,0.625195632,14.44674597,1533.299624,674.2197399,60.73566167,138.1240591,0.02828683,3.985420497,0.028175765,0.017619795,321.5148178,28.11920557,27.48861111,3.683167661,49.25577655,1.744524867,3.541767056,1.938642794,-27.57112736,-143.3789974,-7.776061656,142.7886314,80.28329916,0.665762478,14.44674597,1610.044358,1587.611879,3.46113312,67.32895329,0.625195632,19.1473633,19.38131818,1.76E-05,110.5099479,6,1,1,0,47719,1999.992593,1681.193778,0.840600002,0.160758004,1.91,0.5,0: Broadleaf,2,TRUE,1678129393,1533.29963,1564.344444,19.36577407,19.11648519,1532.841852,19.36049259,500.2151111,89.98294444,0.099944078,26.8213037,27.48861111,999.9,0,0,10024.83704,0,12.742,-31.04266667,1563.580741,1594.83037,0.249293778,1564.344444,19.11648519,1.74258963,1.720157037,15.28112222,15.07952222,1999.992593,0.980001222,0.01999913,0,2.551559259,0,3489.621481,16705.34074,45.99766667,47.94633333,47.062,46.062,45.368,1959.992593,40,0,1678129405,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-31.00367,-0.790396998,0.216926808,0,0.25338655,-0.12763576,0.014987536,0,0,2,0/2,2.84933,2.7102,0.216983,0.219047,0.0880103,0.0867483,22323.6,19082.1,25518.5,23802.1,39755.2,35964.7,46163.6,42439.8,1.75773,1.8503,0.0983477,0,25.8781,999.9,44.988,31.441,23.1286,54.2576,44.0385,1,0.0992759,1.80698,20.2196,5.23197,11.992,4.9558,3.30395,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86264,1.86203,1.86848,1.8586,1.86503,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.46,0.0059,0.458500431,0,0,0,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44827.6,44827.6,3.05176,2.30469,1.44897,2.30103,1.44409,2.36816,36.9794,24.2976,18,421.644,464.097,23.5175,28.7255,29.9998,28.6983,28.6711,61.0598,29.5707,67.167,23.5204,1604.48,19.1656,97.68,99.7952,NA,4
579,1678129966,8616,20230306 13:12:46,13:12:46,5,ely_can24_t4_ch4,gibson,1678129958,0.003681603,3.681602653,5.307593212,417.3946311,292.2369912,26.32179179,37.59474299,0.08541367,3.979439007,0.084408113,0.052844429,321.5166154,35.39895855,34.58273333,5.519158563,31.48926402,1.74911116,5.554626998,3.770047403,-162.358677,24.75285419,1.447587579,185.3583802,5.338254383,3.702265889,5.307593212,427.7587308,425.7056727,-0.002298405,67.32895329,3.681602653,18.03247886,19.41154242,-6.78E-05,110.5099479,6,1,1,0,46325,2000.007,1681.20562,0.840599868,0.160757745,1.91,0.5,0: Broadleaf,2,TRUE,1678129958,417.3946333,420.0231333,19.41946,18.03319667,417.1083333,19.41223667,500.1940333,89.97005333,0.099967173,34.69811,34.58273333,999.9,0,0,10005.75167,0,12.00496667,-2.628564333,425.6607,427.7367333,1.386265667,420.0231333,18.03319667,1.747170333,1.622448,15.32199,14.17367333,2000.007,0.9800029,0.01999737,0,2.56356,0,3524.064333,16705.48667,46.1082,47.875,47,46.104,46.04546667,1960.015667,39.99133333,0,1678129971,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-2.627889756,0.130870453,0.058925385,0,1.392785854,-0.120000418,0.012533377,0,0,2,0/2,2.84763,2.71024,0.0900547,0.09045,0.0881013,0.0830877,25935.3,22227,25511.7,23805.4,39737.2,36110.8,46151.1,42445.4,1.75837,1.8425,0.225969,0,30.9852,999.9,44.03,31.481,22.6901,55.1376,44.1066,1,0.105003,-2.83386,20.2027,5.23361,11.992,4.95685,3.30395,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86261,1.86203,1.86849,1.85856,1.86496,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.286,0.0069,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.1,44837,1.05103,2.3645,1.44775,2.30103,1.44409,2.31567,37.027,24.2976,18,421.475,458.685,35.5287,28.9214,30.0012,28.6203,28.6105,21.0946,33.2832,64.566,35.7002,413.285,18.0741,97.6538,99.8086,NA,4
580,1678129971,8621,20230306 13:12:51,13:12:51,5,ely_can24_t4_ch4,gibson,1678129963,0.003665616,3.665616241,5.418574127,417.4204805,289.3440178,26.06139874,37.59732676,0.084722786,3.979880916,0.083733437,0.052421325,321.5113182,35.4245645,34.62521034,5.532193635,31.43910549,1.748517276,5.561599953,3.783676359,-161.6536762,20.49227871,1.198669348,181.5485901,4.92982345,3.686949482,5.418574127,427.7258492,425.6312848,-0.002653581,67.32895329,3.665616241,18.03096458,19.40495939,-0.000182004,110.5099479,6,1,1,0,46282,1999.973793,1681.177728,0.840599879,0.160757766,1.91,0.5,0: Broadleaf,2,TRUE,1678129963,417.4204828,419.8906552,19.41273448,18.03217586,417.1342414,19.40576207,500.1864828,89.97065862,0.099974031,34.72071724,34.62521034,999.9,0,0,10007.2,0,12.43241379,-2.470197069,425.6842414,427.6013793,1.380564138,419.8906552,18.03217586,1.746577586,1.622367241,15.31670345,14.17290345,1999.973793,0.980002724,0.019997552,0,2.59142069,0,3524.561724,16705.20345,46.125,47.875,47.00427586,46.12065517,46.062,1959.982414,39.99137931,0,1678129975,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-2.524167683,1.947950801,0.322702985,0,1.384086585,-0.069982369,0.007103826,1,1,2,2-Jan,2.84758,2.71015,0.090034,0.0900591,0.0880869,0.0830861,25935.1,22235.9,25511,23804.8,39736.8,36110.1,46149.9,42444.5,1.75823,1.84223,0.226207,0,31.0177,999.9,44.006,31.501,22.7043,55.4176,43.8902,1,0.106072,-2.9988,20.2002,5.23256,11.992,4.9565,3.304,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.8626,1.86203,1.86847,1.85856,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.287,0.0068,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.1,44837.1,1.02417,2.36206,1.44775,2.30103,1.44409,2.35229,37.027,24.2976,18,421.433,458.563,35.7909,28.9359,30.0011,28.6265,28.6169,20.5518,33.2832,64.566,35.9425,399.8,18.0741,97.6511,99.8065,NA,4
581,1678129976,8626,20230306 13:12:56,13:12:56,5,ely_can24_t4_ch4,gibson,1678129968,0.00365925,3.659250181,4.759286729,417.0050695,300.6056343,27.07607065,37.56036959,0.084308697,3.97716411,0.083328275,0.052167309,321.5079384,35.45765794,34.66176429,5.54343249,31.37778173,1.748152419,5.571306583,3.795280071,-161.372933,19.37945631,1.134726595,180.6491883,-1.030815,3.676140605,4.759286729,420.9005138,422.5575879,-0.74145553,67.32895329,3.659250181,18.03240183,19.40262364,-4.00E-06,110.5099479,6,1,1,0,46533,1999.952857,1681.160121,0.840599875,0.160757758,1.91,0.5,0: Broadleaf,2,TRUE,1678129968,417.0050714,417.1968214,19.40844643,18.03193929,416.7188929,19.40163571,500.1901786,89.97172857,0.100005168,34.75214643,34.66176429,999.9,0,0,9997.764286,0,12.73841786,-0.191751929,425.2587857,424.8579286,1.376513571,417.1968214,18.03193929,1.7462125,1.622365357,15.31345,14.17288214,1999.952857,0.980002857,0.019997414,0,2.622971429,0,3525.276429,16705.03214,46.125,47.875,47.00442857,46.125,46.062,1959.962143,39.99071429,0,1678129980,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.910423634,23.78080217,3.086941826,0,1.37889878,-0.050416725,0.005101363,1,1,2,2-Jan,2.84725,2.7104,0.0894404,0.0879631,0.0880739,0.0830893,25951.1,22286.2,25510.2,23803.9,39736.5,36108.7,46148.9,42443.1,1.75793,1.84223,0.225846,0,31.0516,999.9,44.006,31.481,22.6772,54.8276,43.8942,1,0.10685,-2.99172,20.2007,5.23331,11.992,4.95615,3.30393,9999,999.9,9999,9999,1.86846,1.86417,1.8718,1.86263,1.86203,1.86848,1.8586,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.285,0.0065,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.2,44837.2,0.994873,2.35962,1.44775,2.30103,1.44409,2.36816,37.027,24.2889,18,421.306,458.612,36.0262,28.9483,30.0009,28.6326,28.623,19.9689,33.2832,64.566,36.1632,379.653,18.0741,97.6487,99.8029,NA,4
582,1678129981,8631,20230306 13:13:01,13:13:01,5,ely_can24_t4_ch4,gibson,1678129974,0.003634362,3.634362039,4.626921225,414.3566648,299.6480818,26.99034126,37.32254088,0.083459225,3.981091369,0.082499274,0.051647374,321.5116002,35.49815399,34.69889259,5.554868253,31.30633114,1.747689119,5.58254211,3.807179134,-160.2753659,19.22515792,1.124984179,181.5863764,-14.28285564,3.662117591,4.626921225,406.5157049,413.6672727,-1.892122415,67.32895329,3.634362039,18.03167354,19.39355576,-0.000125372,110.5099479,6,1,1,0,46461,1999.975926,1681.179489,0.840599863,0.160757735,1.91,0.5,0: Broadleaf,2,TRUE,1678129974,414.3566667,409.482037,19.40292963,18.03164074,414.0714074,19.39631481,500.1811111,89.97352222,0.099943596,34.78846667,34.69889259,999.9,0,0,10011.03333,0,12.742,4.874640222,422.5556296,417.0012593,1.371293333,409.482037,18.03164074,1.74574963,1.622371111,15.30932593,14.17293333,1999.975926,0.980003222,0.019997037,0,2.635751852,0,3526.46037,16705.22222,46.125,47.875,47.01607407,46.125,46.062,1959.985556,39.99037037,0,1678129985,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,1.818353439,50.96802521,5.584728805,0,1.374929756,-0.051614843,0.00523539,1,1,2,2-Jan,2.84739,2.71063,0.0879152,0.0852923,0.0880486,0.0830883,25993.7,22351,25509.4,23803.5,39736.5,36108.2,46147.6,42442.5,1.758,1.84195,0.226762,0,31.0856,999.9,43.981,31.501,22.6899,55.0176,43.9062,1,0.107995,-3.14588,20.1985,5.23331,11.992,4.9563,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86262,1.86203,1.86849,1.85856,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.281,0.0063,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.3,44837.3,0.958252,2.36206,1.44775,2.30103,1.44409,2.37549,37.027,24.2889,18,421.39,458.496,36.237,28.9631,30.001,28.6387,28.6302,19.2463,33.2832,64.566,36.36,366.259,18.0741,97.6459,99.8014,NA,4
583,1678129986,8636,20230306 13:13:06,13:13:06,5,ely_can24_t4_ch4,gibson,1678129978,0.003623825,3.623825182,3.236428567,408.3192487,319.5718709,28.78548869,36.7794233,0.082938768,3.984480693,0.081991477,0.051328882,321.515483,35.5371562,34.73751786,5.566786846,31.23456379,1.747315027,5.594171376,3.819471819,-159.8106905,19.00543181,1.111593115,181.8218174,-30.5004489,3.648760981,3.236428567,389.5001389,400.7597394,-2.646433227,67.32895329,3.623825182,18.03233197,19.38940848,-9.86E-06,110.5099479,6,1,1,0,46520,2000,1681.199732,0.840599866,0.160757742,1.91,0.5,0: Broadleaf,2,TRUE,1678129978,408.31925,397.2409643,19.39841071,18.03208571,408.0361786,19.39195,500.1696786,89.97524643,0.099917596,34.82599286,34.73751786,999.9,0,0,10022.46964,0,12.742,11.07817093,416.3967143,404.5356786,1.366326071,397.2409643,18.03208571,1.745375714,1.622442143,15.30599286,14.17361071,2000,0.980003286,0.019996971,0,2.650357143,0,3527.973214,16705.43214,46.13385714,47.875,47.02878571,46.125,46.062,1960.008929,39.99107143,0,1678129990,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,6.524353439,76.45371761,7.664164746,0,1.370114634,-0.064214216,0.006426586,1,1,2,2-Jan,2.84682,2.71036,0.0857433,0.0824057,0.0880359,0.0830972,26054.8,22420.8,25508.7,23802.7,39735.7,36106.8,46146.1,42441.4,1.75725,1.84168,0.228524,0,31.1217,999.9,43.981,31.501,22.6906,54.7876,43.9343,1,0.0432673,-3.06491,20.1991,5.23376,11.992,4.95595,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.87179,1.86263,1.86203,1.86847,1.85858,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.277,0.0061,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.4,44837.3,0.928955,2.36816,1.44775,2.30103,1.44409,2.33154,37.027,24.2889,18,421.008,458.374,36.4319,28.9731,30.0008,28.6448,28.6364,18.6408,33.2832,64.566,36.5213,352.82,18.0741,97.6428,99.7986,NA,4
584,1678129991,8641,20230306 13:13:11,13:13:11,5,ely_can24_t4_ch4,gibson,1678129984,0.003600603,3.600603224,3.565533257,397.3226652,302.2780536,27.22827913,35.78960598,0.082019935,3.985783697,0.081093689,0.050765903,321.5177907,35.58514316,34.79141852,5.583456119,31.14842952,1.746724123,5.607743794,3.836731996,-158.7866022,16.82204355,0.984037034,180.5372691,-45.08126034,3.629386281,3.565533257,372.5860334,385.6039333,-3.045607011,67.32895329,3.600603224,18.03347574,19.38241697,-8.25E-05,110.5099479,6,1,1,0,46371,2000.014444,1681.211867,0.840599862,0.160757734,1.91,0.5,0: Broadleaf,2,TRUE,1678129984,397.3226667,380.6582963,19.39147037,18.0324037,397.0437407,19.38526296,500.1744074,89.97695556,0.099974648,34.8697037,34.79141852,999.9,0,0,10026.75074,0,12.742,16.66422444,405.1797037,387.6486296,1.359077037,380.6582963,18.0324037,1.744785185,1.622500741,15.30071852,14.17417778,2000.014444,0.980003444,0.019996807,0,2.641274074,0,3529.866296,16705.54815,46.15025926,47.875,47.05051852,46.125,46.07833333,1960.023333,39.99111111,0,1678129995,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,11.94421027,71.10615406,7.200676662,0,1.364223171,-0.077910941,0.007760139,1,1,2,2-Jan,2.84708,2.71022,0.0832032,0.0798054,0.0880087,0.0830832,26126.4,22484.3,25508,23802.7,39736,36106.8,46145.1,42440.9,1.75758,1.8417,0.229686,0,31.1598,999.9,43.981,31.501,22.6901,55.3076,43.8301,1,0.109337,-3.10833,20.1999,5.23241,11.992,4.9558,3.304,9999,999.9,9999,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86847,1.85857,1.86501,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.271,0.0059,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.5,44837.4,0.894775,2.37671,1.44775,2.30103,1.44409,2.31567,37.027,24.2889,18,421.234,458.438,36.5859,28.9856,30.0007,28.6509,28.6425,17.9531,33.2832,64.566,36.641,332.549,18.0803,97.6404,99.7978,NA,4
585,1678129996,8646,20230306 13:13:16,13:13:16,5,ely_can24_t4_ch4,gibson,1678129988,0.003583766,3.583766327,3.178786197,384.6881773,297.1999212,26.77092674,34.65162093,0.081260837,3.980214945,0.080350297,0.050299894,321.515768,35.6291865,34.8445,5.599914439,31.06924096,1.746135897,5.620143404,3.853778542,-158.044095,13.96004942,0.818132229,178.2498546,-51.63304633,3.613953342,3.178786197,357.4683809,370.5323818,-3.023985677,67.32895329,3.583766327,18.02897462,19.3717097,-9.61E-05,110.5099479,6,1,1,0,46411,2000.001786,1681.201232,0.840599866,0.16075774,1.91,0.5,0: Broadleaf,2,TRUE,1678129988,384.6881786,365.5024286,19.38488929,18.03161429,384.4139643,19.37892143,500.1824286,89.97709286,0.100073482,34.90955714,34.8445,999.9,0,0,10007.63,0,12.742,19.18559643,392.2927857,372.2142143,1.353285,365.5024286,18.03161429,1.744195714,1.622431786,15.29545,14.173525,2000.001786,0.980003393,0.019996861,0,2.569485714,0,3531.639286,16705.43571,46.16928571,47.875,47.05757143,46.13385714,46.09575,1960.010714,39.99107143,0,1678130000,0,0,--:--:--,1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,16.4923278,39.37647951,4.247761403,0,1.35812439,-0.07654453,0.007623813,1,1,2,2-Jan,2.84702,2.7102,0.0806119,0.0768261,0.0879717,0.0830777,26199.2,22556.7,25507.1,23802.4,39736.4,36106.5,46143.7,42440.3,1.75715,1.8412,0.230193,0,31.1987,999.9,43.981,31.481,22.667,54.6576,43.8542,1,0.109929,-3.02227,20.2018,5.23331,11.992,4.95585,3.30398,9999,999.9,9999,9999,1.86845,1.86417,1.8718,1.86261,1.86203,1.8685,1.85856,1.865,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.265,0.0055,0.113826917,0.000452008,-6.84E-08,-5.70E-11,-0.144741975,-0.032633776,0.002644871,-2.89E-05,2,1362,1,28,44837.6,44837.5,0.860596,2.37793,1.44775,2.30103,1.44409,2.31079,37.027,24.2976,18,421.028,458.173,36.6974,28.9967,30.0006,28.6557,28.6486,17.2666,33.2832,64.566,36.7205,319.058,18.0907,97.6374,99.7965,NA,4
