"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
43,1677797979,1102.40000009537,"20230302 16:59:39","16:59:39",5,"pas_smi18_t1_ch4","gibson",1677797976.5,0.000948322449756766,0.948322449756766,-0.473957308259011,419.954555862242,422.997428406259,37.5856111284765,37.3152354323786,0.0392557328596563,3.51633897754748,0.039013883711392,0.0244052821175848,0,32.8344548976916,32.2292777777778,4.83740183713619,54.70119794681,2.77002405465511,5.06391844900474,2.06737778248108,-41.8210200342734,153.98793346442,9.99353158590929,122.160445016056,-0.245606889315408,0.841545905870932,-0.473957308259011,433.292061188043,433.508739393939,0.0154941067487366,67.2385821346371,0.948322449756766,30.6907440192412,31.1880121212121,0.0061819448305648,107.407246362273,12,2,1,0,45764,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797976.5,419.954555555556,420.018333333333,31.1745111111111,30.6921666666667,420.480111111111,30.7052555555556,500.331444444444,88.7555333333333,0.0998795,33.0415666666667,32.2292777777778,999.9,0,0,9995.69444444444,0,0.278209,-0.0637885111111111,433.467555555556,433.317888888889,0.482307111111111,420.018333333333,30.6921666666667,2.76690888888889,2.72410111111111,22.688,22.4312444444444,0,0,0,0,3.8,0,-18.2555555555556,-2.51111111111111,36.812,41.625,39.312,40.6732222222222,38.076,0,0,0,1677797979.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0281454180487805,0.00603282314260111,0.091569857916488,1,0.420076024390244,0.463372248581175,0.0457589208850076,0,1,2,"1/2",2.83744,2.71021,0.0892698,0.0891429,0.120056,0.118524,25987.9,22202,25545.8,23748.3,38415.2,34646,46250.2,42363.8,1.7307,1.81568,0.163242,0,29.656,999.9,54.877,32.811,30.9062,54.4495,43.3734,1,0.211029,-6.66667,20.1242,5.23526,11.992,4.9572,3.30395,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85888,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4701,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39303.9,39303.9,1.05835,2.39746,1.44775,2.30469,1.44409,2.33643,40.451,23.8161,18,413.545,450.904,42.4579,30.1555,30,29.7557,29.7617,21.2277,0,100,127.53,420.012,32.0947,97.8352,99.5997,NA,4
44,1677797984,1107.40000009537,"20230302 16:59:44","16:59:44",5,"pas_smi18_t1_ch4","gibson",1677797981.2,0.000985708331023153,0.985708331023153,-0.356756441170152,420.01840023008,417.76109317826,37.1205898553972,37.3211651856915,0.0400128166558677,3.51290876066373,0.0397613375355585,0.024873298424798,0,33.0033988269208,32.38675,4.88061240137313,54.211476164295,2.77268115408614,5.11456494134778,2.10793124728699,-43.469737398121,157.589702464992,10.2540953107674,124.374060377638,-0.31301686967479,0.881670965419545,-0.356756441170152,433.358331557733,433.555460606061,0.00440260303688076,67.2385821346371,0.985708331023153,30.6985886228907,31.2178496969697,0.00610800882414817,107.407246362273,12,2,1,0,45981,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797981.2,420.0184,420.0523,31.2042,30.69887,420.5442,30.73354,500.3287,88.75608,0.09994432,33.21885,32.38675,999.9,0,0,9981.745,0,0.278209,-0.033645644,433.5469,433.3556,0.5053216,420.0523,30.69887,2.769561,2.724712,22.70379,22.43492,0,0,0,0,0.31,0,-13.45,-2.34,36.812,41.625,39.312,40.687,38.0746,0,0,0,1677797984.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0153072031707317,-0.473091546529942,0.0783451323997453,0,0.455623414634146,0.371003444671564,0.0364948036822188,0,0,2,"0/2",2.83693,2.7102,0.0892759,0.089129,0.120139,0.118542,25987.7,22202.3,25545.7,23748.1,38411.6,34645.2,46250.4,42363.6,1.73097,1.81555,0.168383,0,29.7469,999.9,54.877,32.811,30.9056,54.0995,44.5553,1,0.210988,-6.66667,20.1246,5.23616,11.992,4.95745,3.304,9999,9999,9999,999.9,1.86873,1.86447,1.87197,1.86295,1.86234,1.86874,1.85888,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4715,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39304,39304,1.05835,2.40234,1.44775,2.30469,1.44409,2.26196,40.451,23.8161,18,413.699,450.843,42.6369,30.1516,29.9999,29.7557,29.7638,21.2305,0,100,129.347,420.012,32.0947,97.8353,99.5992,NA,4
45,1677797989,1112.40000009537,"20230302 16:59:49","16:59:49",5,"pas_smi18_t1_ch4","gibson",1677797986.5,0.000983225234766565,0.983225234766565,-0.289202157184922,419.968000187191,414.969725656217,36.8738768408821,37.3180195049778,0.0390226425898788,3.51619534042141,0.0387836378542165,0.0242611250777749,0,33.2009277341452,32.5668,4.93042963725392,53.669128261136,2.77538868416761,5.17129451155513,2.15504095308631,-43.3602328532055,160.907089124339,10.4795126256741,128.026368896807,-0.323481029512867,0.920970057984583,-0.289202157184922,433.296039474536,433.483,-0.00223481555610712,67.2385821346371,0.983225234766565,30.7049591494506,31.2438593939394,0.00328706696572671,107.407246362273,12,2,1,0,45755,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797986.5,419.968,420.005444444444,31.2335555555556,30.7057555555556,420.493777777778,30.7614555555556,500.365,88.7591,0.100097577777778,33.4156222222222,32.5668,999.9,0,0,9994.71111111111,0,0.287637555555556,-0.0372381888888889,433.508111111111,433.310444444444,0.527785666666667,420.005444444444,30.7057555555556,2.77226111111111,2.72541555555556,22.7198333333333,22.4391555555556,0,0,0,0,-0.0333333333333334,0,-18.0222222222222,-3.32222222222222,36.812,41.625,39.312,40.6594444444444,38.09,0,0,0,1677797989.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.046006026,0.0616657229268293,0.0455838969251189,1,0.490977325,0.305977654784237,0.0295997378572746,0,1,2,"1/2",2.83738,2.71019,0.0892641,0.0891371,0.120205,0.118559,25987.8,22202.2,25545.4,23748.3,38408.5,34644.8,46250.1,42364,1.7308,1.81588,0.173375,0,29.8384,999.9,54.877,32.831,30.9402,53.7495,44.1266,1,0.210612,-6.66667,20.1248,5.23571,11.9921,4.9573,3.30395,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86295,1.86234,1.86874,1.85889,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4727,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39304.1,39304.1,1.05835,2.36938,1.44775,2.30469,1.44409,2.46948,40.451,23.8161,18,413.617,451.045,42.8086,30.1484,29.9998,29.7583,29.7638,21.2278,0,100,131.044,420.012,32.0947,97.8346,99.6,NA,4
46,1677797994,1117.40000009537,"20230302 16:59:54","16:59:54",5,"pas_smi18_t1_ch4","gibson",1677797991.2,0.000998865806248381,0.998865806248381,-0.399615377158272,419.960000258505,419.153750931951,37.2453087047607,37.3169506857611,0.038832837807906,3.50821422453641,0.0385956099076045,0.0241434491900842,0,33.3718676277679,32.73246,4.97665566828958,53.183352289003,2.77731289791972,5.22214711631481,2.19934277036986,-44.0499820555536,162.270131850602,10.6100155399607,128.830165335009,-0.296814285812582,0.953498941344835,-0.399615377158272,433.315468092251,433.552878787879,0.00138805918685196,67.2385821346371,0.998865806248381,30.7084600413774,31.2654703030303,0.002067106919661,107.407246362273,12,2,1,0,45930,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797991.2,419.96,420.0213,31.25551,30.70905,420.4855,30.78235,500.3372,88.7583,0.10004523,33.59042,32.73246,999.9,0,0,9962.501,0,0.2808521,-0.0614349,433.5095,433.3285,0.5464611,420.0213,30.70905,2.774187,2.725684,22.73129,22.44077,0,0,0,0,4.88,0,-21.05,-3.13,36.812,41.625,39.312,40.6436,38.1124,0,0,0,1677797994.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0525901885,0.0880725169981241,0.0377963344720657,1,0.5106017,0.268777103189493,0.0259280415806902,0,1,2,"1/2",2.83735,2.70988,0.089266,0.089141,0.120258,0.118565,25987.8,22202.4,25545.5,23748.6,38406,34644.8,46250,42364.3,1.73075,1.8161,0.178516,0,29.9288,999.9,54.877,32.831,30.9397,54.2095,43.5296,1,0.210422,-6.66667,20.1248,5.23511,11.9921,4.9575,3.30395,9999,9999,9999,999.9,1.86874,1.86447,1.87196,1.86295,1.86234,1.86874,1.85888,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4738,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39304.2,39304.2,1.05835,2.40601,1.44775,2.30469,1.44409,2.29126,40.451,23.8073,18,413.59,451.186,42.974,30.1451,30,29.7583,29.7638,21.2269,0,100,132.618,420.012,32.0947,97.8346,99.6009,NA,4
47,1677797999,1122.40000009537,"20230302 16:59:59","16:59:59",5,"pas_smi18_t1_ch4","gibson",1677797996.5,0.00102799177757217,1.02799177757217,-0.435457808676716,420.005000281928,420.153695022266,37.3336692664067,37.3204566722461,0.039155274402734,3.5152533298542,0.0389145835786716,0.0243431163352316,0,33.5602015863461,32.8989,5.02347870888358,52.6452590975572,2.77923316817146,5.27917084237587,2.24424554071212,-45.3344373909327,167.867588744696,10.9733965006134,133.506547854376,-0.38408488021148,0.984682414877739,-0.435457808676716,433.345627218629,433.60323030303,0.0017497809921789,67.2385821346371,1.02799177757217,30.7122024137276,31.2839236363636,0.00233276251927219,107.407246362273,12,2,1,0,45760,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677797996.5,420.005,420.022444444444,31.2775333333333,30.7132111111111,420.530777777778,30.8032777777778,500.334111111111,88.7572444444444,0.0999278444444444,33.7846777777778,32.8989,999.9,0,0,9991.10555555556,0,0.278209,-0.0171644355555556,433.566111111111,433.331333333333,0.564312111111111,420.022444444444,30.7132111111111,2.77610666666667,2.72602,22.7426888888889,22.4428111111111,0,0,0,0,-1.56666666666667,0,-18.6666666666667,-3.27777777777778,36.812,41.625,39.312,40.6456666666667,38.118,0,0,0,1677797999.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.0452819765,-0.0131277998499061,0.0357445270343447,1,0.53190165,0.23927583489681,0.0230814882108477,0,1,2,"1/2",2.83699,2.71016,0.0892802,0.0891323,0.120305,0.118581,25987.6,22203,25545.7,23749,38404.1,34644.8,46250.1,42365,1.73097,1.8156,0.181943,0,30.0196,999.9,54.877,32.831,30.94,54.6395,44.7917,1,0.210396,-6.66667,20.1249,5.23526,11.992,4.95745,3.30398,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85887,1.86521,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.4746,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39304.3,39304.2,1.05713,2.38647,1.44775,2.30469,1.44409,2.4707,40.451,23.8161,18,413.716,450.874,43.1365,30.1425,29.9999,29.7583,29.7638,21.2269,0,100,134.083,420.012,32.0947,97.8349,99.6025,NA,4
48,1677798004,1127.40000009537,"20230302 17:00:04","17:00:04",5,"pas_smi18_t1_ch4","gibson",1677798001.2,0.0010423014486567,1.0423014486567,-0.38720987824445,420.034000249043,417.989746600792,37.1420395825302,37.3236893730755,0.0389679085598168,3.51769703049911,0.0387296726845475,0.0242273283812188,0,33.7232202097966,33.05157,5.06676455107193,52.1924186881216,2.78097891087743,5.32831966936675,2.2857856401945,-45.9654938857605,170.506999681717,11.1555780041157,135.697083800073,-0.459494362904267,1.00983389962408,-0.38720987824445,433.347497277508,433.586418181818,-0.00055664813872858,67.2385821346371,1.0423014486567,30.7175696535033,31.30658,0.00110948188231098,107.407246362273,12,2,1,0,46018,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798001.2,420.034,420.0131,31.29663,30.71794,420.5598,30.82148,500.3645,88.75886,0.0998737,33.95065,33.05157,999.9,0,0,10000.82,0,0.278209,0.021020519,433.6044,433.3239,0.5786922,420.0131,30.71794,2.777853,2.726489,22.75307,22.44564,0,0,0,0,0.74,0,-17.07,-3.3,36.812,41.625,39.2748,40.656,38.125,0,0,0,1677798004.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.02701262175,0.139044074634146,0.0422422844194101,0,0.550511175,0.208748881801126,0.0201449362817154,0,0,2,"0/2",2.83738,2.71026,0.0892814,0.0891263,0.120362,0.118594,25987.5,22202.8,25545.6,23748.6,38401.2,34643.7,46249.8,42364.3,1.7309,1.81572,0.186972,0,30.1107,999.9,54.877,32.831,30.9417,54.0195,43.5537,1,0.210313,-6.66667,20.1254,5.23496,11.992,4.9572,3.30395,9999,9999,9999,999.9,1.86874,1.86447,1.87197,1.86295,1.86234,1.86874,1.85887,1.86522,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.4757,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,-0.171698093289274,-0.0330247527990624,0.00253311971247735,-2.53302209654789e-05,2,2122,1,28,39304.3,39304.3,1.05835,2.38525,1.44775,2.30469,1.44409,2.45239,40.4765,23.8248,18,413.686,450.952,43.2925,30.1392,29.9999,29.7602,29.7638,21.2291,0,100,135.434,420.012,32.0947,97.8343,99.6011,NA,4
49,1677798587,1710.40000009537,"20230302 17:09:47","17:09:47",5,"pas_smi19_t2_ch4","gibson",1677798584,0.00063744376752424,0.63744376752424,-0.859687608966139,420.313000552406,456.579355545895,40.5712342027622,37.3486382525749,0.0256861933339087,3.52160014596543,0.0255825620495825,0.0159983771591617,0,33.1140418770197,32.4942454545455,4.91030186312542,54.4875251262326,2.7921502747329,5.12438446830582,2.11815158839252,-28.111270147819,144.063117564176,9.35730572049337,125.30915313685,-0.958273827972782,0.888345456118924,-0.859687608966139,433.370302457291,433.905181818182,-0.00215638749994305,67.2414866134118,0.63744376752424,30.9132593162165,31.3891224242424,-0.01478445403231,107.441885608945,16,3,1,0,45989,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798584,420.313,419.967,31.4222181818182,30.9132181818182,420.838727272727,31.069,500.368909090909,88.7591636363636,0.0999442272727273,33.2530454545455,32.4942454545455,999.9,0,0,10016.6,0,0.278209,0.346147090909091,433.948727272727,433.363363636364,0.509016545454545,419.967,30.9132181818182,2.78901090909091,2.74383181818182,22.8191909090909,22.55,0,0,0,0,4.23636363636364,0,-18.7454545454545,-2.95454545454545,37.375,41.875,39.687,41.125,38.937,0,0,0,1677798587.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.322845525,0.221371823639774,0.0430330517038866,0,0.6271146,-0.870096315197,0.0837247061018431,0,0,2,"0/2",2.83695,2.71025,0.0892986,0.0891064,0.120866,0.119071,25983.3,22203.9,25542.2,23749.5,38373,34626,46242.2,42365.7,1.72305,1.81685,0.0137724,0,32.143,999.9,54.444,33.093,31.1522,56.8895,43.3373,1,0.227007,9.28105,20.0052,5.23945,11.9978,4.9573,3.304,9999,9999,9999,999.9,1.86873,1.86436,1.87195,1.86295,1.86226,1.86874,1.85883,1.86515,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.1,39314,1.05835,2.38159,1.44775,2.30469,1.44409,2.5354,40.5275,23.7285,18,409.884,452.285,25.7813,30.2089,30.0001,29.8496,29.8459,21.247,0,100,23.431,420.012,32.0947,97.8195,99.6045,NA,4
50,1677798592,1715.40000009537,"20230302 17:09:52","17:09:52",5,"pas_smi19_t2_ch4","gibson",1677798589.5,0.000554875659619806,0.554875659619806,-1.02723686902012,420.302556216145,474.692237538022,42.1804908864033,37.3474995798453,0.0229853552216146,3.51501765601034,0.0229021784372797,0.0143213094252216,0,32.8963939556092,32.2609444444444,4.8460643582625,55.0836632231618,2.78564228702315,5.05711153547942,2.06042207123935,-24.4700165892334,143.391673689282,9.30970274579534,128.231359845844,-0.850920261276718,0.767071461616482,-1.02723686902012,433.358890638778,433.954127272727,0.00679687668263555,67.2414866134118,0.554875659619806,30.9098665145682,31.3229393939394,-0.0127003255644348,107.441885608945,15,3,1,0,46075,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798589.5,420.302555555556,419.989888888889,31.3491555555556,30.9095888888889,420.828333333333,30.9959,500.345555555556,88.7585888888889,0.100017911111111,33.0176222222222,32.2609444444444,999.9,0,0,9990,0,0.290265,0.312950888888889,433.905,433.385555555556,0.439552666666667,419.989888888889,30.9095888888889,2.78250444444444,2.74349111111111,22.7806555555556,22.5479666666667,0,0,0,0,0.877777777777778,0,-17.0222222222222,-3.21111111111111,37.375,41.875,39.687,41.125,38.937,0,0,0,1677798592.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.326451925,0.0607560787992493,0.0375051051014309,1,0.54293755,-0.820469943714824,0.0789675745078162,0,1,2,"1/2",2.83645,2.71018,0.0893098,0.0891224,0.120691,0.119059,25982.6,22203.2,25541.9,23749.2,38380.2,34625.7,46241.6,42364.8,1.7232,1.81632,0.00591949,0,32.0539,999.9,54.419,33.093,31.1382,57.0495,43.8902,1,0.22736,9.28105,20.0063,5.23885,11.998,4.95695,3.30395,9999,9999,9999,999.9,1.86874,1.86438,1.87195,1.86295,1.86232,1.86874,1.85883,1.86516,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.2,39314.1,1.05957,2.38403,1.44775,2.30469,1.44409,2.45239,40.5275,23.7373,18,409.98,451.976,25.4338,30.2187,30.0003,29.8515,29.8484,21.2458,0,100,23.3906,420.012,32.0947,97.8182,99.6026,NA,4
51,1677798597,1720.40000009537,"20230302 17:09:57","17:09:57",5,"pas_smi19_t2_ch4","gibson",1677798594.2,0.00044778732723001,0.44778732723001,-0.837090763651348,420.348900539119,474.099777421434,42.1274464569541,37.3512636876018,0.0190051948837262,3.51670780727543,0.0189483187400178,0.0118477950345159,0,32.7122001841059,32.05776,4.79071639663976,55.6232708184746,2.78028570489252,4.99842181874906,2.01043069174725,-19.7474211308434,142.6192512423,9.23645588463847,132.108285996095,-0.803378660658774,0.667415437629151,-0.837090763651348,433.439982121569,433.945587878788,0.00115146322846833,67.2414866134118,0.44778732723001,30.9063505908831,31.2585060606061,-0.0127500758247845,107.441885608945,16,3,1,0,45974,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798594.2,420.3489,420.0396,31.28917,30.90669,420.8746,30.93592,500.3494,88.75771,0.10005468,32.81,32.05776,999.9,0,0,9996.943,0,0.2979622,0.3093781,433.9259,433.4356,0.3824653,420.0396,30.90669,2.777153,2.743206,22.7489,22.54625,0,0,0,0,3.02,0,-16.57,-3.19,37.375,41.875,39.687,41.1374,38.9246,0,0,0,1677798597.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.329425825,-0.239265354596623,0.033521139556918,0,0.4899318,-0.785901185741089,0.075679605287422,0,0,2,"0/2",2.83638,2.71001,0.0893144,0.0891112,0.120514,0.119057,25982.3,22203.6,25541.8,23749.4,38387.5,34626,46240.9,42365,1.72267,1.81628,-0.00133738,0,31.9637,999.9,54.419,33.093,31.1365,57.0296,44.5833,1,0.22784,9.28105,20.0072,5.23915,11.998,4.957,3.304,9999,9999,9999,999.9,1.86874,1.86441,1.87195,1.86295,1.86231,1.86874,1.85884,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.2,39314.2,1.05957,2.40723,1.44775,2.30469,1.44409,2.31689,40.5275,23.7285,18,409.7,451.964,25.1149,30.2291,30.0004,29.8534,29.851,21.2479,0,100,23.3528,420.012,32.0947,97.8171,99.6033,NA,4
52,1677798602,1725.40000009537,"20230302 17:10:02","17:10:02",5,"pas_smi19_t2_ch4","gibson",1677798599.5,0.000339773368446045,0.339773368446045,-0.422528903196865,420.308778048519,450.083087271906,39.9939868368232,37.3482679355123,0.0147891332369682,3.51760526487089,0.0147546766859924,0.00922476196381902,0,32.51383243081,31.8474555555556,4.73400928887337,56.1995141042418,2.7741955333197,4.93633366326616,1.95981375555367,-14.9840055484706,140.444010362969,9.07396923313226,134.533974047631,-0.860401958100794,0.550119923375799,-0.422528903196865,433.320820811189,433.778412121212,-0.042545114279511,67.2414866134118,0.339773368446045,30.90606504297,31.1929636363636,-0.0122907617366437,107.441885608945,16,3,1,0,46193,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798599.5,420.308777777778,419.936555555556,31.2201555555556,30.9048666666667,420.834555555556,30.8668888888889,500.340333333333,88.7592,0.0999195,32.5880333333333,31.8474555555556,999.9,0,0,10000.41,0,0.302475222222222,0.372185777777778,433.853777777778,433.328666666667,0.315256444444444,419.936555555556,30.9048666666667,2.77107555555556,2.74309222222222,22.7127888888889,22.5455666666667,0,0,0,0,0.133333333333334,0,-16.0888888888889,-3.33333333333333,37.375,41.875,39.687,41.1387777777778,38.9025555555556,0,0,0,1677798602.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3370301,0.0716025365853649,0.0409435826014285,1,0.4247641,-0.75214849530957,0.0723698334566275,0,1,2,"1/2",2.83656,2.71043,0.0892936,0.0891091,0.120341,0.119044,25982,22203.2,25541,23749,38394.8,34626,46240.4,42364.4,1.72263,1.81645,-0.00753626,0,31.871,999.9,54.419,33.093,31.1352,56.9196,43.4776,1,0.228349,9.28105,20.0082,5.23885,11.998,4.95715,3.30395,9999,9999,9999,999.9,1.86874,1.8644,1.87195,1.86295,1.8623,1.86873,1.85883,1.86514,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.3,39314.3,1.05835,2.39624,1.44775,2.30469,1.44409,2.39746,40.5531,23.7373,18,409.685,452.094,24.8199,30.2396,30.0005,29.8554,29.8536,21.2495,0,100,23.3146,420.012,32.0947,97.8154,99.6017,NA,4
