SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
22,12:09:59,3/9/23,Auto gsw+F,LI-COR Default,,22,,,0.000233,2.92388,0.000233,0.007729,1.847338,1.847146,4.734734,2.887396,20.434612,20.436743,52.379433,0.441786,PSF-00438_20230309120959,0,0,0,77.290535,114.739479,0.326382,0.5,0.8,95.276688,40.86,40.86,31.04,31.85,90.39,157,154.4,1.6,730,4.044,12:01:31,3/9/23,-0.12,0,0.001,-9999,0.135,-4.015,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,109.645844,25,-4.144613,107.25975,108.814789,-1.555038,2.453969,2.468201,1.657779,0.932311,0.214714,0.00997,0.34034,0.7638,77.290535,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309120959,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
23,12:12:53,3/9/23,Auto gsw+F,LI-COR Default,,23,,,0.020636,2.922123,0.020491,0.562108,1.857776,1.843749,4.253678,2.395903,20.396358,20.551525,47.056046,0.441786,PSF-00438_20230309121253,0,0,0,119.865776,316.141205,0.620847,0.5,0.8,140.968597,40.48,40.17,31.3,29.97,90.4,156.8,134.5,14.2,568,4.04,12:01:31,3/9/23,-0.12,-0.001,-0.002,-9999,-1.32,-4.841,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,298.332458,25,-12.298965,296.878326,298.559937,-1.68161,2.452989,2.46762,1.655934,0.882642,0.212487,-0.015771,0.35269,0.617937,119.865776,0.000247,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309121253,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
24,12:14:04,3/9/23,Auto gsw+F,LI-COR Default,,24,,,0.036358,2.921597,0.035911,1.174834,1.866896,1.837571,4.716506,2.84961,20.328182,20.652588,52.176476,0.441786,PSF-00438_20230309121404,0,0,0,69.88549,143.484589,0.512941,0.5,0.8,119.341896,40.4,39.77,31.42,31.78,90.4,156.7,136.6,12.8,582,4.036,12:13:23,3/9/23,-0.11,0,0,0.001,-2.253,0.901,10.756,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,143.484589,25,5.255493,134.97197,150.997269,-16.025299,2.452414,2.467463,1.655383,0.887791,0.211484,0.004484,0.35761,0.63054,69.88549,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309121404,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
25,12:16:16,3/9/23,Auto gsw+F,LI-COR Default,,25,,,0.010374,2.922724,0.010338,0.336694,1.868691,1.860294,4.706072,2.837381,20.577272,20.670158,52.055298,0.441786,PSF-00438_20230309121616,0,0,0,152.530792,286.651642,0.467888,0.5,0.8,98.978592,40.01,39.83,31.61,31.74,90.41,156.8,131.7,16,529,4.035,12:13:23,3/9/23,-0.11,0.001,0.001,-9999,-0.766,-1.265,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,280.597687,25,-4.308648,279.440399,280.492462,-1.052063,2.452462,2.46689,1.656564,0.875813,0.209926,0.001731,0.366653,0.583045,152.530792,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309121616,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
26,12:20:00,3/9/23,Auto gsw+F,LI-COR Default,,26,,,0.022265,2.923135,0.022097,0.71777,1.809939,1.792034,4.641495,2.831556,19.824368,20.022449,51.346531,0.441786,PSF-00438_20230309122000,0,0,0,96.223709,211.854584,0.545803,0.5,0.8,162.605194,38.61,38.23,31.68,31.5,90.4,156.9,152.8,2.6,745,4.029,12:13:23,3/9/23,-0.11,0.001,0,-9999,-3.553,-0.058,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,200.734024,25,-7.65678,200.294144,200.909286,-0.615143,2.450277,2.464963,1.656996,0.928195,0.209391,-0.001999,0.38133,0.777298,96.223709,0.000247,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122000,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
27,12:21:01,3/9/23,Auto gsw+F,LI-COR Default,,37,,,0.193569,2.921887,0.181542,4.914392,1.96838,1.845881,4.330155,2.361775,20.420055,21.775196,47.902328,0.441786,PSF-00438_20230309122101,0,0,0,178.118713,271.749939,0.344549,0.5,0.8,68.49868,42.06,39.44,31.65,30.28,90.4,156.7,153.7,1.9,497,4.027,12:13:23,3/9/23,-0.11,0.001,0.004,0.009,-0.164,1.287,13.557,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,264.959351,25,-6.756411,260.74469,262.091705,-1.347015,2.451929,2.469663,1.655686,0.930373,0.20963,-0.016238,0.385461,0.554402,178.118713,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122101,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
28,12:21:37,3/9/23,Auto gsw+F,LI-COR Default,,28,,,0.024717,2.924495,0.02451,0.65417,1.774673,1.758365,4.108827,2.334154,19.451691,19.632099,45.453388,0.441786,PSF-00438_20230309122137,0,0,0,109.800697,346.196411,0.682837,0.5,0.8,167.105606,37.96,37.61,31.63,29.37,90.4,157,152.7,2.8,612,4.027,12:13:23,3/9/23,-0.11,0.001,-0.001,-9999,1.911,0.194,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,327.081787,25,-13.532871,332.929718,326.851288,6.07843,2.449443,2.464078,1.658426,0.927855,0.209774,-0.026839,0.387885,0.657663,109.800697,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122137,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
29,12:24:34,3/9/23,Auto gsw+F,LI-COR Default,,29,,,0.035839,2.921297,0.035404,1.072601,1.819783,1.792989,4.463304,2.643521,19.834328,20.130733,49.373783,0.441786,PSF-00438_20230309122434,0,0,0,155.402893,333.678436,0.534274,0.5,0.8,101.394821,39.15,38.57,31.53,30.81,90.4,156.7,149.8,4.4,474,4.022,12:13:23,3/9/23,-0.11,0,0.001,-9999,-0.994,-0.68,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,315.776459,25,-13.099091,310.88913,314.9534,-4.06427,2.450777,2.465735,1.655069,0.920434,0.210626,-0.008454,0.399782,0.534103,155.402893,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122434,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
30,12:26:14,3/9/23,Auto gsw+F,LI-COR Default,,30,,,0.030896,2.92316,0.030573,0.968155,1.817759,1.793607,4.579293,2.761534,19.840071,20.107225,50.654072,0.441786,PSF-00438_20230309122614,0,0,0,95.268486,145.218582,0.343965,0.5,0.8,78.34996,38.83,38.31,31.65,31.26,90.4,156.9,149.8,4.5,569,4.021,12:25:32,3/9/23,-0.1,0.001,0.001,-9999,-3.218,-3.434,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,137.021179,25,-6.416495,133.178467,136.046265,-2.867798,2.450401,2.465264,1.657022,0.920644,0.209597,-0.004556,0.406383,0.619571,95.268486,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122614,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
31,12:26:51,3/9/23,Auto gsw+F,LI-COR Default,,31,,,0.019249,2.921653,0.019123,0.685795,1.735256,1.718111,4.859238,3.123981,19.004341,19.193983,53.748913,0.441786,PSF-00438_20230309122651,0,0,0,37.604927,70.965042,0.470092,0.5,0.8,124.056496,37,36.63,31.68,32.31,90.41,156.7,151.5,3.3,660,4.02,12:25:32,3/9/23,-0.1,0,-0.002,-9999,-0.2,0.683,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,54.099083,25,-12.286662,48.417809,53.401363,-4.983555,2.448103,2.462742,1.655441,0.924849,0.209333,0.007731,0.408495,0.700787,37.604927,0.000248,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122651,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
32,12:27:45,3/9/23,Auto gsw+F,LI-COR Default,,32,,,0.014843,2.922629,0.014768,0.484841,1.784185,1.772082,4.646413,2.862228,19.603539,19.737434,51.400642,0.441786,PSF-00438_20230309122745,0,0,0,159.622192,310.615784,0.48611,0.5,0.8,90.332909,37.97,37.71,31.72,31.52,90.4,156.8,145.7,7.1,465,4.018,12:25:32,3/9/23,-0.1,-0.001,0,-9999,-1.221,-3.692,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,283.886444,25,-20.535334,272.742737,281.260712,-8.517975,2.449571,2.464072,1.656464,0.910241,0.209056,-0.002268,0.41175,0.525213,159.622192,0.000247,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122745,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
33,12:29:07,3/9/23,Auto gsw+F,LI-COR Default,,33,,,0.086485,2.921957,0.083999,2.561773,1.800635,1.736659,4.46209,2.661454,19.2111,19.918808,49.360081,0.441786,PSF-00438_20230309122907,0,0,0,118.807198,269.153931,0.55859,0.5,0.8,92.040909,38.27,36.91,31.74,30.81,90.4,156.7,145.8,7,412,4.017,12:25:32,3/9/23,-0.1,0,0,-9999,0.184,0.132,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,259.088867,25,-7.82446,255.243652,257.968933,-2.725281,2.448473,2.464481,1.655759,0.910396,0.208872,-0.011088,0.416737,0.477864,118.807198,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309122907,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
34,12:30:08,3/9/23,Auto gsw+F,LI-COR Default,,34,,,0.027151,2.923325,0.026901,0.895215,1.789549,1.767214,4.689999,2.90045,19.54915,19.796223,51.881378,0.441786,PSF-00438_20230309123008,0,0,0,103.56617,200.111252,0.482457,0.5,0.8,137.013031,37.9,37.43,31.8,31.68,90.4,156.9,152.9,2.5,710,4.014,12:25:32,3/9/23,-0.1,0,0,-9999,0.482,-1.085,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,171.131378,25,-22.248587,159.059998,168.307083,-9.247086,2.449163,2.463957,1.657195,0.928388,0.20835,-0.001325,0.42041,0.745972,103.56617,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123008,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
35,12:31:12,3/9/23,Auto gsw+F,LI-COR Default,,35,,,0.060573,2.921303,0.059342,1.902362,1.744883,1.697316,4.542336,2.797453,18.774111,19.300257,50.24305,0.441786,PSF-00438_20230309123112,0,0,0,151.829834,369.891785,0.589529,0.5,0.8,99.985947,36.85,35.84,31.85,31.12,90.41,156.7,128.3,18.1,424,4.013,12:25:32,3/9/23,-0.1,-0.002,-0.004,-9999,0.221,-0.421,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,354.177826,25,-11.004912,351.004608,354.16037,-3.155762,2.446982,2.462494,1.655075,0.867511,0.207927,-0.008738,0.42407,0.488725,151.829834,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123112,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
36,12:32:04,3/9/23,Auto gsw+F,LI-COR Default,,36,,,0.002632,2.92454,0.00263,0.091108,1.787826,1.785555,4.805858,3.018032,19.749523,19.774645,53.156265,0.441786,PSF-00438_20230309123204,0,0,0,84.132675,178.005569,0.527359,0.5,0.8,136.354095,37.68,37.63,31.89,32.11,90.41,157.1,155.1,1.2,646,4.012,12:25:32,3/9/23,-0.1,-0.001,-0.002,-9999,-2.2,0.848,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,153.012878,25,-17.627361,144.947647,152.807404,-7.859756,2.44943,2.463641,1.658474,0.934008,0.207661,0.002872,0.426959,0.688782,84.132675,0.000244,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123204,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
37,12:32:55,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra18_t1_ch4,,,0.151277,2.921878,0.14383,4.020656,1.881208,1.780886,4.321479,2.440271,19.700777,20.81057,47.805691,0.441786,PSF-00438_20230309123255,0,0,0,162.44281,413.92157,0.607552,0.5,0.8,117.92836,39.64,37.53,31.89,30.25,90.4,156.7,148.6,5.2,485,4.011,12:25:32,3/9/23,-0.1,0,0.003,0.001,0.486,1.411,11.072,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,398.58197,25,-10.476356,397.60672,398.945709,-1.338989,2.449281,2.46632,1.655677,0.917517,0.207621,-0.019625,0.429668,0.543826,162.44281,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123255,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
38,12:33:52,3/9/23,Auto gsw+F,LI-COR Default,,ely_can17_t1_ch4,,,0.003928,2.921391,0.003923,0.135235,1.837604,1.834227,4.83926,3.001655,20.289448,20.326809,53.529854,0.441786,PSF-00438_20230309123352,0,0,0,76.974037,138.954819,0.44605,0.5,0.8,113.439613,38.68,38.61,31.91,32.24,90.4,156.7,140.6,10.3,636,4.01,12:25:32,3/9/23,-0.1,0.001,0.002,-9999,-3.803,-2.336,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,119.002106,25,-16.485497,108.318687,115.388947,-7.070259,2.450749,2.465003,1.655167,0.897575,0.207465,0.00407,0.43302,0.679248,76.974037,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123352,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
39,12:34:36,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut17_t1_ch4,,,0.012088,2.922717,0.012038,0.426636,1.816047,1.805402,4.900449,3.084402,19.973637,20.091406,54.214951,0.441786,PSF-00438_20230309123436,0,0,0,91.785194,199.754791,0.540511,0.5,0.8,136.156525,38.13,37.91,31.95,32.46,90.39,156.8,154.1,1.8,630,4.008,12:25:32,3/9/23,-0.1,-0.001,-0.002,-9999,-0.295,1.079,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,177.271851,25,-17.148928,168.814301,175.24054,-6.426239,2.449794,2.464249,1.656557,0.931366,0.207124,0.006271,0.435458,0.673812,91.785194,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123436,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
40,12:37:19,3/9/23,Auto gsw+F,LI-COR Default,,ely-can18_t1_ch4,,,0.028089,2.922211,0.027822,0.92857,1.766238,1.743045,4.675812,2.909574,19.282055,19.538626,51.725155,0.441786,PSF-00438_20230309123719,0,0,0,105.754135,147.356308,0.282324,0.5,0.8,62.70002,36.74,36.25,32.12,31.63,90.4,156.8,152.1,3,555,4.004,12:36:25,3/9/23,-0.12,0.001,0,-0.002,-0.179,-1.711,-12.005,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,143.219589,25,-2.925287,142.280106,143.174637,-0.894531,2.447499,2.462322,1.656026,0.926294,0.205758,-0.005847,0.444379,0.606754,105.754135,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123719,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
41,12:38:53,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco17_t1_ch4,,,0.047395,2.924178,0.046639,1.568492,1.918682,1.879633,4.845073,2.926391,20.792858,21.224827,53.597126,0.441786,PSF-00438_20230309123853,0,0,0,185.738678,288.353363,0.355864,0.5,0.8,84.374741,39.73,38.92,32.2,32.26,90.4,157,137.2,12.6,593,4.002,12:36:25,3/9/23,-0.12,-0.002,-0.003,-9999,-3.175,-4.689,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.423676,25,-7.501858,275.282623,277.629517,-2.346893,2.451114,2.466406,1.658093,0.889266,0.205117,0.000797,0.4496,0.640516,185.738678,0.000247,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309123853,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
42,12:40:00,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi18_t1_ch4,,,0.085221,2.922074,0.082806,2.319257,1.896788,1.838937,4.341352,2.444563,20.342392,20.982349,48.0242,0.441786,PSF-00438_20230309124000,0,0,0,159.210556,381.194702,0.582338,0.5,0.8,173.641998,39.14,37.95,32.26,30.33,90.4,156.7,147.9,5.6,745,4.002,12:36:25,3/9/23,-0.12,0,-0.001,-9999,-1.945,-0.936,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,365.455994,25,-10.687778,365.660919,365.916626,-0.255707,2.449787,2.465598,1.655883,0.915882,0.204643,-0.023141,0.453197,0.777886,159.210556,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124000,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
43,12:41:52,3/9/23,Auto gsw+F,LI-COR Default,,bou_cur18_t1_ch4,,,0.01691,2.92379,0.016813,0.586163,2.017061,2.002481,5.045402,3.028341,22.152925,22.314226,55.815975,0.441786,PSF-00438_20230309124152,0,0,0,127.065895,282.312622,0.549911,0.5,0.8,90.670403,41.34,41.04,32.38,32.98,90.39,157,152,3.2,412,3.998,12:36:25,3/9/23,-0.12,0.001,0,-9999,0.614,2.84,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,265.42746,25,-12.709052,260.092377,264.145142,-4.052765,2.453934,2.468553,1.657684,0.926106,0.203658,0.007357,0.45888,0.478108,127.065895,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124152,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
44,12:43:35,3/9/23,Auto gsw+F,LI-COR Default,,bou-cur17_t1_ch4,,,0.064809,2.922153,0.063403,1.976413,2.003416,1.95418,4.716526,2.71311,21.618057,22.16272,52.176411,0.441786,PSF-00438_20230309124335,0,0,0,88.581207,251.436569,0.6477,0.5,0.8,116.754295,40.82,39.82,32.48,31.78,90.4,156.8,147.7,5.8,451,3.997,12:36:25,3/9/23,-0.12,-0.001,0,-9999,-0.799,-2.216,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,227.464203,25,-17.872503,220.347412,225.887985,-5.540573,2.452278,2.467839,1.655965,0.915235,0.202858,-0.00841,0.463816,0.512691,88.581207,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124335,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
45,12:44:15,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut18_t1_ch4,,,0.04499,2.923018,0.044308,1.514688,1.963985,1.926262,4.936153,2.972168,21.309917,21.727238,54.607838,0.441786,PSF-00438_20230309124415,0,0,0,95.935104,245.072006,0.608543,0.5,0.8,141.06337,39.91,39.15,32.53,32.59,90.39,156.9,155.9,0.6,580,3.995,12:36:25,3/9/23,-0.12,0.003,0.001,-9999,1.525,3.03,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,236.967087,25,-5.486053,237.694138,237.229736,0.464401,2.451357,2.466591,1.656872,0.936103,0.202476,0.000785,0.46558,0.628612,95.935104,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124415,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
46,12:45:06,3/9/23,Auto gsw+F,LI-COR Default,,pas_smi17_t1_ch4,,,0.039804,2.924041,0.039269,1.391346,1.932411,1.897777,5.01203,3.079619,20.995197,21.378361,55.44833,0.441786,PSF-00438_20230309124506,0,0,0,116.882446,281.421173,0.584671,0.5,0.8,187.528015,39.14,38.44,32.59,32.86,90.39,157,131.9,16,802,3.994,12:36:25,3/9/23,-0.12,-0.001,-0.001,-9999,-0.075,0.848,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,265.273346,25,-11.132495,264.481201,265.507355,-1.026154,2.450391,2.465529,1.657948,0.876357,0.202014,0.003383,0.467948,0.828623,116.882446,0.000246,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124506,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
47,12:46:56,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco18-t1_ch4,,,0.0382,2.9221,0.037707,1.361773,1.985542,1.951611,5.121788,3.136245,21.589808,21.965179,56.66008,0.441786,PSF-00438_20230309124656,0,0,0,124.850754,186.196564,0.329468,0.5,0.8,63.105572,39.9,39.21,32.73,33.24,90.39,156.8,148.5,5.3,479,3.991,12:36:25,3/9/23,-0.12,-0.001,0.001,-9999,-0.162,-2.41,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,176.011917,25,-7.76158,172.396301,175.101456,-2.705154,2.451408,2.466526,1.65591,0.917229,0.200885,0.006361,0.473133,0.538054,124.850754,0.000245,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124656,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
48,12:47:57,3/9/23,Auto gsw+F,LI-COR Default,,poa_pra17_t1_ch4,,,0.032714,2.921853,0.032351,1.018742,1.945021,1.919621,4.686958,2.741937,21.237217,21.518215,51.852901,0.441786,PSF-00438_20230309124757,0,0,0,146.324158,457.943573,0.680476,0.5,0.8,112.577271,38.94,38.43,32.8,31.67,90.39,156.7,142.4,9.2,414,3.987,12:47:50,3/9/23,-0.09,-0.001,-0.002,-9999,1.449,3.316,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,441.696533,25,-11.015848,441.524872,442.196503,-0.671631,2.450331,2.465155,1.655651,0.901929,0.200363,-0.01361,0.475786,0.47936,146.324158,0.000247,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309124757,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
1,14:27:52,3/9/23,Auto gsw+F,LI-COR Default,,ely_can16_t4_ch3,,,0.1741,2.922101,0.16431,3.2187,1.318074,1.237395,3.043359,1.725285,13.710142,14.604051,33.719933,0.441786,PSF-00438_20230309142752,0,0,0,136.700394,289.880859,0.528426,0.5,0.8,126.003525,39.63,37.2,25.76,24.27,90.25,156.8,152.3,2.8,596,4.014,14:20:15,3/9/23,0.03,0.002,0.002,-9999,-2.408,0.792,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,278.553131,25,-7.81717,277.413361,278.706268,-1.292908,2.450019,2.467402,1.655911,0.926834,0.264605,-0.016581,0.243395,0.643558,136.700394,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309142752,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
2,14:28:47,3/9/23,Auto gsw+F,LI-COR Default,,sor_nut16_t3_ch3,,,0.053392,2.921045,0.052433,1.217226,1.193147,1.162567,3.236966,2.043819,12.880956,13.219767,35.864765,0.441786,PSF-00438_20230309142847,0,0,0,83.033684,148.479202,0.440772,0.5,0.8,155.071381,35.85,34.93,25.77,25.3,90.25,156.6,152,2.9,880,4.012,14:20:15,3/9/23,0.03,0.001,0,-9999,1.573,3.36,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,140.669708,25,-5.681983,139.136917,140.356857,-1.21994,2.446841,2.46211,1.654805,0.92613,0.264489,-0.005007,0.248963,0.898511,83.033684,0.00024,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309142847,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
3,14:31:31,3/9/23,Auto gsw+F,LI-COR Default,,sch_sco15_t4_ch3,,,0.109357,2.922414,0.105412,1.960316,1.454452,1.405395,3.090878,1.636426,15.569098,16.112555,34.241035,0.441786,PSF-00438_20230309143131,0,0,0,160.992981,294.329803,0.453018,0.5,0.8,70.915031,44.21,42.71,25.57,24.53,90.27,156.8,128.2,18.3,391,4.007,14:20:15,3/9/23,0.03,-0.001,-0.003,-9999,-0.573,1.967,-9999,1,150,0.005,2,0,mpf,7000,500,5,2,300,300,300,290.447479,25,-3.929545,287.385834,288.712555,-1.326721,2.457628,2.473737,1.656239,0.867278,0.266552,-0.011551,0.265249,0.459345,160.992981,0.000241,2.38896,-0.000025,1,2.402765,-0.000034,1,0.600816,0.600971,0.107301,0,PSF-00438_20230309143131,PFA-00474,PSA-00486,PSF-00438,RHS-00603,2.0.0,2021-01-19T12:57:14.097Z
