obs,time,elapsed,date,hhmmss,averaging,id,machine,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd.dt,αVc,Edyn,Hr,Hs,dHs.dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,AccCO2_soda,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,chamber
35,1678828219,617,20230314 16:10:19,16:10:19,5,ely_can11_t2_ch3,gibson,1678828216,0.0014866,1.486600194,-1.401638182,420.1660006,449.2340385,40.70213107,38.06846802,0.041787224,3.994885336,0.041545904,0.025987755,0,35.23390425,34.89991,5.617139702,43.36018285,2.520754191,5.813522974,3.096385511,-65.55906856,133.8538585,7.841175821,76.13596576,-1.401638182,1.486600194,-1.403211018,431.6414696,432.1899758,0.000449226,67.48907916,1.496790915,27.27109355,27.82605636,5.50E-05,125.5355964,5,1,1,0,46439,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828216,420.166,419.8694,27.82185,27.27018,419.5165,27.39028,500.3732,90.50342,0.09997953,35.52141,34.89991,999.9,0,0,9999.495,0,0.222567,0.2965882,432.1904,431.6403,0.5516516,419.8694,27.27018,2.517973,2.468046,21.14314,20.81729,0,0,0,0,4.44,0,-21.72,-3.26,36.562,41.437,39,40.437,38,0,0,0,1678828232,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.26314855,0.126523925,0.054064996,0,0.5494302,0.010014101,0.001885378,1,1,2,2-Jan,2.84394,2.71024,0.0909092,0.0909127,0.113106,0.111542,25610,22196.3,25216.1,23785.1,38195.2,34974.5,45623.7,42428.2,1.7544,1.86238,0.27385,0,30.5367,999.9,54.444,31.078,27.2615,54.8722,43.8462,1,0.147101,-6.66667,20.1274,5.23676,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86262,1.86203,1.86845,1.85856,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4318,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.6,55.4,1.05835,2.38892,1.44775,2.30103,1.44409,2.34131,36.8842,24.2976,18,422.848,475.612,44.4125,29.3197,30.0002,29.1489,29.1341,21.249,0,100,150.324,419.9,28.4704,96.5323,99.7521,NA,3
36,1678828224,622,20230314 16:10:24,16:10:24,5,ely_can11_t2_ch3,gibson,1678828222,0.001495353,1.495352909,-1.311528427,420.1925561,445.9459547,40.40426027,38.07091246,0.04145282,3.987100049,0.041214874,0.025780561,0,35.37462392,35.03747778,5.660104531,43.02840698,2.521257571,5.859518741,3.13884696,-65.94506329,134.7441925,7.919545597,76.71867485,-1.311528427,1.495352909,-1.279103896,431.7069772,432.2114606,-0.000537295,67.48907916,1.494191967,27.27284031,27.82730667,3.25E-07,125.5355964,5,1,1,0,46641,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678828222,420.1925556,419.9317778,27.82737778,27.27247778,419.5431111,27.39557778,500.3866667,90.50345556,0.1000354,35.66433333,35.03747778,999.9,0,0,9972.912222,0,0.222567,0.261057556,432.2201111,431.7052222,0.554890333,419.9317778,27.27247778,2.518474444,2.468253333,21.14636667,20.81866667,0,0,0,0,2.955555556,0,-17.75555556,-2.922222222,36.562,41.437,39,40.437,38.01377778,0,0,0,1678828237,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2744019,-0.060696068,0.046096619,1,0.550878975,0.026751366,0.002787064,1,2,2,2-Feb,2.84416,2.71016,0.0909103,0.0909175,0.113107,0.111549,25610,22196.2,25216.2,23785.2,38195,34974.3,45623.6,42428.3,1.7545,1.86248,0.27537,0,30.6378,999.9,54.444,31.068,27.2436,53.8022,42.5801,1,0.146898,-6.66667,20.1276,5.23616,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86263,1.86203,1.86844,1.85854,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.4318,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,55.7,55.5,1.05957,2.38037,1.44897,2.30103,1.44409,2.38892,36.8842,24.2976,18,422.905,475.677,44.534,29.3229,30.0001,29.1489,29.1341,21.2486,0,100,150.366,419.9,28.4704,96.5322,99.7524,NA,3
37,1678829396,1794.1,20230314 16:29:56,16:29:56,5,pas_smi9_t1_ch3,gibson,1678829393,-0.000238334,-0.238333709,0.400793426,419.8129998,453.3705325,41.0762547,38.03587678,-0.014124483,3.990877926,-0.014152314,-0.008842691,0,27.83882561,27.46452727,3.677979946,58.72477889,2.201695769,3.749176771,1.476284177,10.51051658,70.56536923,3.839945146,84.91583096,0.400793426,-0.238333709,0.438103072,430.4158565,430.2497939,-0.001102975,67.48181103,-0.216159058,24.39011992,24.30718364,0.000266464,125.3650084,7,1,1,0,47709,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829393,419.813,419.9278182,24.30075455,24.38953636,419.1635455,24.02235455,500.2772727,90.50210909,0.099841755,27.7925,27.46452727,999.9,0,0,9985.955455,0,0.223958091,-0.114895818,430.2687273,430.426,-0.088774418,419.9278182,24.38953636,2.199269091,2.207303636,18.95699091,19.01542727,0,0,0,0,3.9,0,-15.77272727,-2.972727273,37,41.75,39.562,40.72709091,38.03381818,0,0,0,1678829410,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.093643913,-0.128331817,0.03530428,0,-0.105238985,0.126608904,0.012404922,0,0,2,0/2,2.84175,2.71021,0.0907672,0.090856,0.1031,0.103183,25589.7,22189.8,25194.1,23778.3,38600.8,35295.5,45587.7,42418.7,1.7477,1.85513,0.0157207,0,27.1872,999.9,54.2,31.119,27.2019,54.5214,42.9447,1,0.151723,-0.87061,20.2409,5.23361,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87174,1.86264,1.86204,1.86851,1.85862,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2789,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.2,75,1.05713,2.38159,1.44775,2.30103,1.44409,2.41211,36.8604,24.3589,18,420.363,472.605,26.7567,29.6242,29.999,29.3423,29.3397,21.2116,23.2393,100,27.0016,419.9,24.2104,96.4532,99.7276,NA,3
38,1678829401,1799.1,20230314 16:30:01,16:30:01,5,pas_smi9_t1_ch3,gibson,1678829399,-8.39E-05,-0.083904973,0.391719452,419.7802221,532.210514,48.21952814,38.03307845,-0.005003231,3.99862067,-0.005006711,-0.003128882,0,27.80954556,27.44367778,3.673494067,58.79391845,2.204386606,3.749344599,1.469107461,3.700209329,75.36214843,4.092619874,83.15497763,0.391719452,-0.083904973,0.533876175,430.4226533,430.2165636,-0.000580893,67.48181103,0.154260647,24.35887783,24.34556545,0.007807938,125.3650084,7,1,1,0,47816,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829399,419.7802222,419.9163333,24.33034444,24.3616,419.1308889,24.05068889,500.261,90.50247778,0.099881389,27.79326667,27.44367778,999.9,0,0,10012.36,0,0.228595111,-0.136013389,430.2483333,430.4017778,-0.031275437,419.9163333,24.3616,2.201956667,2.204786667,18.97654444,18.99713333,0,0,0,0,0.966666667,0,-21.83333333,-3.722222222,37,41.75,39.54822222,40.736,37.972,0,0,0,1678829414,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.113792556,-0.14116838,0.038342564,0,-0.088915785,0.2358012,0.025942922,0,0,2,0/2,2.84151,2.71034,0.0907637,0.0908443,0.103209,0.103064,25590.2,22190.4,25194.4,23778.6,38596.9,35300.6,45588.7,42419.2,1.74752,1.85525,0.0182465,0,27.1656,999.9,54.2,31.119,27.2001,54.2914,42.7484,1,0.150366,-0.0640359,20.2452,5.23376,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87178,1.86264,1.86205,1.86852,1.85866,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2804,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.3,75.1,1.05713,2.36938,1.44775,2.30103,1.44409,2.50366,36.8842,24.3589,18,420.247,472.665,27.0203,29.616,29.9989,29.3398,29.3372,21.2109,23.5638,100,27.0396,419.9,24.1333,96.455,99.7288,NA,3
39,1678829406,1804.1,20230314 16:30:06,16:30:06,5,pas_smi9_t1_ch3,gibson,1678829403,0.000139151,0.139150683,0.373792079,419.7281999,336.9933212,30.53290092,38.02900156,0.008254999,3.996729045,0.008245538,0.00515431,0,27.75925035,27.49932,3.68547643,58.86555951,2.206169939,3.747811041,1.479306492,-6.136545112,61.82743706,3.360007318,59.05089926,0.373792079,0.139150683,0.27225374,430.3480105,430.2226182,0.003866652,67.48181103,0.142624766,24.28382509,24.34366545,-0.000740945,125.3650084,7,1,1,0,47634,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829403,419.7282,419.8932,24.34962,24.29779,419.0788,24.06916,500.3014,90.50388,0.09999549,27.78626,27.49932,999.9,0,0,10005.742,0,0.2282705,-0.1648192,430.2035,430.3497,0.051820578,419.8932,24.29779,2.203734,2.199044,18.98948,18.95534,0,0,0,0,1.5,0,-19.31,-3.24,37,41.75,39.5186,40.7122,37.9496,0,0,0,1678829420,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.123590178,-0.323370048,0.043719358,0,-0.052673789,0.521772882,0.056151169,0,0,2,0/2,2.84163,2.71017,0.0907654,0.0908469,0.103195,0.102817,25590.8,22190.8,25195,23779.1,38597.9,35310.9,45589.2,42420,1.74765,1.8555,0.0229552,0,27.1449,999.9,54.2,31.119,27.2021,54.2414,43.6258,1,0.149898,0.198072,20.2455,5.23361,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87178,1.86263,1.86206,1.8685,1.85863,1.86507,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2801,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.4,75.2,1.05713,2.39502,1.44775,2.30103,1.44409,2.31567,36.8604,24.3502,18,420.296,472.796,27.0837,29.6076,29.9994,29.3367,29.3334,21.212,24.1469,100,27.0282,419.9,24.0874,96.4564,99.7307,NA,3
40,1678829411,1809.1,20230314 16:30:11,16:30:11,5,pas_smi9_t1_ch3,gibson,1678829409,0.000278145,0.278145111,0.539521285,419.6978887,356.7422758,32.32212113,38.02612395,0.016488384,3.998599447,0.016450705,0.010285069,0,27.75025769,27.50155556,3.685958562,58.74186354,2.203844078,3.751743552,1.482114484,-12.26619939,65.24660801,3.54452055,56.52492916,0.539521285,0.278145111,0.42658624,430.3843171,430.2025758,0.003039613,67.48181103,0.062447614,24.21494582,24.30791091,-0.007689901,125.3650084,7,1,1,0,47608,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829409,419.6978889,419.9484444,24.32403333,24.22042222,419.0483333,24.04465556,500.2695556,90.5036,0.099962644,27.80422222,27.50155556,999.9,0,0,10012.16333,0,0.222567,-0.250681667,430.161,430.3723333,0.103610489,419.9484444,24.22042222,2.201414444,2.192036667,18.9726,18.90423333,0,0,0,0,1.266666667,0,-18.58888889,-2.477777778,37,41.75,39.50688889,40.736,37.979,0,0,0,1678829425,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.161331524,-0.444760259,0.057296885,0,-0.004832659,0.749883465,0.07536989,0,0,2,0/2,2.84209,2.71043,0.0907662,0.0908473,0.103078,0.102604,25590.6,22190.9,25194.8,23779.2,38603.1,35319.6,45589.3,42420.2,1.74783,1.85543,0.0221133,0,27.1265,999.9,54.2,31.119,27.2021,53.6514,42.4199,1,0.150084,0.492255,20.2448,5.23331,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87178,1.86264,1.86205,1.86852,1.8586,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2785,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.4,75.3,1.05713,2.36084,1.44775,2.30103,1.44409,2.47925,36.8604,24.3589,18,420.374,472.722,27.08,29.5987,30,29.3335,29.3303,21.2099,24.1469,100,27.028,419.9,24.0663,96.4564,99.7312,NA,3
41,1678829416,1814.1,20230314 16:30:16,16:30:16,5,pas_smi9_t1_ch3,gibson,1678829413,0.000304987,0.304986733,0.397685815,419.7324998,373.5908947,33.84789199,38.0283902,0.018023673,3.993339408,0.017978601,0.011240666,0,27.74886398,27.50567,3.686846047,58.62140781,2.199824128,3.752595186,1.48702192,-13.44991491,65.1119792,3.54200747,55.20407177,0.397685815,0.304986733,0.400351049,430.3151147,430.1678061,-0.001910682,67.48181103,-0.000173232,24.16165143,24.25662,-0.010485327,125.3650084,7,1,1,0,47808,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829413,419.7325,419.9332,24.28022,24.16661,419.0831,24.00269,500.2912,90.50144,0.10005075,27.80811,27.50567,999.9,0,0,9994.434,0,0.222567,-0.2005859,430.1774,430.3329,0.11362096,419.9332,24.16661,2.197396,2.187114,18.94333,18.86822,0,0,0,0,-3.7,0,-14.5,-2.88,37,41.75,39.5186,40.7185,37.9622,0,0,0,1678829429,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.183165012,-0.240859683,0.047787879,0,0.046362958,0.673549227,0.069402785,0,0,2,0/2,2.84163,2.7103,0.0907689,0.0908541,0.10293,0.102528,25591,22191,25195.2,23779.4,38609.8,35322.9,45589.6,42420.6,1.74797,1.85532,0.0262447,0,27.1091,999.9,54.2,31.119,27.1998,54.1714,43.5897,1,0.149967,0.54284,20.2444,5.23361,11.992,4.95565,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87178,1.86264,1.86206,1.8685,1.85861,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2763,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.5,75.3,1.05713,2.39746,1.44897,2.30103,1.44409,2.27539,36.8366,24.3502,18,420.442,472.627,27.0532,29.5898,29.9999,29.331,29.3265,21.2093,24.4244,100,27.0174,419.9,24.0748,96.4573,99.7321,NA,3
42,1678829421,1819.1,20230314 16:30:21,16:30:21,5,pas_smi9_t1_ch3,gibson,1678829419,0.000243484,0.24348429,0.240902457,419.7578888,381.6817898,34.5813475,38.03113956,0.014247055,3.997626153,0.014218907,0.008889341,0,27.75028248,27.54936667,3.696282932,58.53564159,2.195249709,3.750278718,1.501033223,-10.73765719,53.48488526,2.906868696,45.65409676,0.240902457,0.24348429,0.244849173,430.2684228,430.1756727,-0.000624487,67.48181103,0.0051446,24.13493794,24.21318667,-0.00842097,125.3650084,7,1,1,0,47802,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829419,419.7578889,419.8888889,24.22944444,24.13873333,419.1084444,23.95405556,500.2551111,90.50255556,0.100005056,27.79753333,27.54936667,999.9,0,0,10008.95333,0,0.222567,-0.131079756,430.1811111,430.2754444,0.090721556,419.8888889,24.13873333,2.192826667,2.184617778,18.91,18.84995556,0,0,0,0,4.422222222,0,-19,-3,37,41.75,39.5,40.687,37.937,0,0,0,1678829435,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.184187715,0.014262629,0.052711793,1,0.083071082,0.26891159,0.03715144,0,1,2,2-Jan,2.84239,2.71046,0.0907703,0.0908535,0.102806,0.102454,25591.5,22191,25195.8,23779.3,38616,35325.9,45590.6,42420.7,1.74787,1.85555,0.0278018,0,27.0934,999.9,54.2,31.119,27.2009,53.2814,42.7324,1,0.149299,0.563336,20.2444,5.23376,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87179,1.86263,1.86206,1.86852,1.85863,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.2745,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.6,75.4,1.05713,2.37671,1.44775,2.30103,1.44409,2.45361,36.8604,24.3589,18,420.365,472.742,27.0277,29.5809,29.9997,29.3279,29.3227,21.2088,24.4244,100,26.9682,419.9,24.0903,96.4595,99.7322,NA,3
43,1678829426,1824.1,20230314 16:30:26,16:30:26,5,pas_smi9_t1_ch3,gibson,1678829423,0.000176865,0.176865153,0.426836578,419.7401998,343.0078896,31.07737601,38.02951596,0.010319423,3.994690415,0.010304635,0.006441724,0,27.76617347,27.55011,3.696443647,58.43631011,2.191906677,3.750932722,1.50453697,-7.79975326,53.92873572,2.933200285,49.06218275,0.426836578,0.176865153,0.556736424,430.3191763,430.1100848,-0.001786122,67.48181103,-0.032161081,24.12569615,24.17682061,-0.00696241,125.3650084,7,1,1,0,47692,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829423,419.7402,419.9315,24.19256,24.12667,419.0908,23.9187,500.2882,90.50249,0.10002074,27.80052,27.55011,999.9,0,0,9998.932,0,0.222567,-0.1910523,430.1466,430.3134,0.06590251,419.9315,24.12667,2.189488,2.183524,18.8856,18.84194,0,0,0,0,4.78,0,-19.32,-2.51,37,41.75,39.5,40.687,37.9811,0,0,0,1678829440,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.193599068,0.193842151,0.049280345,0,0.093027439,-0.142269464,0.019518696,0,0,2,0/2,2.84208,2.71007,0.0907611,0.0908525,0.102706,0.102443,25591.5,22191.1,25195.5,23779.4,38620.1,35326.2,45590.3,42420.6,1.74807,1.85532,0.0272207,0,27.0794,999.9,54.2,31.119,27.2021,53.9514,43.0248,1,0.149144,0.697538,20.2437,5.23376,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86847,1.86417,1.87172,1.86264,1.86206,1.86853,1.85862,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2731,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.7,75.5,1.05713,2.39136,1.44775,2.30103,1.44409,2.24976,36.8604,24.3589,18,420.457,472.567,26.9849,29.572,29.9997,29.3248,29.319,21.2074,24.4244,100,26.9207,419.9,24.104,96.4586,99.7321,NA,3
44,1678829431,1829.1,20230314 16:30:31,16:30:31,5,pas_smi9_t1_ch3,gibson,1678829429,9.63E-05,0.096298105,0.440060438,419.7309998,285.2880301,25.84808358,38.02908225,0.005644927,3.989952622,0.005640493,0.003525706,0,27.80062285,27.50051111,3.685733305,58.2958405,2.18904209,3.755057087,1.496691215,-4.246746423,68.58306686,3.734110275,68.07043071,0.440060438,0.096298105,0.419595546,430.3048441,430.1371636,0.000721669,67.48181103,-0.067008184,24.12482356,24.14932121,-0.005457283,125.3650084,7,1,1,0,47708,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829429,419.731,419.9144444,24.16068889,24.12481111,419.0816667,23.88817778,500.2693333,90.50348889,0.099974444,27.81934444,27.50051111,999.9,0,0,9982.644444,0,0.228595111,-0.183512333,430.1231111,430.2953333,0.035888678,419.9144444,24.12481111,2.186626667,2.183378889,18.86466667,18.84088889,0,0,0,0,-2.466666667,0,-19.95555556,-3.166666667,37,41.75,39.5,40.701,37.972,0,0,0,1678829444,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.185025824,-0.015611611,0.039110386,1,0.082194812,-0.285089371,0.028539129,0,1,2,2-Jan,2.84229,2.71027,0.0907728,0.0908463,0.102632,0.102442,25592.2,22191.9,25196.4,23780.1,38624.3,35327.1,45591.5,42421.5,1.74845,1.85537,0.0255853,0,27.0652,999.9,54.2,31.119,27.204,54.2914,43.3293,1,0.148717,0.744695,20.2435,5.23406,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87174,1.86263,1.86206,1.86848,1.85859,1.86505,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.649,0.272,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.8,75.6,1.05713,2.38647,1.44775,2.30103,1.44409,2.3877,36.8604,24.3589,18,420.648,472.572,26.9292,29.5631,29.9998,29.3216,29.3158,21.2097,24.4244,100,26.9787,419.9,24.104,96.4615,99.7346,NA,3
45,1678829436,1834.1,20230314 16:30:36,16:30:36,5,pas_smi9_t1_ch3,gibson,1678829433,4.88E-05,0.048792726,0.433144873,419.7175998,169.7171802,15.37697908,38.02790467,0.00286513,4.001229219,0.002863991,0.001790097,0,27.81464944,27.47796,3.680872599,58.23274358,2.187281147,3.756101829,1.493591453,-2.151759221,74.66949444,4.053677933,76.57141315,0.433144873,0.048792726,0.439749626,430.2616492,430.0916485,-0.000420638,67.48181103,0.021172471,24.122837,24.13694182,-0.000685785,125.3650084,7,1,1,0,47919,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829433,419.7176,419.8908,24.14123,24.12305,419.068,23.86953,500.2436,90.50383,0.09972031,27.82411,27.47796,999.9,0,0,10021.125,0,0.2282705,-0.1732728,430.1007,430.2703,0.01817322,419.8908,24.12305,2.184874,2.183228,18.85183,18.83978,0,0,0,0,-0.57,0,-18.27,-2.71,37,41.75,39.5,40.687,37.9622,0,0,0,1678829450,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.177642824,0.007199072,0.039544823,1,0.058492802,-0.297233856,0.029473539,0,1,2,2-Jan,2.84208,2.71035,0.0907691,0.0908491,0.102594,0.102438,25592.5,22192.2,25196.6,23780.5,38626.4,35327.8,45592.1,42422.2,1.74822,1.85553,0.0264756,0,27.0503,999.9,54.2,31.139,27.2305,54.0614,42.5601,1,0.147934,0.368867,20.2448,5.23391,11.992,4.95585,3.304,9999,9999,999.9,9999,1.86847,1.86418,1.87177,1.86264,1.86208,1.86849,1.8586,1.86508,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2715,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.9,75.7,1.05591,2.36694,1.44775,2.30103,1.44409,2.51099,36.8604,24.3589,18,420.499,472.638,26.9389,29.5548,29.9995,29.3185,29.312,21.2077,24.4244,100,26.9944,419.9,24.104,96.4626,99.7362,NA,3
46,1678829441,1839.1,20230314 16:30:41,16:30:41,5,pas_smi9_t1_ch3,gibson,1678829439,2.18E-05,0.021771799,0.470215672,419.7553331,-172.5446882,-15.63321701,38.03145886,0.001277673,3.997039232,0.001277446,0.000798424,0,27.81322995,27.47623333,3.680500661,58.22960267,2.186313735,3.75464306,1.494186926,-0.960136324,73.52942356,3.995802808,76.56509005,0.470215672,0.021771799,0.554323593,430.3304509,430.1134606,2.85E-05,67.48181103,0.008867994,24.12236836,24.12822545,-0.000281727,125.3650084,7,1,1,0,47754,0,0,0,0,1.91,0.5,0: Broadleaf,2,FALSE,1678829439,419.7553333,419.9383333,24.13046667,24.12235556,419.106,23.85922222,500.3098889,90.50374444,0.100128478,27.81745556,27.47623333,999.9,0,0,10006.81667,0,0.222567,-0.182810556,430.1347778,430.3186667,0.008106233,419.9383333,24.12235556,2.183897778,2.183164444,18.84466667,18.83928889,0,0,0,0,4.488888889,0,-19.22222222,-3.666666667,37,41.722,39.5,40.687,37.937,0,0,0,1678829455,0,1678824896,15:14:56,1678824885,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.180857639,-0.017537749,0.02950497,1,0.037510104,-0.251821214,0.025455994,0,1,2,2-Jan,2.84209,2.71018,0.0907743,0.0908513,0.102575,0.10244,25592.6,22192.2,25196.8,23780.5,38627.3,35327.7,45592.2,42422.2,1.74828,1.8555,0.0264123,0,27.0358,999.9,54.2,31.119,27.2016,53.6814,43.6659,1,0.147477,0.352644,20.2451,5.23406,11.992,4.9559,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.87177,1.86264,1.86205,1.8685,1.8586,1.86506,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.65,0.2711,0.436257332,0.001005831,-1.46E-06,6.48E-10,-0.068337496,-0.031446781,0.002590884,-2.83E-05,2,1297,1,27,75.9,75.8,1.05713,2.39136,1.44897,2.30103,1.44409,2.33032,36.8604,24.3502,18,420.506,472.591,26.9782,29.5453,29.9995,29.3154,29.3083,21.2072,24.4244,100,27.0117,419.9,24.104,96.463,99.7361,NA,3
